Unnamed: 0,index,date,rank,song,artist,last-week,peak-rank,weeks-on-board,release_year,count,track_id
1110,1586,1998,97,Time After Time,Inoj,37,6,16,1998,1,7o9uu2GDtVDr9nsR7ZRN73
1111,1587,1998,22,Never Ever,All Saints,22,4,19,1998,1,5YqltLsjdqFtvqE7Nrysvs
1112,1589,1998,34,When The Lights Go Out,Five,28,10,26,1998,1,7xY5PbhYQgCCbpfpn7HDT9
1113,1591,1998,47,Daydreamin',Tatyana Ali,36,6,17,1998,1,69w5X6uTrOaWM32IetSzvO
1118,1598,1998,44,Say It,Voices Of Theory,42,10,31,1998,1,2Gk6fi0dqt91NKvlzGsmm7
1119,1599,1998,50,Sex And Candy,Marcy Playground,49,8,28,1998,1,5mkGfmJGFZpwK9nA5amOhv
1120,1600,1998,45,How Do I Live,LeAnn Rimes,48,2,69,1998,1,7BD50ATrF3Vab5FQy7vtK8
1124,1605,1998,42,They Don't Know,Jon B,38,7,31,1998,1,0b5w1gamS9f239Sms9guAB
1148,1631,1998,46,Body Bumpin' Yippie-Yi-Yo,Public Announcement,34,5,22,1998,1,3EdakRU1Y7pc8QXcON3vlz
1153,1639,1998,50,Gone Till November,Wyclef Jean,46,7,20,1998,1,2LTJYsWOqsjntJpRy2HpY6
1154,1640,1998,46,I Don't Ever Want To See You Again,Uncle Sam,43,6,28,1998,1,4oJEy4qDPwDk5ac26yEMeL
1166,1654,1998,50,Tubthumping,Chumbawamba,44,6,31,1998,1,22HYEJveCvykVDHDiEEmjZ
1169,1657,1998,45,My Body,LSG,45,4,20,1998,1,2aEuXA1KswHlCGPOuPmCOW
1170,1658,1998,49,Feel So Good,Mase,43,5,20,1998,1,7hfRrdFJgFKK3cJ4rmkecE
1171,1662,1998,50,Sunny Came Home,Shawn Colvin,45,7,32,1998,1,4mOxpj82q6n3EO7HBZCelX
1172,1664,1998,100,Barbie Girl,Aqua,94,7,16,1998,1,5ZrDlcxIDZyjOzHdYW1ydr
1175,1667,1997,50,The Freshmen,The Verve Pipe,45,5,42,1997,1,21jEuMn2lf37715rwjow2M
1176,1669,1997,49,Return Of The Mack,Mark Morrison,46,2,40,1997,1,3jDdpx9PMlfMBS5tOBHFm9
1177,1670,1997,50,Bitch,Meredith Brooks,45,2,30,1997,1,34sOdxWu9FljH84UXdRwu1
1182,1676,1997,55,It's Your Love,Tim McGraw With Faith Hill,52,7,20,1997,1,503sFkc8Y2eyGnM6cu8kHm
1183,1677,1997,48,I Belong To You (Every Time I See Your Face),Rome,42,6,26,1997,1,1nP6feYWJVpbO41aezFtm2
1187,1681,1997,48,Where Have All The Cowboys Gone?,Paula Cole,45,8,21,1997,1,2ck13qfgRZ1msyEJlDqzvk
1210,1710,1997,45,I Love You Always Forever,Donna Lewis,42,2,41,1997,1,1PEqh7awkpuepLBSq8ZwqD
1211,1711,1997,49,Where Do You Go,No Mercy,40,5,39,1997,1,7tV6JEHoUvSaC6fbrI428J
1212,1712,1997,50,Mouth,Merril Bainbridge,48,4,30,1997,1,1fEGtTZjrjJW8eUeewnNJR
1226,1727,1997,44,Macarena (Bayside Boys Mix),Los Del Rio,42,1,60,1997,1,0a3SUpxyMCdPy6mrFH4YJF
1227,1728,1996,46,C'mon N' Ride It (The Train),Quad City DJ's,41,3,42,1996,1,0R2wAvZXgAUJpZ93BEE8og
1231,1733,1996,50,Nobody Knows,The Tony Rich Project,50,2,47,1996,1,7A0FGrZsLgOUmeNtMTnt4z
1232,1734,1996,99,Until It Sleeps,Metallica,96,10,20,1996,1,63aVbch5VRXtQnCITdeDTZ
1237,1740,1996,47,Missing,Everything But The Girl,43,2,55,1996,1,1Qrdlkgg9I4J7r3P4kZNwr
1238,1742,1996,49,Be My Lover,La Bouche,46,6,38,1996,1,2aQpISWUBToaF84DDiTeRV
1241,1747,1996,97,Lady,D'Angelo,86,10,20,1996,1,7mXuWTczZNxG5EDcjFEuJR
1242,1748,1996,74,Wonderwall,Oasis,69,8,20,1996,1,7ygpwy2qP3NbrxVkHvUhXY
1243,1750,1996,42,One Of Us,Joan Osborne,37,4,22,1996,1,7lOZ311mLUjPELoPjogwlU
1244,1752,1996,46,Breakfast At Tiffany's,Deep Blue Something,42,5,36,1996,1,1uzWOoJdADfstQuFtQFTUn
1245,1753,1996,45,Tell Me,Groove Theory,44,5,33,1996,1,0lizgQ7Qw35od7CYaoMBZb
1248,1756,1996,48,Roll To Me,Del Amitri,43,10,36,1996,1,64UioB4Nmwgn2f4cbIpAkl
1282,1793,1996,44,Carnival,Natalie Merchant,41,10,31,1996,1,0jOnZhF75V68VsBObWx2XO
1283,1794,1996,48,Back For Good,Take That,47,7,30,1996,1,6vcdzohhBSbNdsZBh5IRpQ
1303,1814,1996,50,Run-Around,Blues Traveler,45,8,49,1996,1,500Tkm3vJmVtdUwdCVxCTb
1308,1819,1995,41,I Got 5 On It,Luniz,32,8,25,1995,1,4IYKjN1DrYzxKXt0umJqsG
1312,1823,1995,43,He's Mine,MoKenStef,39,7,23,1995,1,7ETjhPaIU4UmHOiimJBZz9
1313,1825,1995,50,I Know,Dionne Farris,46,4,38,1995,1,6wsqVwoiVH2kde4k4KKAFU
1314,1827,1995,50,Total Eclipse Of The Heart,Nicki French,40,2,27,1995,1,7wuJGgpTNzbUyn26IOY6rj
1324,1837,1995,49,I Believe,Blessid Union Of Souls,47,8,31,1995,1,3G7tRC24Uh09Hmp1KZ7LQ2
1325,1839,1995,46,Freak Like Me,Adina Howard,40,2,30,1995,1,6Vas6h9lB5mmeVDXdFqlQA
1332,1846,1995,48,You Gotta Be,Des'ree,44,5,44,1995,1,4IZOdhEvXYWqh5XAXYzBk3
1333,1847,1995,43,Candy Rain,Soul For Real,35,2,25,1995,1,4j1Bk0BEIGCF9hR7cSwl9d
1334,1848,1995,44,If You Love Me,Brownstone,36,8,27,1995,1,6qeaVZVHspTujI14G31W5s
1335,1849,1995,46,I'm The Only One,Melissa Etheridge,47,8,40,1995,1,5RYtz3cpYb28SV8f1FBtGc
1336,1850,1995,49,Sukiyaki,4PM,36,8,32,1995,1,6meIeOX3DHdaCnaNw67abE
1337,1851,1995,50,Before I Let You Go,BLACKstreet,46,7,27,1995,1,2rkVoKVEMuct8SmEIGKzBw
1339,1853,1995,50,Tootsee Roll,69 Boyz,42,8,38,1995,1,0SAIjVOwxVnO1l9HGvLuOU
1340,1854,1995,49,Wild Night,John Mellencamp With Me'Shell Ndegeocello,49,3,42,1995,1,1A7hIo1C8jacIQ5ZiCjc8g
1341,1855,1995,49,Flava In Ya Ear,Craig Mack,43,9,25,1995,1,4JYUDRtPZuVNi7FAnbHyux
1342,1856,1995,50,Never Lie,Immature,44,5,26,1995,1,2GGh5FxKXI7bEJ6rFzsRbG
1345,1860,1994,74,This D.J.,Warren G,69,9,20,1994,1,2ImuQo1g14CTR9hZAZD3aQ
1346,1862,1994,51,Funkdafied,Da Brat,40,6,20,1994,1,29VrHhpC5AS9b7XJYDPhqb
1347,1864,1994,48,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,34,6,28,1994,1,noid
1362,1880,1994,44,Mmm Mmm Mmm Mmm,Crash Test Dummies,38,4,24,1994,1,5dntGTbUtmUO239wQ0k3yM
1363,1881,1994,46,Loser,Beck,37,10,24,1994,1,5PntSbMHC1ud6Vvl8x56qd
1376,1894,1994,58,Gin And Juice,Snoop Doggy Dogg,45,8,20,1994,1,39QBkWKnap8wRSW4WB9OK0
1377,1895,1994,41,Cantaloop (Flip Fantasia),US3,35,9,27,1994,1,2AnTuxahfcAS7dGxGZnihY
1385,1904,1994,78,Getto Jam,Domino,64,7,20,1994,1,2mGxDOaHdBWnJY7V0In8Vx
1386,1905,1994,47,Whoomp! (There It Is),Tag Team,41,2,45,1994,1,3oWXoSkjdbTlQlteizN7Hb
1387,1906,1994,48,Linger,The Cranberries,34,8,24,1994,1,0gEyKnHvgkrkBM6fbeHdwK
1388,1907,1994,35,Shoop,Salt-N-Pepa,32,4,25,1994,1,0Pu71wxadDlB8fJXfjIjeJ
1389,1908,1994,55,Gangsta Lean,DRS,46,4,20,1994,1,4lK208g4CpAn8ZwirAuaiQ
1390,1909,1994,50,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,45,1,22,1994,1,57udlq7E7Fg0NWMkJAexP9
1391,1910,1994,50,Hey Mr. D.J.,Zhane,40,6,24,1994,1,6eB35pgMXdfhz5Z0WjwF1O
1408,1927,1993,49,Runaway Train,Soul Asylum,41,5,26,1993,1,3TW48DvQ7ChwY1Yy1tkMaP
1416,1935,1993,50,Lately,Jodeci,37,4,24,1993,1,5uKeg9x7ykaz7xe13vL1hg
1423,1942,1993,49,I'm Gonna Be (500 Miles),The Proclaimers,42,3,20,1993,1,7Auxc2xfUFCjuk6XjoCdqt
1424,1943,1993,43,Show Me Love,Robin S.,43,5,28,1993,1,44bZbArsAjauOJDbT3mW53
1433,1952,1993,62,Slam,Onyx,60,4,20,1993,1,3CnK206lwL8j2ETlzBC9go
1445,1964,1993,46,Knockin' Da Boots,H-Town,42,3,25,1993,1,6x53SJOV1PAZ8ZUwH4NFXQ
1461,1980,1993,49,Two Princes,Spin Doctors,43,7,29,1993,1,0cuq829zRNq4AEdmDJA4aw
1462,1981,1993,50,Don't Walk Away,Jade,44,4,35,1993,1,7n6Zwr9JmTKQ6XjjYOjdLF
1466,1986,1993,47,Freak Me,Silk,34,1,24,1993,1,0AluA5RNsa4Cx6XRhf2hWZ
1467,1987,1993,38,Ditty,Paperboy,32,10,30,1993,1,7hARdySaXWuTLeqBrYP2xf
1470,1990,1993,52,Informer,Snow,41,1,25,1993,1,2LjiPAQOVazT8sRyXL3XRs
1478,1999,1993,47,7,Prince And The New Power Generation,39,7,23,1993,1,3dPQuX8Gs42Y7b454ybpMR
1479,2000,1993,48,Rump Shaker,Wreckx-N-Effect,45,2,28,1993,1,4dY4JVC0Q9CwpeZ6JAclIc
1490,2011,1993,75,How Do You Talk To An Angel,The Heights,69,1,20,1993,1,2QVHmiFTjFsHyxONRdbkcq
1491,2012,1993,48,Sometimes Love Just Ain't Enough,Patty Smyth,37,2,24,1993,1,3CUV8wsoTTKznGpEovrnZw
1492,2013,1993,47,Jump Around,House Of Pain,38,3,30,1993,1,7L93GESzq43UkKUt5FsOCq
1498,2019,1992,50,Please Don't Go,K.W.S.,50,6,26,1992,1,6DHPLbudo5JXNdUlG7zDcC
1499,2021,1992,61,Stay,Shakespear's Sister,48,4,20,1992,1,6GXgd1BPD9bUpqw5AntGV5
1506,2028,1992,49,Life Is A Highway,Tom Cochrane,46,6,26,1992,1,5gB2IrxOCX2j9bMnHKP38i
1507,2029,1992,44,Achy Breaky Heart,Billy Ray Cyrus,35,4,25,1992,1,2EoIt9vdgFRNW03u5IvFsQ
1508,2030,1992,41,Baby Got Back,Sir Mix-A-Lot,32,1,28,1992,1,1SAkL1mYNJlaqnBQxVZrRl
1509,2031,1992,41,The Best Things In Life Are Free,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,43,10,20,1992,1,6jF3FFsAvliEqH0mWrkOla
1512,2034,1992,46,Jump,Kris Kross,42,1,21,1992,1,7N3PAbqfTjSEU1edb2tY8j
1513,2035,1992,43,Live And Learn,Joe Public,37,4,21,1992,1,1l2B9MSxxP570fk7oRDwNk
1517,2039,1992,47,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,42,6,24,1992,1,18sytW2s53Of6NVudQyUlH
1525,2047,1992,47,Beauty And The Beast,Celine Dion And Peabo Bryson,38,9,20,1992,1,1h9sbBtqXjji9nnBsxaxNR
1526,2048,1992,48,To Be With You,Mr. Big,43,1,24,1992,1,0eifvmNPHWaSh4IKNR4Xva
1534,2056,1992,35,I'm Too Sexy,Right Said Fred,25,1,21,1992,1,3qEODCkVZpKfTqbNsorj8j
1535,2057,1992,50,Finally,CeCe Peniston,50,5,33,1992,1,4HJJh915LuQpMjEO0tFwhx
1538,2060,1992,46,Smells Like Teen Spirit,Nirvana,38,6,20,1992,1,5ghIJDpPoe3CfHMGu71E6T
1551,2075,1992,54,Set The Night To Music,Roberta Flack With Maxi Priest,47,6,20,1992,1,7KliUWt470SHZX8pKl3CT7
1552,2076,1992,60,I Wonder Why,Curtis Stigers,57,9,20,1992,1,3wwo0bJvDSorOpNfzEkfXx
1555,2079,1991,27,Do Anything,Natural Selection,27,2,21,1991,1,4uVjbl6daCwjhDur7qLddu
1562,2086,1991,51,The One And Only,Chesney Hawkes,29,10,20,1991,1,6zOg9gP62RJSsKFeOBAgvH
1566,2091,1991,32,Something To Talk About,Bonnie Raitt,49,5,20,1991,1,19Xbs8nrPaB4XGK5nVBbFC
1569,2094,1991,86,Wind Of Change,Scorpions,67,4,25,1991,1,3ovjw5HZZv43SxTwApooCM
1583,2108,1991,83,3 A.M. Eternal,The KLF,71,5,19,1991,1,5xLYRX8S5vRuwM6TT9iLXw
1590,2116,1991,92,Temptation,Corina,74,6,21,1991,1,3gJDgenxLephg09x86IxPs
1591,2117,1991,82,P.A.S.S.I.O.N.,Rhythm Syndicate,58,2,17,1991,1,1h03RlDAS9H7QWX82HdO9x
1592,2118,1991,91,Place In This World,Michael W. Smith,79,6,21,1991,1,73OX8GdpOeGzKC6OvGSbsv
1593,2119,1991,94,Unbelievable,EMF,81,1,23,1991,1,5VYTKiOnHw4iTrB9pG3yum
1596,2122,1991,97,Gypsy Woman (She's Homeless),Crystal Waters,69,8,16,1991,1,1SShxVVBeZBCY7WddnksPz
1601,2128,1991,91,Silent Lucidity,Queensryche,69,9,17,1991,1,6OSyCAmXT4Gkd3OQ2aPOaF
1602,2129,1991,94,I Touch Myself,Divinyls,70,4,18,1991,1,6oNvmplQGUkmAh441Teows
1608,2135,1991,90,I've Been Thinking About You,Londonbeat,67,1,19,1991,1,0ljyDzqD8DEro3JIrF0Zxb
1613,2140,1991,97,One More Try,Timmy T.,86,1,25,1991,1,5932kbyNt445gDTT2chRUS
1619,2146,1991,97,Rico Suave,Gerardo,75,7,18,1991,1,27yTXIaIJkYtbV4pvbiQWD
1620,2147,1991,93,This House,Tracie Spencer,79,3,23,1991,1,2ye9iWj5V4g6k6HFeTTAKa
1621,2148,1991,100,Get Here,Oleta Adams,84,5,23,1991,1,5xYI4ZcyAHq3ruRnFazHnN
1622,2149,1991,93,Wicked Game,Chris Isaak,73,6,24,1991,1,7w5AOd6HrDIHewHfpABEss
1637,2164,1991,94,High Enough,Damn Yankees,68,3,29,1991,1,7tqhbajSfrz2F7E1Z75ASX
1658,2185,1991,94,Sensitivity,Ralph Tresvant,63,4,20,1991,1,3lRgzwd3g1TewI4zjgbh9V
1659,2186,1991,93,Because I Love You (The Postman Song),Stevie B,83,1,23,1991,1,6GWAYg3cZzizs3FAJzdydD
1666,2194,1991,100,Groove Is In The Heart,Deee-Lite,85,4,23,1991,1,2He3NOyqtLNE3RQPpeDdSb
1667,2195,1991,94,More Than Words Can Say,Alias,77,2,23,1991,1,1EB3Z38oKDKVp4K2yEO2dl
1668,2196,1991,99,Knockin' Boots,Candyman,90,9,23,1991,1,2opQESZb7JsRKCvWMBPeuv
1669,2197,1991,99,I Don't Have The Heart,James Ingram,91,1,26,1991,1,5In7xBveNACCRX2uWNoPuW
1670,2198,1991,95,Close To You,Maxi Priest,77,1,30,1991,1,06Qo2fYR2KS1F7bL338iVT
1695,2225,1990,91,Epic,Faith No More,81,9,21,1990,1,4ReyTz0y3TGkX48wO3Llot
1696,2226,1990,91,If Wishes Came True,Sweet Sensation,80,1,20,1990,1,5gAdATsfINRIljv4LbrKX2
1711,2241,1990,81,Jerk Out,The Time,56,9,15,1990,1,5XMjXjwCkJVmk0AHm7z8IV
1712,2242,1990,96,Enjoy The Silence,Depeche Mode,89,8,24,1990,1,4wGSg2Qqpt2sGCWuAZj6EN
1713,2243,1990,94,Girls Nite Out,Tyler Collins,79,6,21,1990,1,3gdRAqIYW6WxHZw7YzfeT0
1721,2252,1990,91,Sending All My Love,Linear,73,5,27,1990,1,6zNPPFFrxmhpTQejOn1Wm1
1731,2262,1990,97,Nothing Compares 2 U,Sinead O'Connor,72,1,21,1990,1,5GHY1DFWKz3Prg2V0Iodqo
1732,2263,1990,97,Ooh La La (I Can't Get Over You),Perfect Gentlemen,89,10,16,1990,1,2obTnCmXErghJPwnXFw4tV
1733,2264,1990,100,I Wanna Be Rich,Calloway,80,2,23,1990,1,5bqNu0YfNOZpgl34bcJiFQ
1734,2265,1990,94,This Old Heart Of Mine,Rod Stewart With Ronald Isley,74,10,16,1990,1,5c33j1xFVOL4G24zxYhssB
1735,2266,1990,89,Don't Wanna Fall In Love,Jane Child,76,2,21,1990,1,5jgSrGvhtJ2aaLoYXGmwOC
1736,2267,1990,98,All Around The World,Lisa Stansfield,78,3,22,1990,1,1D2Aldrksl9yWWCIPOeDzy
1739,2270,1990,90,Black Velvet,Alannah Myles,71,1,24,1990,1,1KU5EHSz04JhGg3rReGJ0N
1740,2271,1990,94,Just A Friend,Biz Markie,81,9,22,1990,1,2x7MyWybabEz6Y6wvHuwGE
1742,2273,1990,91,Get Up! (Before The Night Is Over),Technotronic,86,7,20,1990,1,2MOOJh1xUgND4rLjB6h4jY
1744,2275,1990,100,No More Lies,Michel'le,83,7,29,1990,1,62tGzw9OJOwDcjPBnMPCuj
1747,2278,1990,95,Opposites Attract,Paula Abdul (Duet With The Wild Pair),92,1,23,1990,1,7z38bideBRvGAgjXe2SECm
1753,2284,1990,90,Bust A Move,Young M.C.,78,7,39,1990,1,3IeCYkdKI55mNMl2o4vX0k
1754,2285,1990,100,Two To Make It Right,Seduction,85,2,23,1990,1,6GS6uE1vDmtzxO8GztAR2O
1782,2313,1990,97,Back To Life,Soul II Soul,87,4,28,1990,1,7vvRkLPIvfjjmCIqNxBuEZ
1783,2315,1990,98,Free Fallin',Tom Petty,93,7,21,1990,1,5tVA6TkbaAH9QMITTQRrNv
