,date,song,artist,peak-rank,weeks-on-board,release_year,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_m
334,1991,Silent Lucidity,Queensryche,9,17,1991,6OSyCAmXT4Gkd3OQ2aPOaF,0.462,0.628,G,-5.659,1,0.0274,0.0534,0.00025,0.12,0.0981,140.049,6OSyCAmXT4Gkd3OQ2aPOaF,5.8
335,1991,I Touch Myself,Divinyls,4,18,1991,6oNvmplQGUkmAh441Teows,0.66,0.711,F,-10.211,1,0.0334,0.181,7.47E-06,0.0647,0.726,109.328,6oNvmplQGUkmAh441Teows,3.79
336,1991,I've Been Thinking About You,Londonbeat,1,19,1991,0ljyDzqD8DEro3JIrF0Zxb,0.689,0.711,A#,-6.344,0,0.0375,0.0263,0.00764,0.0368,0.632,113.657,0ljyDzqD8DEro3JIrF0Zxb,3.15
337,1991,One More Try,Timmy T.,1,25,1991,5932kbyNt445gDTT2chRUS,0.551,0.291,F,-12.544,1,0.0283,0.434,3.78E-05,0.11,0.0823,119.005,5932kbyNt445gDTT2chRUS,5.84
338,1991,Close To You,Maxi Priest,1,30,1991,06Qo2fYR2KS1F7bL338iVT,0.781,0.655,D,-7.073,0,0.0457,0.114,0.00249,0.103,0.493,113.031,06Qo2fYR2KS1F7bL338iVT,2.85
339,1991,Rico Suave,Gerardo,7,18,1991,27yTXIaIJkYtbV4pvbiQWD,0.79,0.54,F#,-9.885,1,0.157,0.0463,2.73E-05,0.12,0.66,100.014,27yTXIaIJkYtbV4pvbiQWD,2.62
340,1991,This House,Tracie Spencer,3,23,1991,2ye9iWj5V4g6k6HFeTTAKa,0.466,0.403,E,-10.441,0,0.0502,0.59,9.51E-05,0.1,0.0967,75.033,2ye9iWj5V4g6k6HFeTTAKa,4.15
341,1991,Get Here,Oleta Adams,5,23,1991,5xYI4ZcyAHq3ruRnFazHnN,0.559,0.815,E,-4.671,1,0.0316,0.00713,0,0.139,0.622,134.052,5xYI4ZcyAHq3ruRnFazHnN,3.37
342,1991,Wicked Game,Chris Isaak,6,24,1991,7w5AOd6HrDIHewHfpABEss,0.663,0.296,A,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,7w5AOd6HrDIHewHfpABEss,4.82
343,1991,High Enough,Damn Yankees,3,29,1991,7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,G,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,7tqhbajSfrz2F7E1Z75ASX,2.53
344,1991,Sensitivity,Ralph Tresvant,4,20,1991,3lRgzwd3g1TewI4zjgbh9V,0.683,0.661,C#,-12.823,1,0.0459,0.137,0.557,0.0772,0.707,96.956,3lRgzwd3g1TewI4zjgbh9V,4.69
345,1991,Because I Love You (The Postman Song),Stevie B,1,23,1991,6GWAYg3cZzizs3FAJzdydD,0.22,0.339,C#,-8.082,1,0.037,0.812,0,0.139,0.0887,61.764,6GWAYg3cZzizs3FAJzdydD,5.11
346,1991,Groove Is In The Heart,Deee-Lite,4,23,1991,2He3NOyqtLNE3RQPpeDdSb,0.694,0.881,C#,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,2He3NOyqtLNE3RQPpeDdSb,3.86
347,1991,More Than Words Can Say,Alias,2,23,1991,1EB3Z38oKDKVp4K2yEO2dl,0.412,0.376,E,-11.789,1,0.0289,0.609,0.00223,0.11,0.153,69.064,1EB3Z38oKDKVp4K2yEO2dl,3.9
348,1991,Knockin' Boots,Candyman,9,23,1991,2opQESZb7JsRKCvWMBPeuv,0.728,0.682,D,-3.749,1,0.218,0.127,0,0.337,0.643,131.901,2opQESZb7JsRKCvWMBPeuv,3.33
349,1991,I Don't Have The Heart,James Ingram,1,26,1991,5In7xBveNACCRX2uWNoPuW,0.487,0.423,D,-8.181,1,0.0243,0.658,0,0.109,0.334,88.883,5In7xBveNACCRX2uWNoPuW,4.23
350,1991,Do Anything,Natural Selection,2,21,1991,4uVjbl6daCwjhDur7qLddu,0.395,0.917,G#,-6.86,1,0.133,0.00143,0,0.261,0.563,169.088,4uVjbl6daCwjhDur7qLddu,3.29
351,1990,Back To Life,Soul II Soul,4,28,1990,7vvRkLPIvfjjmCIqNxBuEZ,0.817,0.484,G,-11.659,1,0.143,0.0515,0.000213,0.0391,0.671,100.978,7vvRkLPIvfjjmCIqNxBuEZ,3.8
352,1990,Free Fallin',Tom Petty,7,21,1990,5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,F,-13.333,1,0.0253,0.212,0,0.0613,0.572,84.383,5tVA6TkbaAH9QMITTQRrNv,4.27
353,1990,This Old Heart Of Mine,Rod Stewart With Ronald Isley,10,16,1990,5c33j1xFVOL4G24zxYhssB,0.632,0.59,F,-10.206,1,0.0305,0.346,0,0.24,0.953,130.287,5c33j1xFVOL4G24zxYhssB,2.88
354,1990,Epic,Faith No More,9,21,1990,4ReyTz0y3TGkX48wO3Llot,0.358,0.893,E,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,4ReyTz0y3TGkX48wO3Llot,4.89
355,1990,If Wishes Came True,Sweet Sensation,1,20,1990,5gAdATsfINRIljv4LbrKX2,0.493,0.453,D#,-10.878,1,0.0248,0.0944,0.00467,0.1,0.188,143.725,5gAdATsfINRIljv4LbrKX2,5.25
356,1990,Jerk Out,The Time,9,15,1990,5XMjXjwCkJVmk0AHm7z8IV,0.58,0.981,G#,-2.603,0,0.06,0.0171,1.07E-05,0.386,0.861,134.007,5XMjXjwCkJVmk0AHm7z8IV,3.26
357,1990,Enjoy The Silence,Depeche Mode,8,24,1990,4wGSg2Qqpt2sGCWuAZj6EN,0.626,0.667,C,-11.817,0,0.0283,0.209,0.000257,0.0779,0.83,112.776,4wGSg2Qqpt2sGCWuAZj6EN,4.29
358,1990,Girls Nite Out,Tyler Collins,6,21,1990,3gdRAqIYW6WxHZw7YzfeT0,0.805,0.19,C#,-19.27,1,0.0457,0.22,0.942,0.0852,0.76,79.987,3gdRAqIYW6WxHZw7YzfeT0,5.16
359,1990,Two To Make It Right,Seduction,2,23,1990,6GS6uE1vDmtzxO8GztAR2O,0.772,0.598,G,-10.857,0,0.0429,0.204,0.00345,0.513,0.717,114.419,6GS6uE1vDmtzxO8GztAR2O,4.7
360,1990,Nothing Compares 2 U,Sinead O'Connor,1,21,1990,5GHY1DFWKz3Prg2V0Iodqo,0.512,0.574,F,-7.016,1,0.0273,0.0425,2.31E-05,0.105,0.161,119.917,5GHY1DFWKz3Prg2V0Iodqo,4.67
361,1990,Ooh La La (I Can't Get Over You),Perfect Gentlemen,10,16,1990,2obTnCmXErghJPwnXFw4tV,0.645,0.328,G,-11.329,0,0.0275,0.481,0,0.0812,0.296,136.433,2obTnCmXErghJPwnXFw4tV,4.77
362,1990,I Wanna Be Rich,Calloway,2,23,1990,5bqNu0YfNOZpgl34bcJiFQ,0.733,0.781,C,-10.265,1,0.0857,0.0352,0.00793,0.147,0.869,114.181,5bqNu0YfNOZpgl34bcJiFQ,5.07
363,1990,Sending All My Love,Linear,5,27,1990,6zNPPFFrxmhpTQejOn1Wm1,0.703,0.517,G,-13.644,1,0.0529,0.000407,0.0969,0.0963,0.768,104.833,6zNPPFFrxmhpTQejOn1Wm1,3.9
364,1990,Don't Wanna Fall In Love,Jane Child,2,21,1990,5jgSrGvhtJ2aaLoYXGmwOC,0.685,0.532,G,-6.966,1,0.041,0.133,0,0.0686,0.223,109.062,5jgSrGvhtJ2aaLoYXGmwOC,3.27
365,1990,All Around The World,Lisa Stansfield,3,22,1990,1D2Aldrksl9yWWCIPOeDzy,0.733,0.859,A,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,1D2Aldrksl9yWWCIPOeDzy,2.46
366,1990,Black Velvet,Alannah Myles,1,24,1990,1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,G#,-10.07,1,0.0312,0.273,9.04E-05,0.106,0.469,91.147,1KU5EHSz04JhGg3rReGJ0N,4.79
367,1990,Just A Friend,Biz Markie,9,22,1990,2x7MyWybabEz6Y6wvHuwGE,0.822,0.739,C#,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,2x7MyWybabEz6Y6wvHuwGE,4.03
368,1990,Get Up! (Before The Night Is Over),Technotronic,7,20,1990,2MOOJh1xUgND4rLjB6h4jY,0.79,0.727,F#,-11.84,0,0.105,0.00418,0.000162,0.0628,0.67,123.958,2MOOJh1xUgND4rLjB6h4jY,5.62
369,1990,No More Lies,Michel'le,7,29,1990,62tGzw9OJOwDcjPBnMPCuj,0.602,0.835,A#,-4.573,0,0.0413,0.0921,6.43E-05,0.138,0.496,97.992,62tGzw9OJOwDcjPBnMPCuj,5.45
370,1990,Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,23,1990,7z38bideBRvGAgjXe2SECm,0.783,0.842,C#,-8.838,1,0.054,0.0337,2.57E-06,0.0519,0.933,117.79,7z38bideBRvGAgjXe2SECm,4.42
371,1990,Bust A Move,Young M.C.,7,39,1990,3IeCYkdKI55mNMl2o4vX0k,0.946,0.772,E,-7.537,0,0.121,0.0512,2.26E-06,0.0612,0.743,116.972,3IeCYkdKI55mNMl2o4vX0k,4.4
372,1989,Second Chance,Thirty Eight Special,6,21,1989,0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,C,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,0CwYG1UnRmOx8Q1EzElCIL,3.7
373,1989,I Remember Holding You,Boys Club,8,21,1989,1vg9QIylIW01JyfvDtfd4H,0.609,0.843,D,-7.973,0,0.0447,0.307,0.000598,0.0517,0.762,92.48,1vg9QIylIW01JyfvDtfd4H,4.88
374,1989,When I'm With You,Sheriff,1,28,1989,6yJmxPGazR55GAQdyHPf6q,0.307,0.623,F,-5.612,1,0.0287,0.00015,0,0.0913,0.346,168.904,6yJmxPGazR55GAQdyHPf6q,2.9
375,1989,Walk The Dinosaur,Was (Not Was),7,16,1989,3sF4ayG84hfGW9TbxU0jc7,0.813,0.776,B,-6.694,0,0.0332,0.00847,0.00717,0.1,0.316,116.965,3sF4ayG84hfGW9TbxU0jc7,2.99
376,1989,Heaven Help Me,Deon Estus With George Michael,5,16,1989,2fV1D2YYFYreZXNDhqxk4D,0.513,0.627,D#,-7.455,1,0.0429,0.64,2.79E-06,0.165,0.109,143.988,2fV1D2YYFYreZXNDhqxk4D,3.37
377,1989,So Alive,Love And Rockets,3,20,1989,3NU9STY416ZioZ9YeTueBA,0.593,0.584,C#,-7.33,1,0.0455,0.346,0,0.183,0.135,160.029,3NU9STY416ZioZ9YeTueBA,2.2
378,1989,Cry,Waterfront,10,17,1989,3p4hRhMcb6ch8OLtATMaLw,0.406,0.399,G,-10.449,1,0.0278,0.756,0.678,0.112,0.163,142.83,3p4hRhMcb6ch8OLtATMaLw,4.28
379,1989,Where Are You Now?,Jimmy Harnen With Synch,10,36,1989,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,F#,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z,2.47
380,1989,Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),8,25,1989,43thLwzSasUUZEYjYPeJh3,0.476,0.331,F,-14.884,1,0.0305,0.31,2.82E-06,0.172,0.24,130.574,43thLwzSasUUZEYjYPeJh3,4.72
381,1989,Once Bitten Twice Shy,Great White,5,26,1989,07nxmAxwhY51juyImllKD2,0.722,0.54,C,-14.025,1,0.0303,0.028,0.00319,0.133,0.608,131.676,07nxmAxwhY51juyImllKD2,5.38
382,1989,Waiting For A Star To Fall,Boy Meets Girl,5,25,1989,09huOVRryZNV2deKFZLJDC,0.662,0.844,D#,-6.034,1,0.027,0.145,0.00011,0.137,0.592,116.346,09huOVRryZNV2deKFZLJDC,4.51
383,1989,Love Song,The Cure,2,17,1989,3DZQ6mzUkAdHqZWzqxBKIK,0.71,0.598,F,-7.598,0,0.0319,0.508,0,0.0971,0.501,119.981,3DZQ6mzUkAdHqZWzqxBKIK,4.27
384,1989,Angel Eyes,The Jeff Healey Band,5,22,1989,63w0QA1wiV7QhF9jeiHETF,0.656,0.696,G#,-5.917,1,0.0261,0.0134,0,0.0753,0.966,108.015,63w0QA1wiV7QhF9jeiHETF,3.11
385,1988,I Want To Be Your Man,Roger,3,21,1988,7lJgjvQRJEXcdu19n3Zn5T,0.408,0.513,G#,-12.146,1,0.0762,0.0468,0,0.112,0.426,81.925,7lJgjvQRJEXcdu19n3Zn5T,4.19
386,1988,Just Got Paid,Johnny Kemp,10,21,1988,7bNFkCSO1ofu3uzr6voY7T,0.567,0.687,A,-10.536,1,0.0435,0.29,0.426,0.121,0.625,99.93,7bNFkCSO1ofu3uzr6voY7T,4.46
387,1988,Do You Love Me,The Contours,3,34,1988,3zHq9ouUJQFQRf3cm1rRLu,0.262,0.606,G#,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,3zHq9ouUJQFQRf3cm1rRLu,4.21
388,1988,Rush Hour,Jane Wiedlin,9,19,1988,09VACB0akCnPueTFnjN5Pn,0.602,0.472,F#,-5.375,0,0.265,0.262,0,0.172,0.304,163.817,09VACB0akCnPueTFnjN5Pn,3.36
389,1988,Nite And Day,Al B. Sure!,7,21,1988,5wfllwdjglyQislkskYLBv,0.881,0.441,B,-6.278,0,0.0646,0.48,9.08E-06,0.119,0.804,138.014,5wfllwdjglyQislkskYLBv,3.69
390,1988,Shattered Dreams,Johnny Hates Jazz,2,19,1988,2LQb3iYBzoxbxct2IexjBc,0.377,0.506,B,-4.773,0,0.157,0.00889,1.15E-06,0.482,0.787,145.254,2LQb3iYBzoxbxct2IexjBc,2.35
391,1988,Two Occasions,The Deele,10,21,1988,0mt80ksFAwPHXyAlArU5Yc,0.543,0.667,A,-9.546,0,0.0716,0.0259,3.96E-05,0.299,0.559,169.633,0mt80ksFAwPHXyAlArU5Yc,4.31
392,1988,Electric Blue,Icehouse,7,21,1988,5aWvinQcbc1W1WdP0GQ6J1,0.688,0.909,A#,-4.756,1,0.0354,0.0608,1.97E-06,0.1,0.641,109.673,5aWvinQcbc1W1WdP0GQ6J1,4.39
393,1988,Don't Shed A Tear,Paul Carrack,9,24,1988,1gBjc1SWw7RDcPJvY9NOcO,0.768,0.206,G#,-15.524,1,0.0971,0.843,0.000649,0.138,0.419,123.007,1gBjc1SWw7RDcPJvY9NOcO,0.73
394,1988,Breakout,Swing Out Sister,6,23,1988,2kh0u2d2YKQ7BCqeLPdHk6,0.421,0.938,B,-4.212,0,0.0522,5.18E-05,0.00291,0.124,0.427,156.794,2kh0u2d2YKQ7BCqeLPdHk6,3.35
395,1987,Keep Your Hands To Yourself,The Georgia Satellites,2,20,1987,5tORtBzHUAnNrIw5Ql3kHZ,0.577,0.807,D,-9.281,1,0.0449,0.00233,0.000257,0.0755,0.891,114.921,5tORtBzHUAnNrIw5Ql3kHZ,3.42
396,1987,Right On Track,The Breakfast Club,7,19,1987,3UiuKZWtgXjeAfnfGqIeu0,0.763,0.824,C#,-10.054,0,0.033,0.0613,4.45E-05,0.0226,0.947,116.975,3UiuKZWtgXjeAfnfGqIeu0,4.28
397,1987,Lean On Me,Club Nouveau,1,17,1987,3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,C,-13.843,1,0.0672,0.782,1.19E-05,0.124,0.426,75.143,3M8FzayQWtkvOhqMn2V4T2,4.31
398,1987,Respect Yourself,Bruce Willis,5,14,1987,4lzTyLYXb3ED01TSLCJ1Hz,0.828,0.669,F#,-8.637,0,0.0254,0.16,0.00333,0.0756,0.926,109.964,4lzTyLYXb3ED01TSLCJ1Hz,3.53
399,1987,(You Gotta) Fight For Your Right (To Party!),Beastie Boys,7,18,1987,2QvIOJ4EIz4MIwWRpKG4mi,0.691,0.838,G#,-5.321,1,0.0316,0.0447,0.000215,0.112,0.716,133.507,2QvIOJ4EIz4MIwWRpKG4mi,3.51
400,1987,The Rain,Oran 'Juice' Jones,9,19,1987,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,C,-7.028,1,0.0277,0.0664,2.28E-05,0.133,0.774,116.109,2LawezPeJhN4AWuSB0GtAU,2.67
401,1987,Shake You Down,Gregory Abbott,1,22,1987,1Hb1IJ9bBCa6wo3fRtexnJ,0.457,0.613,A,-5.756,1,0.0295,0.00463,0.000406,0.0711,0.132,105.111,1Hb1IJ9bBCa6wo3fRtexnJ,3.52
402,1987,The Next Time I Fall,Peter Cetera With Amy Grant,1,21,1987,7zSDDsIlks515d0tZGM64x,0.645,0.431,G#,-10.178,1,0.0272,0.438,0.000634,0.0709,0.336,118.223,7zSDDsIlks515d0tZGM64x,3.77
403,1987,Word Up,Cameo,6,21,1987,1pHPpLVH2XEN0xYRoQs4wq,0.577,0.94,F#,-4.439,0,0.0361,2.42E-05,0.0715,0.347,0.818,116.045,1pHPpLVH2XEN0xYRoQs4wq,2.88
404,1987,You Keep Me Hangin' On,Kim Wilde,1,21,1987,4a01ClusxuZiloOK5UgLUn,0.682,0.612,G#,-7.004,0,0.0381,0.284,0,0.0783,0.845,127.647,4a01ClusxuZiloOK5UgLUn,2.72
405,1987,The Lady In Red,Chris de Burgh,3,26,1987,1GeNWyZtCHbcp3ZWp8GTOO,0.548,0.294,A#,-17.112,1,0.0333,0.332,3.34E-06,0.0392,0.491,76.698,1GeNWyZtCHbcp3ZWp8GTOO,4.27
406,1987,Funkytown,Pseudo Echo,6,15,1987,5Q6GRDSFdRwE7H37dQop9u,0.915,0.591,C,-8.865,1,0.0597,0.000468,0.833,0.0938,0.315,122.664,5Q6GRDSFdRwE7H37dQop9u,3.91
407,1987,Funkytown,Pseudo Echo,6,15,1987,5Q6GRDSFdRwE7H37dQop9u,0.915,0.591,C,-8.865,1,0.0597,0.000468,0.833,0.0938,0.315,122.664,5Q6GRDSFdRwE7H37dQop9u,3.91
408,1987,Don't Disturb This Groove,The System,4,21,1987,6DjkLcOUtKhPfizM0YTAyR,0.558,0.958,B,-3.218,0,0.0652,0.12,6.37E-05,0.284,0.595,157.968,6DjkLcOUtKhPfizM0YTAyR,6.01
409,1987,Luka,Suzanne Vega,3,19,1987,6SyxWg5jvCZe5brD3dNL1q,0.739,0.789,C#,-5.772,1,0.233,0.0215,0,0.397,0.597,157.044,6SyxWg5jvCZe5brD3dNL1q,2.27
410,1987,Heart And Soul,T'Pau,4,27,1987,0PFgeiQORt3eqq5OX7BxCc,0.578,0.572,G#,-8.378,1,0.0971,0.767,0,0.111,0.326,151.384,0PFgeiQORt3eqq5OX7BxCc,3.83
411,1987,Touch Of Grey,Grateful Dead,9,15,1987,0mJQlCl9YgxW7kyeltNiVk,0.612,0.696,B,-11.34,1,0.0353,0.0785,9.40E-06,0.14,0.849,159.829,0mJQlCl9YgxW7kyeltNiVk,5.85
412,1987,I Just Can't Stop Loving You,Michael Jackson With Siedah Garrett,1,14,1987,2fytePz8UsbUr8n33QBEcm,0.657,0.467,F,-8.925,1,0.0341,0.667,1.92E-06,0.0295,0.276,100.139,2fytePz8UsbUr8n33QBEcm,4.2
413,1987,Rock Steady,The Whispers,7,23,1987,1YCsTFttuHAzgfEWKdOb9K,0.927,0.832,A#,-7.665,0,0.0604,0.0139,2.60E-06,0.0394,0.958,115.384,1YCsTFttuHAzgfEWKdOb9K,5.13
414,1987,La Bamba,Los Lobos,1,21,1987,2aEeghgUcnu75tzcolFMfs,0.516,0.809,C,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,2aEeghgUcnu75tzcolFMfs,2.12
415,1987,Casanova,Levert,5,18,1987,6OqdF0vHI9xkqswI7EK0cD,0.597,0.82,F,-2.529,1,0.0582,0.0328,0,0.119,0.576,119.969,6OqdF0vHI9xkqswI7EK0cD,3.95
416,1986,Party All The Time,Eddie Murphy,2,22,1986,6N5DRCQUSXT1qQqmqsO92B,0.699,0.692,B,-13.045,1,0.0456,0.00979,0.000326,0.0427,0.677,135.03,6N5DRCQUSXT1qQqmqsO92B,4.22
417,1986,Tender Love,Force M.D.'s,10,19,1986,6D527hFJzl1vWSzosEbyQk,0.34,0.336,G#,-7.289,1,0.0289,0.769,7.82E-05,0.126,0.0925,142.676,6D527hFJzl1vWSzosEbyQk,3.9
418,1986,Rock Me Amadeus,Falco,1,17,1986,0DfG1ltJnZyq4Tx3ZLL7ZU,0.61,0.817,E,-9.45,0,0.133,0.296,0.00336,0.0884,0.89,176.735,0DfG1ltJnZyq4Tx3ZLL7ZU,3.37
419,1986,Life In A Northern Town,The Dream Academy,7,21,1986,4m3OS54KWywYhP7WD7z1cg,0.563,0.476,E,-13.342,1,0.0329,0.265,0,0.494,0.432,121.67,4m3OS54KWywYhP7WD7z1cg,4.32
420,1986,I Miss You,Klymaxx,5,29,1986,1oTo3ijRbaDAtrjJrGAPSw,0.664,0.781,B,-6.547,1,0.0339,0.00103,5.33E-06,0.0867,0.593,110,1oTo3ijRbaDAtrjJrGAPSw,3.79
421,1986,Take On Me,a-ha,1,27,1986,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,F#,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,3.75
422,1986,Separate Lives,Phil Collins and Marilyn Martin,1,21,1986,6DEFVerhYVJ6ZkPJiPl5Sm,0.32,0.308,E,-9.118,1,0.0318,0.237,0,0.319,0.193,93.173,6DEFVerhYVJ6ZkPJiPl5Sm,4.15
423,1986,Election Day,Arcadia,6,16,1986,4u2TjVvixbPrcMZntDIQE6,0.601,0.174,G#,-17.695,0,0.0399,0.974,0.736,0.111,0.454,103.814,4u2TjVvixbPrcMZntDIQE6,2.4
424,1986,Miami Vice Theme,Jan Hammer,1,22,1986,1biP5gM7Le8S3E7GJEKgXC,0.571,0.924,G,-9.887,1,0.0385,0.547,0.896,0.432,0.854,115.431,1biP5gM7Le8S3E7GJEKgXC,2.46
425,1986,Your Love,The Outfield,6,22,1986,2e3Ea0o24lReQFR4FA7yXH,0.677,0.638,G#,-8.631,1,0.333,0.589,0,0.193,0.435,82.81,2e3Ea0o24lReQFR4FA7yXH,3.52
426,1986,Let's Go All The Way,Sly Fox,7,25,1986,6eLDMmVI7HF7W56cOrJj00,0.633,0.714,F,-13.574,1,0.0325,0.193,0.000307,0.296,0.865,98.149,6eLDMmVI7HF7W56cOrJj00,3.99
427,1986,If You Leave,Orchestral Manoeuvres In The Dark,4,20,1986,0KMGxYKeUzK9wc5DZCt3HT,0.434,0.563,B,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,0KMGxYKeUzK9wc5DZCt3HT,3.92
428,1986,Something About You,Level 42,7,27,1986,6RiiSy9GzSwiyDEJDiMuKe,0.648,0.781,A,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,6RiiSy9GzSwiyDEJDiMuKe,2.56
429,1986,Tuff Enuff,The Fabulous Thunderbirds,10,19,1986,5A6NxpltFMv6jCsuA1qRHQ,0.58,0.663,F#,-11.48,0,0.0385,0.0735,0.00211,0.645,0.718,116.305,5A6NxpltFMv6jCsuA1qRHQ,3.37
430,1986,We Don't Have To Take Our Clothes Off,Jermaine Stewart,5,22,1986,48wSJ6NhMFYYB6LjdnPNjM,0.572,0.231,C,-6.316,0,0.0334,0.953,3.88E-06,0.111,0.332,96.729,48wSJ6NhMFYYB6LjdnPNjM,3.85
431,1986,Rumors,Timex Social Club,8,19,1986,0P2P1AxcRYhiZvoF5MyRmM,0.688,0.842,D,-4.211,1,0.264,0.0499,0,0.241,0.416,159.897,0P2P1AxcRYhiZvoF5MyRmM,3.1
432,1986,Baby Love,Regina,10,20,1986,46pF1zFimM582ss1PrMy68,0.325,0.759,G#,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,46pF1zFimM582ss1PrMy68,2.77
433,1986,Dreamtime,Daryl Hall,5,15,1986,75aq1o4kjHR4OE9FVvnKji,0.443,0.00333,B,-37.155,0,0.0468,0.988,0.91,0.209,0.327,139.707,75aq1o4kjHR4OE9FVvnKji,1.99
434,1986,Walk This Way,Run-D.M.C.,4,16,1986,4JfuiOWlWCkjP6OKurHjSn,0.653,0.73,F,-10.613,1,0.0429,0.0115,1.02E-05,0.0776,0.894,108.709,4JfuiOWlWCkjP6OKurHjSn,3.67
435,1986,Heartbeat,Don Johnson,5,15,1986,0zo4aX57COch7Wh3NRImTM,0.8,0.545,C#,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,0zo4aX57COch7Wh3NRImTM,4.5
436,1986,Two Of Hearts,Stacey Q,3,22,1986,2dURQIBrw3XcHyVZlfdpC1,0.824,0.506,F,-7.12,0,0.0291,0.124,0,0.113,0.654,130.717,2dURQIBrw3XcHyVZlfdpC1,3.99
437,1986,I Can't Wait,Nu Shooz,3,23,1986,0qxtQ8rf3W1nId3D2r0xH4,0.689,0.533,F#,-14.205,1,0.0544,0.321,7.37E-05,0.0958,0.898,98.801,0qxtQ8rf3W1nId3D2r0xH4,2.85
438,1985,In My House,Mary Jane Girls,7,22,1985,2xQtvPCGfZWXccWCp9LYK4,0.714,0.61,G,-6.27,1,0.0307,0.0461,0,0.162,0.421,128.03,2xQtvPCGfZWXccWCp9LYK4,3.51
439,1985,Relax,Frankie Goes To Hollywood,10,23,1985,1gwLjpvAbu6IVmVdAfPJ0G,0.165,0.266,G#,-38.151,1,0.135,0.815,0.901,0.0992,0.0267,76.211,1gwLjpvAbu6IVmVdAfPJ0G,2.99
440,1985,I Feel For You,Chaka Khan,3,26,1985,5yR9u8QiOt8hJaddv32oo7,0.698,0.912,B,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917,5yR9u8QiOt8hJaddv32oo7,5.72
441,1985,St. Elmo's Fire (Man In Motion),John Parr,1,22,1985,1A2PWRltFrX8iB8IP3CUgo,0.612,0.6,A,-10.945,1,0.0327,0.15,3.04E-06,0.222,0.471,111.203,1A2PWRltFrX8iB8IP3CUgo,4.2
442,1985,The Old Man Down The Road,John Fogerty,10,18,1985,2Qh1VTOuNG3K9ORtkfYg02,0.768,0.81,A,-5.816,1,0.0289,0.0274,0.000611,0.0584,0.737,133.836,2Qh1VTOuNG3K9ORtkfYg02,3.57
443,1985,Easy Lover,Philip Bailey With Phil Collins,2,23,1985,5LYJ631w9ps5h9tdvac7yP,0.74,0.923,C#,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,5LYJ631w9ps5h9tdvac7yP,5.1
444,1985,Desert Moon,Dennis DeYoung,10,22,1985,0eLVt8CGVdNnyMcfP38kDi,0.56,0.282,C,-13.241,1,0.0287,0.868,0.529,0.11,0.158,112.009,0eLVt8CGVdNnyMcfP38kDi,3.74
445,1985,Lover Girl,Teena Marie,4,24,1985,6dBUzqjtbnIa1TwYbyw5CM,0.559,0.871,F,-5.338,0,0.0397,7.53E-06,0.00545,0.096,0.572,104.97,6dBUzqjtbnIa1TwYbyw5CM,3.57
446,1985,One Night In Bangkok,Murray Head,3,20,1985,6erBowZaW6Ur3vNOWhS2zM,0.892,0.578,A#,-5.025,1,0.15,0.112,0.000315,0.0897,0.621,108.703,6erBowZaW6Ur3vNOWhS2zM,3.93
447,1985,We Are The World,USA For Africa,1,18,1985,7ccI9cStQbQdystvc6TvxD,0.268,0.459,G,-6.948,0,0.0346,0.378,0,0.119,0.172,64.223,7ccI9cStQbQdystvc6TvxD,2.99
448,1985,Axel F,Harold Faltermeyer,3,19,1985,0Bo5fjMtTfCD8vHGebivqc,0.86,0.907,D,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,0Bo5fjMtTfCD8vHGebivqc,2.81
