,date,song,artist,peak-rank,weeks-on-board,release_year,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_m
19,2017,Bad Things,Machine Gun Kelly x Camila Cabello,4,23,2017,1PSBzsahR2AKwLJgx8ehBj,0.697,0.691,D,-4.757,1,0.146,0.214,0,0.185,0.305,137.853,1PSBzsahR2AKwLJgx8ehBj,3.99
20,2016,"Me, Myself & I",G-Eazy x Bebe Rexha,7,37,2016,40YcuQysJ0KlGQTeGUosTC,0.756,0.674,C,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,40YcuQysJ0KlGQTeGUosTC,4.19
21,2016,Trap Queen,Fetty Wap,2,52,2016,2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,G,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,2d8JP84HNLKhmd6IYOoupQ,3.7
22,2016,Watch Me,Silento,3,51,2016,7eB1V5LvAdxCc7brfGhRRo,0.441,0.599,C,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212,7eB1V5LvAdxCc7brfGhRRo,2.96
23,2016,Ex's & Oh's,Elle King,10,38,2016,70eDxAyAraNTiD6lx2ZEnH,0.612,0.921,G,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988,70eDxAyAraNTiD6lx2ZEnH,3.37
24,2016,Cheerleader,OMI,1,35,2016,023OVLNzXhX0j7CxswUt6D,0.78,0.68,E,-6.081,1,0.0305,0.141,1.20E-05,0.138,0.594,118.026,023OVLNzXhX0j7CxswUt6D,3.01
25,2016,Pillowtalk,Zayn,1,24,2016,0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,B,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,0PDUDa38GO8lMxLCRc4lL1,3.38
26,2016,Don't Mind,Kent Jones,8,20,2016,2RRRLgo66ueTHX0rn9G4Sn,0.889,0.498,C,-7.072,1,0.0333,0.272,0.196,0.142,0.676,99.932,2RRRLgo66ueTHX0rn9G4Sn,2.73
27,2016,7 Years,Lukas Graham,2,36,2016,5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,A#,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,5kqIPrATaCc2LqxVWzQGbk,3.96
28,2016,Panda,Desiigner,1,40,2016,5YEOzOojehCqxGQCcQiyR4,0.576,0.766,A#,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,5YEOzOojehCqxGQCcQiyR4,4.11
29,2016,Cake By The Ocean,DNCE,9,46,2016,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,E,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,3.65
30,2015,Chandelier,Sia,8,46,2015,2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,C#,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,2s1sdSqGcKxpPr5lCl7jAV,3.6
31,2015,Hot Boy,Bobby Shmurda,6,25,2015,1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,G,-3.956,1,0.0418,7.95E-05,0,0.0688,0.861,132.032,1y4eb6hmAvsqlDOl3fx9kk,3.67
32,2015,Rude,MAGIC!,1,41,2015,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,C#,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,6RtPijgfPKROxEzTHNRiDp,3.75
33,2015,Habits (Stay High),Tove Lo,3,39,2015,14OxJlLdcHNpgsm4DRwDOB,0.729,0.65,F,-3.539,1,0.0313,0.0702,6.69E-05,0.0829,0.347,110.02,14OxJlLdcHNpgsm4DRwDOB,3.49
34,2015,Jealous,Nick Jonas,7,32,2015,1aXV8GrmQLvgoFtBPERP7E,0.474,0.921,A,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,1aXV8GrmQLvgoFtBPERP7E,2.04
35,2015,Take Me To Church,Hozier,2,41,2015,1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,E,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,1CS7Sd1u5tWkstBhpssyjP,4.03
36,2015,Nasty Freestyle,T-Wayne,9,20,2015,0PT7nlpo11hYYyfnBgtilT,0.779,0.472,B,-7.116,1,0.218,0.0577,0,0.114,0.412,135.051,0PT7nlpo11hYYyfnBgtilT,2.37
37,2015,"Honey, I'm Good.",Andy Grammer,9,31,2015,4Tt6GiWS2V9sQjZjS2xjp2,0.754,0.802,A,-6.424,1,0.0551,0.0349,0,0.335,0.583,122.026,4Tt6GiWS2V9sQjZjS2xjp2,3.32
38,2015,Fight Song,Rachel Platten,6,31,2015,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,G,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,37f4ITSlgPX81ad2EvmVQr,3.4
39,2015,Shut Up And Dance,WALK THE MOON,4,53,2015,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,C#,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4kbj5MwxO1bq9wjT5g9HaA,3.32
40,2014,Let It Go,Idina Menzel,5,33,2014,0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,G#,-6.85,1,0.0305,0.558,0,0.12,0.371,136.961,0qcr5FMsEO85NAQjrlDRKo,3.73
41,2014,The Fox,Ylvis,6,18,2014,5HOpkTTVcmZHnthgyxrIL8,0.703,0.867,F#,-4.292,1,0.0453,0.107,0,0.119,0.546,128.008,5HOpkTTVcmZHnthgyxrIL8,3.56
42,2014,Safe And Sound,Capital Cities,8,43,2014,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,C,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,3.21
43,2014,We Might Be Dead By Tomorrow,Soko,9,1,2014,4miKDdaWW78mKwx6TIvOa0,0.39,0.151,G,-16.492,1,0.0389,0.966,0.000897,0.119,0.0827,143.421,4miKDdaWW78mKwx6TIvOa0,2.69
44,2014,The Man,Aloe Blacc,8,20,2014,3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,C,-5.191,1,0.054,0.0767,0,0.0901,0.633,110.048,3RauEVgRgj1IuWdJ9fDs70,3.17
45,2014,Let Her Go,Passenger,5,43,2014,1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,G,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,1KxwZYyzWNyZSRyErj2ojT,4.21
46,2014,Happy,Pharrell Williams,1,47,2014,27RYrbL6S02LNVhDWVl38b,0.321,0.64,D,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,27RYrbL6S02LNVhDWVl38b,3.57
47,2014,Ain't It Fun,Paramore,10,24,2014,6LUr2QQla9sLekmdfJvDOS,0.508,0.497,F,-7.594,0,0.262,0.0142,2.93E-05,0.134,0.142,98.186,6LUr2QQla9sLekmdfJvDOS,2.68
48,2014,Pompeii,Bastille,5,53,2014,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,A,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,3gbBpTdY8lnQwqxNCcf795,3.57
49,2014,Summer,Calvin Harris,7,26,2014,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,A,-5.707,1,0.157,0.117,2.06E-05,0.105,0.564,169.994,1BxfuPKGuaTgP7aM0Bbdwr,2.97
50,2014,Boom Clap,Charli XCX,8,25,2014,0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,E,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,0Y1MWB026LYxGvhq4EcMiC,2.83
51,2014,All Of Me,John Legend,1,59,2014,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,G#,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,3U4isOIWM3VvDubwSI3y7a,4.49
52,2013,Only Time,Enya,10,32,2013,6FLwmdmW77N1Pxb1aWsZmO,0.418,0.249,D#,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,6FLwmdmW77N1Pxb1aWsZmO,3.64
53,2013,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,6,44,2013,6mH3qVIeOsnQIAho5eWwhH,0.878,0.455,C,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,6mH3qVIeOsnQIAho5eWwhH,2.13
54,2013,Ho Hey,The Lumineers,3,62,2013,0W4Kpfp1w2xkY3PrV714B7,0.685,0.466,C,-9.074,1,0.0304,0.794,2.06E-06,0.0915,0.353,79.936,0W4Kpfp1w2xkY3PrV714B7,2.72
55,2013,Harlem Shake,Baauer,1,20,2013,01XFgRZfZI7oBagNf1Loml,0.452,0.794,C,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,01XFgRZfZI7oBagNf1Loml,3.28
56,2013,Too Close,Alex Clare,7,44,2013,7M6KOBCfPzWqbkiaXnm7bd,0.42,0.558,A,-5.728,1,0.0509,0.167,0,0.19,0.538,165.987,7M6KOBCfPzWqbkiaXnm7bd,2.84
57,2013,Some Nights,fun.,3,56,2013,6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,C,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,6t6oULCRS6hnI7rm0h5gwl,4.62
58,2013,Call Me Maybe,Carly Rae Jepsen,1,50,2013,3TGRqZ0a2l1LRblBkJoaDx,0.783,0.58,G,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,3TGRqZ0a2l1LRblBkJoaDx,3.22
59,2013,Home,Phillip Phillips,6,40,2013,3QIoEi8Enr9uHffwInGIsC,0.612,0.289,A,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,3QIoEi8Enr9uHffwInGIsC,2.96
60,2012,Pumped Up Kicks,Foster The People,3,40,2012,7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,F,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,7w87IxuO7BDcJ3YUqCyMTT,3.99
61,2012,Everybody Talks,Neon Trees,6,39,2012,2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,G#,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,2iUmqdfGZcHIhS3b9E9EWq,2.95
62,2012,Glad You Came,The Wanted,3,37,2012,5yDL13y5giogKs2fSNf7sj,0.722,0.851,G,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,5yDL13y5giogKs2fSNf7sj,3.3
63,2012,Sexy And I Know It,LMFAO,1,42,2012,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,G,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,0obBFrPYkSoBJbvHfUIhkv,3.32
64,2012,Rack City,Tyga,7,25,2012,0srwKuJPH8yBzzFUJMBQM2,0.929,0.339,C#,-10.881,1,0.371,0.0373,1.96E-05,0.187,0.273,98.986,0srwKuJPH8yBzzFUJMBQM2,3.39
65,2012,Domino,Jessie J,6,29,2012,6MAdEUilV2p9RQUqE5bMAK,0.757,0.547,G,-4.573,1,0.0355,0.0115,0,0.0445,0.793,126.977,6MAdEUilV2p9RQUqE5bMAK,3.86
66,2012,Ni**as in Paris,Jay Z Kanye West,5,36,2012,1auxYwYrFRqZP7t3s7w4um,0.789,0.858,C#,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,1auxYwYrFRqZP7t3s7w4um,3.66
67,2011,Tonight Tonight,Hot Chelle Rae,7,30,2011,61OJxhoY3Ix50rYVKo8zRK,0.641,0.842,A,-7.27,1,0.0292,0.134,0.911,0.419,0.499,129.978,61OJxhoY3Ix50rYVKo8zRK,4.65
68,2011,The Show Goes On,Lupe Fiasco,9,33,2011,4NTWZqvfQTlOMitlVn6tew,0.591,0.889,G,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,4NTWZqvfQTlOMitlVn6tew,3.99
69,2011,Dirt Road Anthem,Jason Aldean,7,27,2011,5ZVGvay4xwgXMnQWffNYeU,0.68,0.74,D,-5.064,1,0.0355,0.342,1.81E-06,0.117,0.644,127.024,5ZVGvay4xwgXMnQWffNYeU,3.82
70,2011,F**k You! (Forget You),CeeLo Green,2,48,2011,5GvWrvLIqoHroq7YvO260M,0.734,0.485,E,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,5GvWrvLIqoHroq7YvO260M,3.7
71,2011,Dynamite,Taio Cruz,2,47,2011,1DqdF42leyFIzqNDv9CjId,0.754,0.804,E,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,1DqdF42leyFIzqNDv9CjId,3.4
72,2010,Whataya Want From Me,Adam Lambert,10,30,2010,2rDwdvBma1O1eLzo29p2cr,0.44,0.683,B,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948,2rDwdvBma1O1eLzo29p2cr,3.79
73,2010,Young Forever,Jay-Z + Mr. Hudson,10,25,2010,35srNkJVToAzYiZzron1FY,0.637,0.69,A,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,35srNkJVToAzYiZzron1FY,4.23
74,2010,Replay,Iyaz,2,34,2010,5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,A,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,5vlEg2fT4cFWAqU5QptIpQ,3.04
75,2010,Empire State Of Mind,Jay-Z + Alicia Keys,1,30,2010,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,B,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,2igwFfvr1OAGX9SKDCPBwO,4.62
76,2010,Fireflies,Owl City,1,31,2010,3DamFFqW32WihKkTVlwTYQ,0.512,0.662,D#,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,3DamFFqW32WihKkTVlwTYQ,3.81
77,2010,We Are The World 25: For Haiti,Artists For Haiti,2,5,2010,07rhyW77lp2bGv8EQoZy6k,0.348,0.717,E,-5.634,1,0.0882,0.311,0,0.0786,0.28,66.21,07rhyW77lp2bGv8EQoZy6k,6.95
78,2010,Use Somebody,Kings Of Leon,4,57,2010,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,C,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,4wCmqSrbyCgxEXROQE6vtV,4.08
79,2010,Bulletproof,La Roux,8,27,2010,3kMrazSvILsgcwtidZd1Qd,0.674,0.882,D#,-2.771,0,0.0477,0.000441,6.47E-05,0.068,0.682,123.016,3kMrazSvILsgcwtidZd1Qd,3.43
80,2009,Every Girl,Young Money,10,20,2009,3l4cnZdtNbVZgV3ICYh1Ni,0.482,0.844,G,-4.488,1,0.0336,0.00631,0,0.189,0.81,174.963,3l4cnZdtNbVZgV3ICYh1Ni,3.77
81,2009,Second Chance,Shinedown,7,41,2009,0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,C,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,0CwYG1UnRmOx8Q1EzElCIL,3.7
82,2009,Birthday Sex,Jeremih,4,20,2009,4NpDZPwSXmL0cCTaJuVrCw,0.679,0.522,G,-5.603,0,0.0427,0.297,0,0.151,0.445,60.014,4NpDZPwSXmL0cCTaJuVrCw,3.78
83,2009,Don't Trust Me,3OH!3,7,37,2009,7n6Zwr9JmTKQ6XjjYOjdLF,0.516,0.448,A#,-11.403,0,0.313,0.721,0,0.122,0.494,89.682,7n6Zwr9JmTKQ6XjjYOjdLF,6.41
84,2009,He Could Be The One,Hannah Montana,10,5,2009,07HPV6hzecJmMJwsIX8YVU,0.602,0.894,E,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988,07HPV6hzecJmMJwsIX8YVU,3.01
85,2009,Day 'N' Nite,Kid Cudi,3,27,2009,5wfllwdjglyQislkskYLBv,0.881,0.441,B,-6.278,0,0.0646,0.48,9.08E-06,0.119,0.804,138.014,5wfllwdjglyQislkskYLBv,3.69
86,2009,Crush,David Archuleta,2,23,2009,11qh54D0PKkBwelpDxxiEU,0.5,0.225,C,-10.22,1,0.0302,0.842,0,0.112,0.355,173.788,11qh54D0PKkBwelpDxxiEU,3.22
87,2008,Paralyzer,Finger Eleven,6,50,2008,28IEbk5a7twNTbUEvWslUb,0.644,0.939,B,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,28IEbk5a7twNTbUEvWslUb,3.47
88,2008,No Air,Jordin Sparks Duet With Chris Brown,3,35,2008,0u9NVrPqUINrHIFCuPOnYm,0.429,0.197,D#,-9.798,1,0.032,0.774,3.02E-06,0.146,0.197,128.49,0u9NVrPqUINrHIFCuPOnYm,4.06
89,2008,Crank That (Soulja Boy),Soulja Boy Tell'em,1,32,2008,66TRwr5uJwPt15mfFkzhbi,0.736,0.74,C,-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141,66TRwr5uJwPt15mfFkzhbi,3.7
90,2008,Bubbly,Colbie Caillat,5,47,2008,0rFOs9paloAvEtzwDX1Kmc,0.697,0.474,A,-6.663,1,0.0351,0.603,0,0.11,0.249,127.904,0rFOs9paloAvEtzwDX1Kmc,3.27
91,2008,Sorry,Buckcherry,9,24,2008,09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,C,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,09CtPGIpYB4BrO8qb1RGsF,3.35
92,2008,New Soul,Yael Naim,7,19,2008,476JcJ3TpAuCOlGdCmomGm,0.769,0.371,C,-8.522,1,0.0326,0.733,3.73E-05,0.106,0.653,100.001,476JcJ3TpAuCOlGdCmomGm,3.75
93,2008,Love Song,Sara Bareilles,4,41,2008,3DZQ6mzUkAdHqZWzqxBKIK,0.71,0.598,F,-7.598,0,0.0319,0.508,0,0.0971,0.501,119.981,3DZQ6mzUkAdHqZWzqxBKIK,4.27
94,2008,Bleeding Love,Leona Lewis,1,39,2008,7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,F,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,7wZUrN8oemZfsEd1CGkbXE,4.37
95,2008,The Time Of My Life,David Cook,3,20,2008,2JCTiiJQFWQNC0Zp8rsJRB,0.663,0.784,F#,-11.245,0,0.0438,0.125,0.00348,0.214,0.505,108.492,2JCTiiJQFWQNC0Zp8rsJRB,4.82
96,2008,Leavin',Jesse McCartney,10,24,2008,4cA2NmoE75r4yU7oeq4QGG,0.561,0.179,A#,-11.776,1,0.0373,0.864,1.61E-05,0.11,0.436,67.713,4cA2NmoE75r4yU7oeq4QGG,3.45
97,2008,Shake It,Metro Station,10,30,2008,0JbSghVDghtFEurrSO8JrC,0.645,0.904,D,-4.532,1,0.0462,0.0293,0,0.0834,0.671,105.97,0JbSghVDghtFEurrSO8JrC,3.76
98,2008,Bed,J. Holiday,5,23,2008,103u49mLoJUge83B1CnLxI,0.662,0.77,C,-4.887,1,0.0367,0.0875,0,0.35,0.769,132.057,103u49mLoJUge83B1CnLxI,2.79
99,2008,Paper Planes,M.I.A.,4,20,2008,1ixbwbeBi5ufN4noUKmW5a,0.447,0.848,D,-6.175,1,0.222,0.033,7.46E-05,0.65,0.485,172.253,1ixbwbeBi5ufN4noUKmW5a,3.42
100,2008,1234,Feist,8,15,2008,2CzWeyC9zlDpIOZPUUKrBW,0.71,0.484,D,-7.415,1,0.049,0.217,3.93E-06,0.0879,0.576,109.951,2CzWeyC9zlDpIOZPUUKrBW,3.06
101,2007,"Pop, Lock & Drop It",Huey,6,23,2007,6DbqCKweKwVkHgRv1CI53D,0.723,0.644,B,-6.863,0,0.222,0.00308,0,0.352,0.645,144.09,6DbqCKweKwVkHgRv1CI53D,4.35
102,2007,Hey There Delilah,Plain White T's,1,35,2007,4RCWB3V8V0dignt99LZ8vH,0.656,0.291,D,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971,4RCWB3V8V0dignt99LZ8vH,3.88
103,2007,Walk It Out,Unk,10,36,2007,6PBAPjshd2JfEiWpdf3C2a,0.794,0.777,C#,-3.696,0,0.0813,0.0982,0,0.202,0.706,160.022,6PBAPjshd2JfEiWpdf3C2a,2.88
104,2007,Too Little Too Late,JoJo,3,22,2007,4T4NLIMypdmyUwK54jECk4,0.421,0.799,F#,-5.183,0,0.0562,0.00871,1.63E-05,0.0794,0.731,82.408,4T4NLIMypdmyUwK54jECk4,3.7
105,2007,A Bay Bay,Hurricane Chris,7,20,2007,0PFgeiQORt3eqq5OX7BxCc,0.578,0.572,G#,-8.378,1,0.0971,0.767,0,0.111,0.326,151.384,0PFgeiQORt3eqq5OX7BxCc,3.83
106,2007,Lips Of An Angel,Hinder,3,33,2007,40LQiUUUKXVGyNs09lHVjW,0.476,0.736,D,-5.38,1,0.0343,0.0217,1.08E-06,0.203,0.251,129.084,40LQiUUUKXVGyNs09lHVjW,4.36
107,2007,Welcome To The Black Parade,My Chemical Romance,9,26,2007,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,D,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,5wQnmLuC1W7ATsArWACrgW,5.19
108,2007,Chasing Cars,Snow Patrol,5,45,2007,5hnyJvgoWiQUYZttV4wXy6,0.56,0.595,A,-4.53,1,0.0274,0.199,6.47E-05,0.132,0.144,104.011,5hnyJvgoWiQUYZttV4wXy6,4.47
109,2007,We Fly High,Jim Jones,5,27,2007,3RGyFugqjQjlL8XX0NW8dZ,0.506,0.799,C#,-6.58,1,0.38,0.0791,0,0.0929,0.461,120.405,3RGyFugqjQjlL8XX0NW8dZ,3.93
110,2007,White & Nerdy,"""Weird Al"" Yankovic",9,20,2007,60R2v9lheAu3lwZwAFxMZK,0.791,0.613,C#,-11.628,0,0.0763,0.0986,0,0.0765,0.896,143.017,60R2v9lheAu3lwZwAFxMZK,2.84
111,2007,This Is Why I'm Hot,Mims,1,23,2007,4Js2MCBgl8wupEjKewj0kT,0.674,0.756,C#,-4.927,1,0.471,0.856,0,0.105,0.861,78.708,4Js2MCBgl8wupEjKewj0kT,2.52
112,2007,Lip Gloss,Lil Mama,10,11,2007,1Y4ZdPOOgCUhBcKZOrUFiS,0.619,0.87,D,-4.956,1,0.501,0.41,1.37E-06,0.0571,0.94,188.772,1Y4ZdPOOgCUhBcKZOrUFiS,3.66
113,2007,Rehab,Amy Winehouse,9,20,2007,0zWbYGQq5O1KQd0iqzgjP6,0.549,0.242,F,-11.692,1,0.038,0.809,8.10E-05,0.127,0.286,144.211,0zWbYGQq5O1KQd0iqzgjP6,3.01
114,2007,What Time Is It,High School Musical 2 Cast,6,8,2007,6NqfslFfCCOyBQ0Xw8kN8E,0.742,0.913,F,-3.227,0,0.0773,0.122,0,0.329,0.704,116.029,6NqfslFfCCOyBQ0Xw8kN8E,3.3
115,2007,Party Like A Rockstar,Shop Boyz,2,22,2007,1IYaMVfidzSfvCUZYXhsU1,0.619,0.709,G,-4.633,1,0.0395,0.00541,0,0.507,0.68,144.972,1IYaMVfidzSfvCUZYXhsU1,4.22
116,2006,You're Beautiful,James Blunt,1,38,2006,0nZM3gXnFcNmbVGzMeqIXE,0.675,0.479,C,-9.87,0,0.0278,0.633,1.81E-05,0.0881,0.454,81.993,0nZM3gXnFcNmbVGzMeqIXE,3.49
117,2006,Beverly Hills,Weezer,10,43,2006,1yKu2MhpwzDXXH2tzG6xoa,0.693,0.823,F,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904,1yKu2MhpwzDXXH2tzG6xoa,3.27
118,2006,I'm Sprung,T-Pain,8,26,2006,7mEaVKlxsk8NPiLX4Jsw3p,0.791,0.462,C,-13.538,0,0.206,0.00659,2.44E-05,0.162,0.674,99.988,7mEaVKlxsk8NPiLX4Jsw3p,2.08
119,2006,There It Go! (The Whistle Song),Juelz Santana,6,24,2006,50UkypyQJbSQLaXHke5Yep,0.942,0.892,F#,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,50UkypyQJbSQLaXHke5Yep,3.01
