danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
0.617,0.717,10.0,-7.858,0.0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,0j2T0R9dR9qdJYsB7ciXhf,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/tracks/0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/audio-analysis/0j2T0R9dR9qdJYsB7ciXhf,311867.0,4.0,
0.656,0.291,2.0,-10.572,1.0,0.0293,0.872,0.0,0.114,0.298,103.971,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533.0,4.0,
0.762,0.661,1.0,-6.075,0.0,0.0687,0.15,0.0,0.256,0.769,130.009,audio_features,1hGy2eLcmC8eKx7qr1tOqx,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/audio-analysis/1hGy2eLcmC8eKx7qr1tOqx,225373.0,4.0,
0.541,0.382,7.0,-14.323,1.0,0.035,0.0215,0.000836,0.304,0.343,155.901,audio_features,5PjdC2gMATetx5xdnwGUu7,spotify:track:5PjdC2gMATetx5xdnwGUu7,https://api.spotify.com/v1/tracks/5PjdC2gMATetx5xdnwGUu7,https://api.spotify.com/v1/audio-analysis/5PjdC2gMATetx5xdnwGUu7,204991.0,4.0,
0.674,0.756,1.0,-4.927,1.0,0.471,0.856,0.0,0.105,0.861,78.708,audio_features,4Js2MCBgl8wupEjKewj0kT,spotify:track:4Js2MCBgl8wupEjKewj0kT,https://api.spotify.com/v1/tracks/4Js2MCBgl8wupEjKewj0kT,https://api.spotify.com/v1/audio-analysis/4Js2MCBgl8wupEjKewj0kT,151406.0,4.0,
0.822,0.318,10.0,-12.391,1.0,0.0575,0.493,0.0128,0.11,0.138,102.998,audio_features,6G8kHiVZ1jW7vHMPVRNZU0,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0,https://api.spotify.com/v1/tracks/6G8kHiVZ1jW7vHMPVRNZU0,https://api.spotify.com/v1/audio-analysis/6G8kHiVZ1jW7vHMPVRNZU0,245787.0,4.0,
0.872,0.872,1.0,-6.328,1.0,0.139,0.0476,0.00112,0.0543,0.809,116.948,audio_features,2aI21FnmY7TJVKeMaoQZ0t,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/tracks/2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/audio-analysis/2aI21FnmY7TJVKeMaoQZ0t,223080.0,4.0,
0.599,0.785,3.0,-4.013,1.0,0.0309,0.448,0.00336,0.151,0.52,140.046,audio_features,0mUyMawtxj1CJ76kn9gIZK,spotify:track:0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/audio-analysis/0mUyMawtxj1CJ76kn9gIZK,233640.0,4.0,
0.564,0.419,1.0,-10.8,1.0,0.0323,0.179,0.0,0.707,0.287,144.013,audio_features,25bu6rqqBZrYXuLaZaCzVs,spotify:track:25bu6rqqBZrYXuLaZaCzVs,https://api.spotify.com/v1/tracks/25bu6rqqBZrYXuLaZaCzVs,https://api.spotify.com/v1/audio-analysis/25bu6rqqBZrYXuLaZaCzVs,166520.0,4.0,
0.675,0.479,0.0,-9.87,0.0,0.0278,0.633,1.81e-05,0.0881,0.454,81.993,audio_features,4IiU1zrJi73ZBfXpAiXIGx,spotify:track:4IiU1zrJi73ZBfXpAiXIGx,https://api.spotify.com/v1/tracks/4IiU1zrJi73ZBfXpAiXIGx,https://api.spotify.com/v1/audio-analysis/4IiU1zrJi73ZBfXpAiXIGx,209493.0,4.0,
0.452,0.574,6.0,-8.336,1.0,0.31,0.246,0.0,0.189,0.58,92.791,audio_features,6brl7bwOHmGFkNw3MBqssT,spotify:track:6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/audio-analysis/6brl7bwOHmGFkNw3MBqssT,207187.0,4.0,
0.846,0.482,1.0,-6.721,0.0,0.129,0.0246,0.0,0.393,0.212,100.969,audio_features,7xYnUQigPoIDAMPVK79NEq,spotify:track:7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/tracks/7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/audio-analysis/7xYnUQigPoIDAMPVK79NEq,229867.0,4.0,
0.891,0.439,7.0,-7.994,0.0,0.428,0.0351,0.0,0.0932,0.622,77.499,audio_features,2ajhenDRiiAnCHHjsIOHhJ,spotify:track:2ajhenDRiiAnCHHjsIOHhJ,https://api.spotify.com/v1/tracks/2ajhenDRiiAnCHHjsIOHhJ,https://api.spotify.com/v1/audio-analysis/2ajhenDRiiAnCHHjsIOHhJ,224253.0,4.0,
0.926,0.916,10.0,-2.221,0.0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,audio_features,0LzrhCZFXW94Y8nwtTuRlw,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/tracks/0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/audio-analysis/0LzrhCZFXW94Y8nwtTuRlw,199853.0,4.0,
0.377,0.565,7.0,-4.74,1.0,0.0312,0.112,1.65e-06,0.204,0.14,134.542,audio_features,3w8xlZi49MQuQkyyB5bi5e,spotify:track:3w8xlZi49MQuQkyyB5bi5e,https://api.spotify.com/v1/tracks/3w8xlZi49MQuQkyyB5bi5e,https://api.spotify.com/v1/audio-analysis/3w8xlZi49MQuQkyyB5bi5e,225280.0,4.0,
0.649,0.716,8.0,-5.371,1.0,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,audio_features,0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,205947.0,4.0,
0.847,0.733,10.0,-6.439,0.0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,audio_features,6pcywuOeGGWeOQzdUyti6k,spotify:track:6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k,193591.0,4.0,
0.783,0.916,1.0,-3.344,1.0,0.415,0.11,0.0,0.0746,0.695,95.321,audio_features,2Ozc0me9PV5vlt8cokwdvI,spotify:track:2Ozc0me9PV5vlt8cokwdvI,https://api.spotify.com/v1/tracks/2Ozc0me9PV5vlt8cokwdvI,https://api.spotify.com/v1/audio-analysis/2Ozc0me9PV5vlt8cokwdvI,247427.0,4.0,
0.526,0.775,0.0,-6.05,1.0,0.0352,0.707,2.05e-05,0.217,0.962,80.106,audio_features,3G7tRC24Uh09Hmp1KZ7LQ2,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/tracks/3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/audio-analysis/3G7tRC24Uh09Hmp1KZ7LQ2,167373.0,4.0,
0.569,0.508,7.0,-12.823,1.0,0.0502,0.768,0.0,0.145,0.647,167.624,audio_features,01YROQCnF1AQm7SCWJmD2o,spotify:track:01YROQCnF1AQm7SCWJmD2o,https://api.spotify.com/v1/tracks/01YROQCnF1AQm7SCWJmD2o,https://api.spotify.com/v1/audio-analysis/01YROQCnF1AQm7SCWJmD2o,196560.0,4.0,
0.902,0.72,6.0,-2.776,0.0,0.347,0.26,0.0,0.0749,0.805,90.059,audio_features,4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467.0,4.0,
0.956,0.745,11.0,-4.753,0.0,0.12,0.206,0.0,0.0615,0.912,107.075,audio_features,04KTF78FFg8sOHC1BADqbY,spotify:track:04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/audio-analysis/04KTF78FFg8sOHC1BADqbY,228240.0,4.0,
0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,audio_features,6zMUIb4uce1CzpbjR3vMdN,spotify:track:6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/audio-analysis/6zMUIb4uce1CzpbjR3vMdN,227387.0,4.0,
0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840.0,4.0,
0.911,0.551,8.0,-3.75,0.0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867.0,4.0,
0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,audio_features,2cYqizR4lgvp4Qu6IQ3qGN,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,190557.0,4.0,
0.853,0.606,0.0,-4.596,1.0,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600.0,4.0,
0.41,0.539,0.0,-8.412,1.0,0.0302,0.00425,0.00089,0.117,0.141,138.852,audio_features,0eKyHwckh9vQb8ncZ2DXCs,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/tracks/0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/audio-analysis/0eKyHwckh9vQb8ncZ2DXCs,274800.0,4.0,
0.862,0.621,2.0,-7.423,1.0,0.283,0.379,0.0,0.415,0.239,124.081,audio_features,6ulEymrJ2Azx1uo3YHSE5w,spotify:track:6ulEymrJ2Azx1uo3YHSE5w,https://api.spotify.com/v1/tracks/6ulEymrJ2Azx1uo3YHSE5w,https://api.spotify.com/v1/audio-analysis/6ulEymrJ2Azx1uo3YHSE5w,170268.0,4.0,
0.746,0.443,1.0,-7.693,0.0,0.0771,0.282,0.0,0.14,0.272,119.311,audio_features,3w8Mw9GHYepoTWOSdiyosj,spotify:track:3w8Mw9GHYepoTWOSdiyosj,https://api.spotify.com/v1/tracks/3w8Mw9GHYepoTWOSdiyosj,https://api.spotify.com/v1/audio-analysis/3w8Mw9GHYepoTWOSdiyosj,274227.0,4.0,
0.636,0.761,3.0,-6.389,0.0,0.0306,0.0517,0.0,0.0642,0.736,93.896,audio_features,4cKGldbhGJniI8BrB3K6tb,spotify:track:4cKGldbhGJniI8BrB3K6tb,https://api.spotify.com/v1/tracks/4cKGldbhGJniI8BrB3K6tb,https://api.spotify.com/v1/audio-analysis/4cKGldbhGJniI8BrB3K6tb,257067.0,4.0,
0.435,0.352,2.0,-7.815,0.0,0.0371,0.814,0.0,0.247,0.345,85.82,audio_features,4Sav8RLaXMBpTZX6xNPj0K,spotify:track:4Sav8RLaXMBpTZX6xNPj0K,https://api.spotify.com/v1/tracks/4Sav8RLaXMBpTZX6xNPj0K,https://api.spotify.com/v1/audio-analysis/4Sav8RLaXMBpTZX6xNPj0K,178233.0,3.0,
0.636,0.873,0.0,-4.672,0.0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,audio_features,2AW37v0bDyuOzGP3XnmFuA,spotify:track:2AW37v0bDyuOzGP3XnmFuA,https://api.spotify.com/v1/tracks/2AW37v0bDyuOzGP3XnmFuA,https://api.spotify.com/v1/audio-analysis/2AW37v0bDyuOzGP3XnmFuA,192427.0,4.0,
0.561,0.543,1.0,-8.498,1.0,0.0324,0.26,0.0,0.124,0.243,139.803,audio_features,6qc34bnVOyqGDPni8H5W0U,spotify:track:6qc34bnVOyqGDPni8H5W0U,https://api.spotify.com/v1/tracks/6qc34bnVOyqGDPni8H5W0U,https://api.spotify.com/v1/audio-analysis/6qc34bnVOyqGDPni8H5W0U,240867.0,4.0,
0.68,0.625,11.0,-7.0,0.0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,audio_features,3x4yV0hW5Ve3TKhFkXSqFn,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,https://api.spotify.com/v1/tracks/3x4yV0hW5Ve3TKhFkXSqFn,https://api.spotify.com/v1/audio-analysis/3x4yV0hW5Ve3TKhFkXSqFn,266000.0,4.0,
0.425,0.954,1.0,-3.756,0.0,0.0476,0.00414,0.0,0.0555,0.933,178.043,audio_features,0Ph6L4l8dYUuXFmb71Ajnd,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/audio-analysis/0Ph6L4l8dYUuXFmb71Ajnd,243160.0,4.0,
0.741,0.697,0.0,-7.028,1.0,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133.0,4.0,
0.535,0.505,2.0,-8.926,0.0,0.245,0.0393,0.0,0.0923,0.495,99.935,audio_features,0uEp9E98JB5awlA084uaIg,spotify:track:0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/tracks/0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/audio-analysis/0uEp9E98JB5awlA084uaIg,320267.0,4.0,
0.751,0.503,1.0,-10.419,0.0,0.0962,0.218,0.00486,0.136,0.17,100.016,audio_features,5uKeg9x7ykaz7xe13vL1hg,spotify:track:5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/tracks/5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/audio-analysis/5uKeg9x7ykaz7xe13vL1hg,77867.0,4.0,
0.42,0.558,9.0,-5.728,1.0,0.0509,0.167,0.0,0.19,0.538,165.987,audio_features,7M6KOBCfPzWqbkiaXnm7bd,spotify:track:7M6KOBCfPzWqbkiaXnm7bd,https://api.spotify.com/v1/tracks/7M6KOBCfPzWqbkiaXnm7bd,https://api.spotify.com/v1/audio-analysis/7M6KOBCfPzWqbkiaXnm7bd,170576.0,4.0,
0.522,0.641,8.0,-6.287,1.0,0.0318,0.0545,0.0,0.162,0.202,87.51,audio_features,7CyPwkp0oE8Ro9Dd5CUDjW,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685.0,4.0,
0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.144,121.161,audio_features,5qlJg0Wbj3sslxfwiaRNpq,spotify:track:5qlJg0Wbj3sslxfwiaRNpq,https://api.spotify.com/v1/tracks/5qlJg0Wbj3sslxfwiaRNpq,https://api.spotify.com/v1/audio-analysis/5qlJg0Wbj3sslxfwiaRNpq,299723.0,4.0,
0.881,0.874,6.0,-4.505,1.0,0.139,0.0175,1.14e-06,0.154,0.858,107.891,audio_features,0weAUscowxeqDtpCgtbpgp,spotify:track:0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/tracks/0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/audio-analysis/0weAUscowxeqDtpCgtbpgp,227933.0,4.0,
0.683,0.937,9.0,-6.335,1.0,0.0449,0.00481,0.0046,0.07,0.619,104.872,audio_features,0lnxrQAd9ZxbhBBe7d8FO8,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/tracks/0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/audio-analysis/0lnxrQAd9ZxbhBBe7d8FO8,268653.0,4.0,
0.901,0.697,9.0,-3.439,1.0,0.28,0.145,0.0,0.287,0.67,93.941,audio_features,7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/audio-analysis/7KwZNVEaqikRSBSpyhXK2j,229827.0,4.0,
0.768,0.864,11.0,-6.145,1.0,0.0324,0.101,0.0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027.0,4.0,
0.766,0.74,1.0,-8.581,1.0,0.0417,0.0185,0.695,0.0576,0.902,112.979,audio_features,0a3SUpxyMCdPy6mrFH4YJF,spotify:track:0a3SUpxyMCdPy6mrFH4YJF,https://api.spotify.com/v1/tracks/0a3SUpxyMCdPy6mrFH4YJF,https://api.spotify.com/v1/audio-analysis/0a3SUpxyMCdPy6mrFH4YJF,204425.0,4.0,
