danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
0.415,0.359,7.0,-11.094,1.0,0.0334,0.707,6.53e-05,0.319,0.404,146.029,audio_features,6meIeOX3DHdaCnaNw67abE,spotify:track:6meIeOX3DHdaCnaNw67abE,https://api.spotify.com/v1/tracks/6meIeOX3DHdaCnaNw67abE,https://api.spotify.com/v1/audio-analysis/6meIeOX3DHdaCnaNw67abE,189520.0,4.0,
0.67,0.468,1.0,-6.725,0.0,0.0328,0.325,0.0,0.0516,0.486,140.069,audio_features,2rkVoKVEMuct8SmEIGKzBw,spotify:track:2rkVoKVEMuct8SmEIGKzBw,https://api.spotify.com/v1/tracks/2rkVoKVEMuct8SmEIGKzBw,https://api.spotify.com/v1/audio-analysis/2rkVoKVEMuct8SmEIGKzBw,299800.0,4.0,
0.869,0.725,9.0,-12.507,0.0,0.256,0.0453,0.0,0.203,0.699,132.989,audio_features,0SAIjVOwxVnO1l9HGvLuOU,spotify:track:0SAIjVOwxVnO1l9HGvLuOU,https://api.spotify.com/v1/tracks/0SAIjVOwxVnO1l9HGvLuOU,https://api.spotify.com/v1/audio-analysis/0SAIjVOwxVnO1l9HGvLuOU,261360.0,4.0,
0.568,0.714,7.0,-7.139,1.0,0.0445,0.174,0.0,0.0429,0.955,146.338,audio_features,1A7hIo1C8jacIQ5ZiCjc8g,spotify:track:1A7hIo1C8jacIQ5ZiCjc8g,https://api.spotify.com/v1/tracks/1A7hIo1C8jacIQ5ZiCjc8g,https://api.spotify.com/v1/audio-analysis/1A7hIo1C8jacIQ5ZiCjc8g,213600.0,4.0,
0.52,0.847,9.0,-5.3,1.0,0.427,0.272,0.0,0.325,0.799,177.371,audio_features,4JYUDRtPZuVNi7FAnbHyux,spotify:track:4JYUDRtPZuVNi7FAnbHyux,https://api.spotify.com/v1/tracks/4JYUDRtPZuVNi7FAnbHyux,https://api.spotify.com/v1/audio-analysis/4JYUDRtPZuVNi7FAnbHyux,302013.0,4.0,
0.504,0.842,4.0,-5.699,0.0,0.444,0.133,0.0,0.107,0.396,179.855,audio_features,2GGh5FxKXI7bEJ6rFzsRbG,spotify:track:2GGh5FxKXI7bEJ6rFzsRbG,https://api.spotify.com/v1/tracks/2GGh5FxKXI7bEJ6rFzsRbG,https://api.spotify.com/v1/audio-analysis/2GGh5FxKXI7bEJ6rFzsRbG,138667.0,4.0,
0.804,0.443,6.0,-10.268,0.0,0.134,0.0312,0.0225,0.112,0.58,92.035,audio_features,2ImuQo1g14CTR9hZAZD3aQ,spotify:track:2ImuQo1g14CTR9hZAZD3aQ,https://api.spotify.com/v1/tracks/2ImuQo1g14CTR9hZAZD3aQ,https://api.spotify.com/v1/audio-analysis/2ImuQo1g14CTR9hZAZD3aQ,203027.0,4.0,
0.802,0.461,11.0,-12.367,0.0,0.302,0.0757,0.0,0.109,0.74,90.995,audio_features,29VrHhpC5AS9b7XJYDPhqb,spotify:track:29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/tracks/29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/audio-analysis/29VrHhpC5AS9b7XJYDPhqb,185933.0,4.0,
,,,,,,,,,,,,,,,,,,
0.659,0.718,7.0,-5.607,0.0,0.0507,0.202,1.01e-06,0.2,0.297,136.96,audio_features,5dntGTbUtmUO239wQ0k3yM,spotify:track:5dntGTbUtmUO239wQ0k3yM,https://api.spotify.com/v1/tracks/5dntGTbUtmUO239wQ0k3yM,https://api.spotify.com/v1/audio-analysis/5dntGTbUtmUO239wQ0k3yM,192347.0,4.0,
0.654,0.611,2.0,-10.45,1.0,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,5PntSbMHC1ud6Vvl8x56qd,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,235000.0,4.0,
0.603,0.762,4.0,-7.744,0.0,0.285,0.0953,1.53e-05,0.478,0.379,94.726,audio_features,39QBkWKnap8wRSW4WB9OK0,spotify:track:39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/tracks/39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/audio-analysis/39QBkWKnap8wRSW4WB9OK0,211867.0,4.0,
0.852,0.655,5.0,-11.498,0.0,0.0645,0.107,2.07e-05,0.137,0.952,115.962,audio_features,2AnTuxahfcAS7dGxGZnihY,spotify:track:2AnTuxahfcAS7dGxGZnihY,https://api.spotify.com/v1/tracks/2AnTuxahfcAS7dGxGZnihY,https://api.spotify.com/v1/audio-analysis/2AnTuxahfcAS7dGxGZnihY,279360.0,4.0,
0.802,0.547,9.0,-12.085,1.0,0.131,0.0312,1.34e-06,0.326,0.492,86.576,audio_features,2mGxDOaHdBWnJY7V0In8Vx,spotify:track:2mGxDOaHdBWnJY7V0In8Vx,https://api.spotify.com/v1/tracks/2mGxDOaHdBWnJY7V0In8Vx,https://api.spotify.com/v1/audio-analysis/2mGxDOaHdBWnJY7V0In8Vx,259280.0,4.0,
0.798,0.639,4.0,-7.391,0.0,0.0424,0.00141,0.0,0.0836,0.421,129.443,audio_features,3oWXoSkjdbTlQlteizN7Hb,spotify:track:3oWXoSkjdbTlQlteizN7Hb,https://api.spotify.com/v1/tracks/3oWXoSkjdbTlQlteizN7Hb,https://api.spotify.com/v1/audio-analysis/3oWXoSkjdbTlQlteizN7Hb,225267.0,4.0,
0.439,0.434,7.0,-14.918,1.0,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,audio_features,0gEyKnHvgkrkBM6fbeHdwK,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,274707.0,4.0,
0.939,0.675,0.0,-7.232,1.0,0.211,0.0915,0.0,0.0565,0.795,96.918,audio_features,0Pu71wxadDlB8fJXfjIjeJ,spotify:track:0Pu71wxadDlB8fJXfjIjeJ,https://api.spotify.com/v1/tracks/0Pu71wxadDlB8fJXfjIjeJ,https://api.spotify.com/v1/audio-analysis/0Pu71wxadDlB8fJXfjIjeJ,248573.0,4.0,
0.792,0.618,1.0,-6.737,1.0,0.0531,0.143,0.0,0.111,0.15,132.031,audio_features,4lK208g4CpAn8ZwirAuaiQ,spotify:track:4lK208g4CpAn8ZwirAuaiQ,https://api.spotify.com/v1/tracks/4lK208g4CpAn8ZwirAuaiQ,https://api.spotify.com/v1/audio-analysis/4lK208g4CpAn8ZwirAuaiQ,129161.0,4.0,
0.238,0.791,10.0,-4.311,1.0,0.0399,0.109,0.0,0.325,0.25,153.931,audio_features,57udlq7E7Fg0NWMkJAexP9,spotify:track:57udlq7E7Fg0NWMkJAexP9,https://api.spotify.com/v1/tracks/57udlq7E7Fg0NWMkJAexP9,https://api.spotify.com/v1/audio-analysis/57udlq7E7Fg0NWMkJAexP9,202013.0,4.0,
0.865,0.557,2.0,-8.018,1.0,0.0612,0.0221,0.00353,0.0973,0.859,101.295,audio_features,6eB35pgMXdfhz5Z0WjwF1O,spotify:track:6eB35pgMXdfhz5Z0WjwF1O,https://api.spotify.com/v1/tracks/6eB35pgMXdfhz5Z0WjwF1O,https://api.spotify.com/v1/audio-analysis/6eB35pgMXdfhz5Z0WjwF1O,252400.0,4.0,
0.613,0.72,0.0,-7.957,1.0,0.0425,0.0132,0.0,0.104,0.561,117.341,audio_features,3TW48DvQ7ChwY1Yy1tkMaP,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/tracks/3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/audio-analysis/3TW48DvQ7ChwY1Yy1tkMaP,265867.0,4.0,
0.751,0.503,1.0,-10.419,0.0,0.0962,0.218,0.00486,0.136,0.17,100.016,audio_features,5uKeg9x7ykaz7xe13vL1hg,spotify:track:5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/tracks/5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/audio-analysis/5uKeg9x7ykaz7xe13vL1hg,77867.0,4.0,
0.578,0.742,4.0,-8.555,0.0,0.0504,0.0576,3.91e-05,0.181,0.606,81.991,audio_features,7Auxc2xfUFCjuk6XjoCdqt,spotify:track:7Auxc2xfUFCjuk6XjoCdqt,https://api.spotify.com/v1/tracks/7Auxc2xfUFCjuk6XjoCdqt,https://api.spotify.com/v1/audio-analysis/7Auxc2xfUFCjuk6XjoCdqt,292786.0,4.0,
0.497,0.465,1.0,-12.73,1.0,0.234,0.0354,0.125,0.0795,0.704,194.052,audio_features,44bZbArsAjauOJDbT3mW53,spotify:track:44bZbArsAjauOJDbT3mW53,https://api.spotify.com/v1/tracks/44bZbArsAjauOJDbT3mW53,https://api.spotify.com/v1/audio-analysis/44bZbArsAjauOJDbT3mW53,189330.0,4.0,
0.553,0.572,1.0,-6.703,1.0,0.039,0.000115,0.0,0.115,0.168,135.036,audio_features,3CnK206lwL8j2ETlzBC9go,spotify:track:3CnK206lwL8j2ETlzBC9go,https://api.spotify.com/v1/tracks/3CnK206lwL8j2ETlzBC9go,https://api.spotify.com/v1/audio-analysis/3CnK206lwL8j2ETlzBC9go,160560.0,3.0,
0.726,0.501,1.0,-13.884,0.0,0.154,0.155,0.0,0.0893,0.582,128.099,audio_features,6x53SJOV1PAZ8ZUwH4NFXQ,spotify:track:6x53SJOV1PAZ8ZUwH4NFXQ,https://api.spotify.com/v1/tracks/6x53SJOV1PAZ8ZUwH4NFXQ,https://api.spotify.com/v1/audio-analysis/6x53SJOV1PAZ8ZUwH4NFXQ,330945.0,4.0,
0.544,0.905,7.0,-10.732,1.0,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,audio_features,0cuq829zRNq4AEdmDJA4aw,spotify:track:0cuq829zRNq4AEdmDJA4aw,https://api.spotify.com/v1/tracks/0cuq829zRNq4AEdmDJA4aw,https://api.spotify.com/v1/audio-analysis/0cuq829zRNq4AEdmDJA4aw,256947.0,4.0,
0.516,0.448,10.0,-11.403,0.0,0.313,0.721,0.0,0.122,0.494,89.682,audio_features,7n6Zwr9JmTKQ6XjjYOjdLF,spotify:track:7n6Zwr9JmTKQ6XjjYOjdLF,https://api.spotify.com/v1/tracks/7n6Zwr9JmTKQ6XjjYOjdLF,https://api.spotify.com/v1/audio-analysis/7n6Zwr9JmTKQ6XjjYOjdLF,384773.0,4.0,
0.81,0.353,6.0,-9.931,0.0,0.31,0.588,0.0,0.102,0.0727,88.031,audio_features,0AluA5RNsa4Cx6XRhf2hWZ,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,208293.0,4.0,
0.909,0.633,1.0,-7.923,1.0,0.307,0.0921,0.63,0.238,0.433,145.075,audio_features,7hARdySaXWuTLeqBrYP2xf,spotify:track:7hARdySaXWuTLeqBrYP2xf,https://api.spotify.com/v1/tracks/7hARdySaXWuTLeqBrYP2xf,https://api.spotify.com/v1/audio-analysis/7hARdySaXWuTLeqBrYP2xf,129607.0,4.0,
0.763,0.742,6.0,-10.975,0.0,0.188,0.0984,0.0,0.38,0.483,98.145,audio_features,2LjiPAQOVazT8sRyXL3XRs,spotify:track:2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/tracks/2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/audio-analysis/2LjiPAQOVazT8sRyXL3XRs,268910.0,4.0,
0.743,0.446,4.0,-7.807,0.0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107.0,4.0,
0.888,0.822,5.0,-6.843,0.0,0.219,0.0025,0.0197,0.303,0.233,102.753,audio_features,4dY4JVC0Q9CwpeZ6JAclIc,spotify:track:4dY4JVC0Q9CwpeZ6JAclIc,https://api.spotify.com/v1/tracks/4dY4JVC0Q9CwpeZ6JAclIc,https://api.spotify.com/v1/audio-analysis/4dY4JVC0Q9CwpeZ6JAclIc,312360.0,4.0,
0.404,0.51,9.0,-11.353,1.0,0.0321,0.281,6.32e-06,0.0789,0.526,80.643,audio_features,2QVHmiFTjFsHyxONRdbkcq,spotify:track:2QVHmiFTjFsHyxONRdbkcq,https://api.spotify.com/v1/tracks/2QVHmiFTjFsHyxONRdbkcq,https://api.spotify.com/v1/audio-analysis/2QVHmiFTjFsHyxONRdbkcq,227267.0,4.0,
0.561,0.442,10.0,-10.687,1.0,0.0243,0.329,0.0,0.24,0.267,82.996,audio_features,3CUV8wsoTTKznGpEovrnZw,spotify:track:3CUV8wsoTTKznGpEovrnZw,https://api.spotify.com/v1/tracks/3CUV8wsoTTKznGpEovrnZw,https://api.spotify.com/v1/audio-analysis/3CUV8wsoTTKznGpEovrnZw,267600.0,4.0,
0.811,0.823,4.0,-5.921,0.0,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,audio_features,7L93GESzq43UkKUt5FsOCq,spotify:track:7L93GESzq43UkKUt5FsOCq,https://api.spotify.com/v1/tracks/7L93GESzq43UkKUt5FsOCq,https://api.spotify.com/v1/audio-analysis/7L93GESzq43UkKUt5FsOCq,218547.0,4.0,
0.683,0.554,6.0,-7.487,0.0,0.05,0.379,0.00011,0.0845,0.452,85.455,audio_features,6DHPLbudo5JXNdUlG7zDcC,spotify:track:6DHPLbudo5JXNdUlG7zDcC,https://api.spotify.com/v1/tracks/6DHPLbudo5JXNdUlG7zDcC,https://api.spotify.com/v1/audio-analysis/6DHPLbudo5JXNdUlG7zDcC,181499.0,4.0,
0.586,0.72,0.0,-5.556,1.0,0.035,0.000718,0.0,0.0949,0.481,97.057,audio_features,6GXgd1BPD9bUpqw5AntGV5,spotify:track:6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/tracks/6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/audio-analysis/6GXgd1BPD9bUpqw5AntGV5,193289.0,4.0,
0.562,0.934,5.0,-5.562,1.0,0.0607,0.00211,0.0,0.199,0.558,103.042,audio_features,5gB2IrxOCX2j9bMnHKP38i,spotify:track:5gB2IrxOCX2j9bMnHKP38i,https://api.spotify.com/v1/tracks/5gB2IrxOCX2j9bMnHKP38i,https://api.spotify.com/v1/audio-analysis/5gB2IrxOCX2j9bMnHKP38i,275640.0,4.0,
0.8,0.563,9.0,-10.209,1.0,0.0303,0.051,0.0,0.0797,0.961,121.808,audio_features,2EoIt9vdgFRNW03u5IvFsQ,spotify:track:2EoIt9vdgFRNW03u5IvFsQ,https://api.spotify.com/v1/tracks/2EoIt9vdgFRNW03u5IvFsQ,https://api.spotify.com/v1/audio-analysis/2EoIt9vdgFRNW03u5IvFsQ,203373.0,4.0,
0.926,0.669,1.0,-11.271,1.0,0.301,0.0051,0.0,0.0887,0.642,128.462,audio_features,1SAkL1mYNJlaqnBQxVZrRl,spotify:track:1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/tracks/1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/audio-analysis/1SAkL1mYNJlaqnBQxVZrRl,262827.0,4.0,
0.603,0.693,1.0,-7.832,1.0,0.425,0.16,0.0,0.315,0.795,136.507,audio_features,6jF3FFsAvliEqH0mWrkOla,spotify:track:6jF3FFsAvliEqH0mWrkOla,https://api.spotify.com/v1/tracks/6jF3FFsAvliEqH0mWrkOla,https://api.spotify.com/v1/audio-analysis/6jF3FFsAvliEqH0mWrkOla,91867.0,4.0,
0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600.0,4.0,
0.72,0.653,1.0,-5.443,1.0,0.195,0.202,0.0,0.06,0.964,158.111,audio_features,1l2B9MSxxP570fk7oRDwNk,spotify:track:1l2B9MSxxP570fk7oRDwNk,https://api.spotify.com/v1/tracks/1l2B9MSxxP570fk7oRDwNk,https://api.spotify.com/v1/audio-analysis/1l2B9MSxxP570fk7oRDwNk,151899.0,4.0,
0.672,0.52,7.0,-9.965,0.0,0.0407,0.0985,1.28e-06,0.0365,0.551,137.213,audio_features,18sytW2s53Of6NVudQyUlH,spotify:track:18sytW2s53Of6NVudQyUlH,https://api.spotify.com/v1/tracks/18sytW2s53Of6NVudQyUlH,https://api.spotify.com/v1/audio-analysis/18sytW2s53Of6NVudQyUlH,356960.0,4.0,
0.432,0.0877,8.0,-27.006,1.0,0.068,0.995,0.922,0.117,0.149,79.203,audio_features,1h9sbBtqXjji9nnBsxaxNR,spotify:track:1h9sbBtqXjji9nnBsxaxNR,https://api.spotify.com/v1/tracks/1h9sbBtqXjji9nnBsxaxNR,https://api.spotify.com/v1/audio-analysis/1h9sbBtqXjji9nnBsxaxNR,167056.0,4.0,
0.688,0.284,4.0,-13.577,1.0,0.0574,0.359,0.0,0.127,0.482,83.433,audio_features,0eifvmNPHWaSh4IKNR4Xva,spotify:track:0eifvmNPHWaSh4IKNR4Xva,https://api.spotify.com/v1/tracks/0eifvmNPHWaSh4IKNR4Xva,https://api.spotify.com/v1/audio-analysis/0eifvmNPHWaSh4IKNR4Xva,208080.0,4.0,
0.622,0.867,0.0,-9.157,0.0,0.0508,0.00465,0.00274,0.0809,0.87,132.022,audio_features,3qEODCkVZpKfTqbNsorj8j,spotify:track:3qEODCkVZpKfTqbNsorj8j,https://api.spotify.com/v1/tracks/3qEODCkVZpKfTqbNsorj8j,https://api.spotify.com/v1/audio-analysis/3qEODCkVZpKfTqbNsorj8j,282947.0,4.0,
0.166,0.00398,4.0,-34.203,1.0,0.0515,0.861,0.906,0.112,0.113,128.278,audio_features,4HJJh915LuQpMjEO0tFwhx,spotify:track:4HJJh915LuQpMjEO0tFwhx,https://api.spotify.com/v1/tracks/4HJJh915LuQpMjEO0tFwhx,https://api.spotify.com/v1/audio-analysis/4HJJh915LuQpMjEO0tFwhx,160000.0,4.0,
0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920.0,4.0,
0.19,0.0542,0.0,-20.29,1.0,0.0405,0.962,0.477,0.103,0.362,168.375,audio_features,7KliUWt470SHZX8pKl3CT7,spotify:track:7KliUWt470SHZX8pKl3CT7,https://api.spotify.com/v1/tracks/7KliUWt470SHZX8pKl3CT7,https://api.spotify.com/v1/audio-analysis/7KliUWt470SHZX8pKl3CT7,114560.0,3.0,
0.635,0.537,7.0,-7.895,0.0,0.0832,0.172,0.0,0.418,0.383,125.028,audio_features,3wwo0bJvDSorOpNfzEkfXx,spotify:track:3wwo0bJvDSorOpNfzEkfXx,https://api.spotify.com/v1/tracks/3wwo0bJvDSorOpNfzEkfXx,https://api.spotify.com/v1/audio-analysis/3wwo0bJvDSorOpNfzEkfXx,215381.0,4.0,
0.395,0.917,8.0,-6.86,1.0,0.133,0.00143,0.0,0.261,0.563,169.088,audio_features,4uVjbl6daCwjhDur7qLddu,spotify:track:4uVjbl6daCwjhDur7qLddu,https://api.spotify.com/v1/tracks/4uVjbl6daCwjhDur7qLddu,https://api.spotify.com/v1/audio-analysis/4uVjbl6daCwjhDur7qLddu,197640.0,4.0,
0.764,0.525,8.0,-5.969,1.0,0.048,0.0296,0.0,0.0993,0.787,95.813,audio_features,6zOg9gP62RJSsKFeOBAgvH,spotify:track:6zOg9gP62RJSsKFeOBAgvH,https://api.spotify.com/v1/tracks/6zOg9gP62RJSsKFeOBAgvH,https://api.spotify.com/v1/audio-analysis/6zOg9gP62RJSsKFeOBAgvH,289413.0,4.0,
0.612,0.934,9.0,-5.126,0.0,0.0663,0.049,0.0,0.103,0.293,130.002,audio_features,19Xbs8nrPaB4XGK5nVBbFC,spotify:track:19Xbs8nrPaB4XGK5nVBbFC,https://api.spotify.com/v1/tracks/19Xbs8nrPaB4XGK5nVBbFC,https://api.spotify.com/v1/audio-analysis/19Xbs8nrPaB4XGK5nVBbFC,204352.0,4.0,
0.452,0.524,0.0,-10.108,1.0,0.0351,0.315,0.0,0.103,0.246,151.505,audio_features,3ovjw5HZZv43SxTwApooCM,spotify:track:3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/tracks/3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/audio-analysis/3ovjw5HZZv43SxTwApooCM,312360.0,4.0,
0.221,0.282,11.0,-12.259,1.0,0.0436,0.985,0.00014,0.142,0.171,155.558,audio_features,5xLYRX8S5vRuwM6TT9iLXw,spotify:track:5xLYRX8S5vRuwM6TT9iLXw,https://api.spotify.com/v1/tracks/5xLYRX8S5vRuwM6TT9iLXw,https://api.spotify.com/v1/audio-analysis/5xLYRX8S5vRuwM6TT9iLXw,106587.0,4.0,
0.775,0.707,10.0,-5.339,0.0,0.152,0.397,0.0,0.874,0.78,104.979,audio_features,3gJDgenxLephg09x86IxPs,spotify:track:3gJDgenxLephg09x86IxPs,https://api.spotify.com/v1/tracks/3gJDgenxLephg09x86IxPs,https://api.spotify.com/v1/audio-analysis/3gJDgenxLephg09x86IxPs,244198.0,4.0,
0.571,0.987,0.0,-5.401,0.0,0.0343,0.045,0.905,0.302,0.891,131.85,audio_features,1h03RlDAS9H7QWX82HdO9x,spotify:track:1h03RlDAS9H7QWX82HdO9x,https://api.spotify.com/v1/tracks/1h03RlDAS9H7QWX82HdO9x,https://api.spotify.com/v1/audio-analysis/1h03RlDAS9H7QWX82HdO9x,226992.0,4.0,
0.576,0.777,9.0,-2.881,1.0,0.0324,0.051,0.0,0.32,0.428,115.028,audio_features,73OX8GdpOeGzKC6OvGSbsv,spotify:track:73OX8GdpOeGzKC6OvGSbsv,https://api.spotify.com/v1/tracks/73OX8GdpOeGzKC6OvGSbsv,https://api.spotify.com/v1/audio-analysis/73OX8GdpOeGzKC6OvGSbsv,199200.0,4.0,
0.636,0.848,1.0,-6.854,1.0,0.0362,0.000339,0.0402,0.141,0.934,104.073,audio_features,5VYTKiOnHw4iTrB9pG3yum,spotify:track:5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/tracks/5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/audio-analysis/5VYTKiOnHw4iTrB9pG3yum,209813.0,4.0,
0.484,0.641,5.0,-12.612,1.0,0.0377,0.000779,0.278,0.0738,0.181,119.981,audio_features,1SShxVVBeZBCY7WddnksPz,spotify:track:1SShxVVBeZBCY7WddnksPz,https://api.spotify.com/v1/tracks/1SShxVVBeZBCY7WddnksPz,https://api.spotify.com/v1/audio-analysis/1SShxVVBeZBCY7WddnksPz,451827.0,4.0,
0.462,0.628,7.0,-5.659,1.0,0.0274,0.0534,0.00025,0.12,0.0981,140.049,audio_features,6OSyCAmXT4Gkd3OQ2aPOaF,spotify:track:6OSyCAmXT4Gkd3OQ2aPOaF,https://api.spotify.com/v1/tracks/6OSyCAmXT4Gkd3OQ2aPOaF,https://api.spotify.com/v1/audio-analysis/6OSyCAmXT4Gkd3OQ2aPOaF,347760.0,4.0,
0.66,0.711,5.0,-10.211,1.0,0.0334,0.181,7.47e-06,0.0647,0.726,109.328,audio_features,6oNvmplQGUkmAh441Teows,spotify:track:6oNvmplQGUkmAh441Teows,https://api.spotify.com/v1/tracks/6oNvmplQGUkmAh441Teows,https://api.spotify.com/v1/audio-analysis/6oNvmplQGUkmAh441Teows,227640.0,4.0,
0.689,0.711,10.0,-6.344,0.0,0.0375,0.0263,0.00764,0.0368,0.632,113.657,audio_features,0ljyDzqD8DEro3JIrF0Zxb,spotify:track:0ljyDzqD8DEro3JIrF0Zxb,https://api.spotify.com/v1/tracks/0ljyDzqD8DEro3JIrF0Zxb,https://api.spotify.com/v1/audio-analysis/0ljyDzqD8DEro3JIrF0Zxb,188908.0,4.0,
0.551,0.291,5.0,-12.544,1.0,0.0283,0.434,3.78e-05,0.11,0.0823,119.005,audio_features,5932kbyNt445gDTT2chRUS,spotify:track:5932kbyNt445gDTT2chRUS,https://api.spotify.com/v1/tracks/5932kbyNt445gDTT2chRUS,https://api.spotify.com/v1/audio-analysis/5932kbyNt445gDTT2chRUS,350667.0,3.0,
0.79,0.54,6.0,-9.885,1.0,0.157,0.0463,2.73e-05,0.12,0.66,100.014,audio_features,27yTXIaIJkYtbV4pvbiQWD,spotify:track:27yTXIaIJkYtbV4pvbiQWD,https://api.spotify.com/v1/tracks/27yTXIaIJkYtbV4pvbiQWD,https://api.spotify.com/v1/audio-analysis/27yTXIaIJkYtbV4pvbiQWD,157060.0,4.0,
0.466,0.403,4.0,-10.441,0.0,0.0502,0.59,9.51e-05,0.1,0.0967,75.033,audio_features,2ye9iWj5V4g6k6HFeTTAKa,spotify:track:2ye9iWj5V4g6k6HFeTTAKa,https://api.spotify.com/v1/tracks/2ye9iWj5V4g6k6HFeTTAKa,https://api.spotify.com/v1/audio-analysis/2ye9iWj5V4g6k6HFeTTAKa,249102.0,4.0,
0.559,0.815,4.0,-4.671,1.0,0.0316,0.00713,0.0,0.139,0.622,134.052,audio_features,5xYI4ZcyAHq3ruRnFazHnN,spotify:track:5xYI4ZcyAHq3ruRnFazHnN,https://api.spotify.com/v1/tracks/5xYI4ZcyAHq3ruRnFazHnN,https://api.spotify.com/v1/audio-analysis/5xYI4ZcyAHq3ruRnFazHnN,202227.0,4.0,
0.663,0.296,9.0,-18.09,1.0,0.0294,0.68,0.00837,0.0879,0.359,112.306,audio_features,7w5AOd6HrDIHewHfpABEss,spotify:track:7w5AOd6HrDIHewHfpABEss,https://api.spotify.com/v1/tracks/7w5AOd6HrDIHewHfpABEss,https://api.spotify.com/v1/audio-analysis/7w5AOd6HrDIHewHfpABEss,289067.0,4.0,
0.663,0.6,7.0,-10.87,1.0,0.032,0.43,0.0,0.184,0.8,129.991,audio_features,7tqhbajSfrz2F7E1Z75ASX,spotify:track:7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,151667.0,4.0,
0.683,0.661,1.0,-12.823,1.0,0.0459,0.137,0.557,0.0772,0.707,96.956,audio_features,3lRgzwd3g1TewI4zjgbh9V,spotify:track:3lRgzwd3g1TewI4zjgbh9V,https://api.spotify.com/v1/tracks/3lRgzwd3g1TewI4zjgbh9V,https://api.spotify.com/v1/audio-analysis/3lRgzwd3g1TewI4zjgbh9V,281333.0,4.0,
0.22,0.339,1.0,-8.082,1.0,0.037,0.812,0.0,0.139,0.0887,61.764,audio_features,6GWAYg3cZzizs3FAJzdydD,spotify:track:6GWAYg3cZzizs3FAJzdydD,https://api.spotify.com/v1/tracks/6GWAYg3cZzizs3FAJzdydD,https://api.spotify.com/v1/audio-analysis/6GWAYg3cZzizs3FAJzdydD,306829.0,4.0,
