,format,metric,year,value_actual
106,Cassette,Units,2006,0.7
107,Cassette,Units,2007,0.4
108,Cassette,Units,2008,0.1
109,Cassette,Units,2009,0.0
110,Cassette,Units,2010,0.0
111,Cassette,Units,2011,0.0
112,Cassette,Units,2012,0.0
113,Cassette,Units,2013,0.0
114,Cassette,Units,2014,0.0
115,Cassette,Units,2015,0.0
116,Cassette,Units,2016,0.0
117,Cassette,Units,2017,0.0
118,Cassette,Units,2018,0.0
119,Cassette,Units,2019,0.0
120,Cassette Single,Units,1980,0.0
121,Cassette Single,Units,1981,0.0
122,Cassette Single,Units,1982,0.0
123,Cassette Single,Units,1983,0.0
124,Cassette Single,Units,1984,0.0
125,Cassette Single,Units,1985,0.0
126,Cassette Single,Units,1986,0.0
127,Cassette Single,Units,1987,5.1
128,Cassette Single,Units,1988,22.5
129,Cassette Single,Units,1989,76.2
130,Cassette Single,Units,1990,87.4
131,Cassette Single,Units,1991,69.0
132,Cassette Single,Units,1992,84.6
133,Cassette Single,Units,1993,85.6
134,Cassette Single,Units,1994,81.1
135,Cassette Single,Units,1995,70.7
136,Cassette Single,Units,1996,59.9
137,Cassette Single,Units,1997,42.2
138,Cassette Single,Units,1998,26.4
139,Cassette Single,Units,1999,14.2
140,Cassette Single,Units,2000,1.3
141,Cassette Single,Units,2001,-1.5
142,Cassette Single,Units,2002,-0.5
143,Cassette Single,Units,2003,0.0
144,Cassette Single,Units,2004,0.0
145,Cassette Single,Units,2005,0.0
146,Cassette Single,Units,2006,0.0
147,Cassette Single,Units,2007,0.0
148,Cassette Single,Units,2008,0.0
149,Cassette Single,Units,2009,0.0
150,Cassette Single,Units,2010,0.0
151,Cassette Single,Units,2011,0.0
152,Cassette Single,Units,2012,0.0
153,Cassette Single,Units,2013,0.0
154,Cassette Single,Units,2014,0.0
155,Cassette Single,Units,2015,0.0
156,Cassette Single,Units,2016,0.0
157,Cassette Single,Units,2017,0.0
158,Cassette Single,Units,2018,0.0
159,Cassette Single,Units,2019,0.0
160,LP/EP,Units,1980,308.0
161,LP/EP,Units,1981,295.2
162,LP/EP,Units,1982,243.9
163,LP/EP,Units,1983,209.6
164,LP/EP,Units,1984,204.6
165,LP/EP,Units,1985,167.0
166,LP/EP,Units,1986,125.2
167,LP/EP,Units,1987,107.0
168,LP/EP,Units,1988,72.4
169,LP/EP,Units,1989,34.6
170,LP/EP,Units,1990,11.7
171,LP/EP,Units,1991,4.8
172,LP/EP,Units,1992,2.3
173,LP/EP,Units,1993,1.2
174,LP/EP,Units,1994,1.9
175,LP/EP,Units,1995,2.2
176,LP/EP,Units,1996,2.9
177,LP/EP,Units,1997,2.7
178,LP/EP,Units,1998,3.4
179,LP/EP,Units,1999,2.9
180,LP/EP,Units,2000,2.2
181,LP/EP,Units,2001,2.3
182,LP/EP,Units,2002,1.743
183,LP/EP,Units,2003,1.5
184,LP/EP,Units,2004,1.4
185,LP/EP,Units,2005,1.0
186,LP/EP,Units,2006,0.9
187,LP/EP,Units,2007,1.3
188,LP/EP,Units,2008,2.9
189,LP/EP,Units,2009,3.5
190,LP/EP,Units,2010,4.2
191,LP/EP,Units,2011,5.5
192,LP/EP,Units,2012,6.915365189
193,LP/EP,Units,2013,9.35128587
194,LP/EP,Units,2014,10.315563906
195,LP/EP,Units,2015,13.68102972
196,LP/EP,Units,2016,14.770886026
197,LP/EP,Units,2017,15.556089168
198,LP/EP,Units,2018,16.670127326
199,LP/EP,Units,2019,19.103162826
200,Vinyl Single,Units,1980,157.0
201,Vinyl Single,Units,1981,154.7
202,Vinyl Single,Units,1982,137.2
203,Vinyl Single,Units,1983,124.8
204,Vinyl Single,Units,1984,131.5
205,Vinyl Single,Units,1985,120.7
206,Vinyl Single,Units,1986,93.9
207,Vinyl Single,Units,1987,82.0
208,Vinyl Single,Units,1988,65.6
209,Vinyl Single,Units,1989,36.6
210,Vinyl Single,Units,1990,27.6
211,Vinyl Single,Units,1991,22.0
212,Vinyl Single,Units,1992,19.8
213,Vinyl Single,Units,1993,15.1
214,Vinyl Single,Units,1994,11.7
215,Vinyl Single,Units,1995,10.2
216,Vinyl Single,Units,1996,10.1
217,Vinyl Single,Units,1997,7.5
218,Vinyl Single,Units,1998,5.4
219,Vinyl Single,Units,1999,5.3
220,Vinyl Single,Units,2000,4.8
221,Vinyl Single,Units,2001,5.5
222,Vinyl Single,Units,2002,4.4
223,Vinyl Single,Units,2003,3.8
224,Vinyl Single,Units,2004,3.5
225,Vinyl Single,Units,2005,2.3
226,Vinyl Single,Units,2006,1.5
227,Vinyl Single,Units,2007,0.6
228,Vinyl Single,Units,2008,0.4
229,Vinyl Single,Units,2009,0.3
230,Vinyl Single,Units,2010,0.3
231,Vinyl Single,Units,2011,0.4
232,Vinyl Single,Units,2012,0.388573687
233,Vinyl Single,Units,2013,0.315817054
234,Vinyl Single,Units,2014,0.481198278
235,Vinyl Single,Units,2015,0.50786991
236,Vinyl Single,Units,2016,0.404330651
237,Vinyl Single,Units,2017,0.402959365
238,Vinyl Single,Units,2018,0.346165002
239,Vinyl Single,Units,2019,0.336120488
240,8 - Track,Units,1980,85.0
241,8 - Track,Units,1981,50.0
242,8 - Track,Units,1982,13.7
243,8 - Track,Units,1983,0.0
244,8 - Track,Units,1984,0.0
245,8 - Track,Units,1985,0.0
246,8 - Track,Units,1986,0.0
247,8 - Track,Units,1987,0.0
248,8 - Track,Units,1988,0.0
249,8 - Track,Units,1989,0.0
250,8 - Track,Units,1990,0.0
251,8 - Track,Units,1991,0.0
252,8 - Track,Units,1992,0.0
253,8 - Track,Units,1993,0.0
254,8 - Track,Units,1994,0.0
255,8 - Track,Units,1995,0.0
256,8 - Track,Units,1996,0.0
257,8 - Track,Units,1997,0.0
258,8 - Track,Units,1998,0.0
259,8 - Track,Units,1999,0.0
260,8 - Track,Units,2000,0.0
261,8 - Track,Units,2001,0.0
262,8 - Track,Units,2002,0.0
263,8 - Track,Units,2003,0.0
264,8 - Track,Units,2004,0.0
265,8 - Track,Units,2005,0.0
266,8 - Track,Units,2006,0.0
267,8 - Track,Units,2007,0.0
268,8 - Track,Units,2008,0.0
269,8 - Track,Units,2009,0.0
270,8 - Track,Units,2010,0.0
271,8 - Track,Units,2011,0.0
272,8 - Track,Units,2012,0.0
273,8 - Track,Units,2013,0.0
274,8 - Track,Units,2014,0.0
275,8 - Track,Units,2015,0.0
276,8 - Track,Units,2016,0.0
277,8 - Track,Units,2017,0.0
278,8 - Track,Units,2018,0.0
279,8 - Track,Units,2019,0.0
280,Other Tapes,Units,1980,0.0
281,Other Tapes,Units,1981,0.0
282,Other Tapes,Units,1982,0.0
283,Other Tapes,Units,1983,0.0
284,Other Tapes,Units,1984,0.0
285,Other Tapes,Units,1985,0.0
286,Other Tapes,Units,1986,0.0
287,Other Tapes,Units,1987,0.0
288,Other Tapes,Units,1988,0.0
289,Other Tapes,Units,1989,0.0
290,Other Tapes,Units,1990,0.0
291,Other Tapes,Units,1991,0.0
292,Other Tapes,Units,1992,0.0
293,Other Tapes,Units,1993,0.0
294,Other Tapes,Units,1994,0.0
295,Other Tapes,Units,1995,0.0
296,Other Tapes,Units,1996,0.0
297,Other Tapes,Units,1997,0.0
298,Other Tapes,Units,1998,0.0
299,Other Tapes,Units,1999,0.0
300,Other Tapes,Units,2000,0.0
301,Other Tapes,Units,2001,0.0
302,Other Tapes,Units,2002,0.0
303,Other Tapes,Units,2003,0.0
304,Other Tapes,Units,2004,0.0
305,Other Tapes,Units,2005,0.0
306,Other Tapes,Units,2006,0.0
307,Other Tapes,Units,2007,0.0
308,Other Tapes,Units,2008,0.0
309,Other Tapes,Units,2009,0.0
310,Other Tapes,Units,2010,0.0
311,Other Tapes,Units,2011,0.0
312,Other Tapes,Units,2012,0.0
313,Other Tapes,Units,2013,0.0
314,Other Tapes,Units,2014,0.0
315,Other Tapes,Units,2015,0.0
316,Other Tapes,Units,2016,0.0
317,Other Tapes,Units,2017,0.0
318,Other Tapes,Units,2018,0.0
319,Other Tapes,Units,2019,0.0
320,Music Video (Physical),Units,1980,0.0
321,Music Video (Physical),Units,1981,0.0
322,Music Video (Physical),Units,1982,0.0
323,Music Video (Physical),Units,1983,0.0
324,Music Video (Physical),Units,1984,0.0
325,Music Video (Physical),Units,1985,0.0
326,Music Video (Physical),Units,1986,0.0
327,Music Video (Physical),Units,1987,0.0
328,Music Video (Physical),Units,1988,0.0
329,Music Video (Physical),Units,1989,6.1
330,Music Video (Physical),Units,1990,9.2
331,Music Video (Physical),Units,1991,6.1
332,Music Video (Physical),Units,1992,7.6
333,Music Video (Physical),Units,1993,11.0
334,Music Video (Physical),Units,1994,11.2
335,Music Video (Physical),Units,1995,12.6
336,Music Video (Physical),Units,1996,16.9
337,Music Video (Physical),Units,1997,18.6
338,Music Video (Physical),Units,1998,27.2
339,Music Video (Physical),Units,1999,19.8
340,Music Video (Physical),Units,2000,18.2
341,Music Video (Physical),Units,2001,17.7
342,Music Video (Physical),Units,2002,14.7
343,Music Video (Physical),Units,2003,19.9
344,Music Video (Physical),Units,2004,32.8
345,Music Video (Physical),Units,2005,33.8
346,Music Video (Physical),Units,2006,23.2
347,Music Video (Physical),Units,2007,27.5
348,Music Video (Physical),Units,2008,13.2
349,Music Video (Physical),Units,2009,11.6
350,Music Video (Physical),Units,2010,9.1
351,Music Video (Physical),Units,2011,7.7
352,Music Video (Physical),Units,2012,6.032725467
353,Music Video (Physical),Units,2013,4.814626524
354,Music Video (Physical),Units,2014,4.065323601
355,Music Video (Physical),Units,2015,3.133228006
356,Music Video (Physical),Units,2016,2.495531725
357,Music Video (Physical),Units,2017,1.87712837
358,Music Video (Physical),Units,2018,1.395058021
359,Music Video (Physical),Units,2019,1.32294236
360,DVD Audio,Units,1980,0.0
361,DVD Audio,Units,1981,0.0
362,DVD Audio,Units,1982,0.0
363,DVD Audio,Units,1983,0.0
364,DVD Audio,Units,1984,0.0
365,DVD Audio,Units,1985,0.0
366,DVD Audio,Units,1986,0.0
367,DVD Audio,Units,1987,0.0
368,DVD Audio,Units,1988,0.0
369,DVD Audio,Units,1989,0.0
370,DVD Audio,Units,1990,0.0
371,DVD Audio,Units,1991,0.0
372,DVD Audio,Units,1992,0.0
373,DVD Audio,Units,1993,0.0
374,DVD Audio,Units,1994,0.0
375,DVD Audio,Units,1995,0.0
376,DVD Audio,Units,1996,0.0
377,DVD Audio,Units,1997,0.0
378,DVD Audio,Units,1998,0.0
379,DVD Audio,Units,1999,0.0
380,DVD Audio,Units,2000,0.0
381,DVD Audio,Units,2001,0.263
382,DVD Audio,Units,2002,0.43
383,DVD Audio,Units,2003,0.4
384,DVD Audio,Units,2004,0.3
385,DVD Audio,Units,2005,0.5
386,DVD Audio,Units,2006,0.1
387,DVD Audio,Units,2007,0.2
388,DVD Audio,Units,2008,0.04
389,DVD Audio,Units,2009,0.1
390,DVD Audio,Units,2010,0.04
391,DVD Audio,Units,2011,0.01
392,DVD Audio,Units,2012,0.008533145
393,DVD Audio,Units,2013,-0.054735168
394,DVD Audio,Units,2014,0.066542722
395,DVD Audio,Units,2015,0.179506738
396,DVD Audio,Units,2016,0.085898932
397,DVD Audio,Units,2017,0.061332251
398,DVD Audio,Units,2018,0.092803246
399,DVD Audio,Units,2019,0.027982262
400,SACD,Units,1980,0.0
401,SACD,Units,1981,0.0
402,SACD,Units,1982,0.0
403,SACD,Units,1983,0.0
404,SACD,Units,1984,0.0
405,SACD,Units,1985,0.0
406,SACD,Units,1986,0.0
407,SACD,Units,1987,0.0
408,SACD,Units,1988,0.0
409,SACD,Units,1989,0.0
410,SACD,Units,1990,0.0
411,SACD,Units,1991,0.0
412,SACD,Units,1992,0.0
413,SACD,Units,1993,0.0
414,SACD,Units,1994,0.0
415,SACD,Units,1995,0.0
416,SACD,Units,1996,0.0
417,SACD,Units,1997,0.0
418,SACD,Units,1998,0.0
419,SACD,Units,1999,0.0
420,SACD,Units,2000,0.0
421,SACD,Units,2001,0.0
422,SACD,Units,2002,0.0
423,SACD,Units,2003,1.3
424,SACD,Units,2004,0.8
425,SACD,Units,2005,0.5
426,SACD,Units,2006,0.3
427,SACD,Units,2007,0.2
428,SACD,Units,2008,0.1
429,SACD,Units,2009,0.1
430,SACD,Units,2010,0.1
431,SACD,Units,2011,0.1
432,SACD,Units,2012,0.065446
433,SACD,Units,2013,0.044683
434,SACD,Units,2014,0.030486
435,SACD,Units,2015,0.041633
436,SACD,Units,2016,0.045272
437,SACD,Units,2017,0.032749
438,SACD,Units,2018,0.032804
439,SACD,Units,2019,0.017654
440,Download Single,Units,1980,0.0
441,Download Single,Units,1981,0.0
442,Download Single,Units,1982,0.0
443,Download Single,Units,1983,0.0
444,Download Single,Units,1984,0.0
445,Download Single,Units,1985,0.0
446,Download Single,Units,1986,0.0
447,Download Single,Units,1987,0.0
448,Download Single,Units,1988,0.0
449,Download Single,Units,1989,0.0
450,Download Single,Units,1990,0.0
451,Download Single,Units,1991,0.0
452,Download Single,Units,1992,0.0
453,Download Single,Units,1993,0.0
454,Download Single,Units,1994,0.0
455,Download Single,Units,1995,0.0
456,Download Single,Units,1996,0.0
457,Download Single,Units,1997,0.0
458,Download Single,Units,1998,0.0
459,Download Single,Units,1999,0.0
460,Download Single,Units,2000,0.0
461,Download Single,Units,2001,0.0
462,Download Single,Units,2002,0.0
463,Download Single,Units,2003,0.0
464,Download Single,Units,2004,139.4
465,Download Single,Units,2005,366.9
466,Download Single,Units,2006,586.4
467,Download Single,Units,2007,819.4
468,Download Single,Units,2008,1042.7
469,Download Single,Units,2009,1124.4
470,Download Single,Units,2010,1177.4
471,Download Single,Units,2011,1332.3
472,Download Single,Units,2012,1402.739373351
473,Download Single,Units,2013,1332.795365733
474,Download Single,Units,2014,1154.37932687
475,Download Single,Units,2015,986.2550359
476,Download Single,Units,2016,743.003413783
477,Download Single,Units,2017,553.516151775
478,Download Single,Units,2018,399.773852346
479,Download Single,Units,2019,335.339193535
480,Download Album,Units,1980,0.0
481,Download Album,Units,1981,0.0
482,Download Album,Units,1982,0.0
483,Download Album,Units,1983,0.0
484,Download Album,Units,1984,0.0
485,Download Album,Units,1985,0.0
486,Download Album,Units,1986,0.0
487,Download Album,Units,1987,0.0
488,Download Album,Units,1988,0.0
489,Download Album,Units,1989,0.0
490,Download Album,Units,1990,0.0
491,Download Album,Units,1991,0.0
492,Download Album,Units,1992,0.0
493,Download Album,Units,1993,0.0
494,Download Album,Units,1994,0.0
495,Download Album,Units,1995,0.0
496,Download Album,Units,1996,0.0
497,Download Album,Units,1997,0.0
498,Download Album,Units,1998,0.0
499,Download Album,Units,1999,0.0
500,Download Album,Units,2000,0.0
501,Download Album,Units,2001,0.0
502,Download Album,Units,2002,0.0
503,Download Album,Units,2003,0.0
504,Download Album,Units,2004,4.6
505,Download Album,Units,2005,13.6
506,Download Album,Units,2006,27.6
507,Download Album,Units,2007,49.8
508,Download Album,Units,2008,63.6
509,Download Album,Units,2009,74.5
510,Download Album,Units,2010,85.8
511,Download Album,Units,2011,103.9
512,Download Album,Units,2012,116.733631841
513,Download Album,Units,2013,117.979213042
514,Download Album,Units,2014,114.230470801
515,Download Album,Units,2015,106.783884116
516,Download Album,Units,2016,85.123349893
517,Download Album,Units,2017,66.386103763
518,Download Album,Units,2018,49.734924535
519,Download Album,Units,2019,40.202712338
520,Kiosk,Units,1980,0.0
521,Kiosk,Units,1981,0.0
522,Kiosk,Units,1982,0.0
523,Kiosk,Units,1983,0.0
524,Kiosk,Units,1984,0.0
525,Kiosk,Units,1985,0.0
526,Kiosk,Units,1986,0.0
527,Kiosk,Units,1987,0.0
528,Kiosk,Units,1988,0.0
529,Kiosk,Units,1989,0.0
530,Kiosk,Units,1990,0.0
531,Kiosk,Units,1991,0.0
532,Kiosk,Units,1992,0.0
533,Kiosk,Units,1993,0.0
534,Kiosk,Units,1994,0.0
535,Kiosk,Units,1995,0.0
536,Kiosk,Units,1996,0.0
537,Kiosk,Units,1997,0.0
538,Kiosk,Units,1998,0.0
539,Kiosk,Units,1999,0.0
540,Kiosk,Units,2000,0.0
541,Kiosk,Units,2001,0.0
542,Kiosk,Units,2002,0.0
543,Kiosk,Units,2003,0.0
544,Kiosk,Units,2004,0.0
545,Kiosk,Units,2005,0.7
546,Kiosk,Units,2006,1.4
547,Kiosk,Units,2007,1.8
548,Kiosk,Units,2008,1.6
549,Kiosk,Units,2009,1.7
550,Kiosk,Units,2010,1.7
551,Kiosk,Units,2011,1.3
552,Kiosk,Units,2012,1.95507
553,Kiosk,Units,2013,3.7442
554,Kiosk,Units,2014,1.592073358
555,Kiosk,Units,2015,2.202659889
556,Kiosk,Units,2016,1.74878121
557,Kiosk,Units,2017,1.322377717
558,Kiosk,Units,2018,1.097856529
559,Kiosk,Units,2019,0.899703865
560,Download Music Video,Units,1980,0.0
561,Download Music Video,Units,1981,0.0
562,Download Music Video,Units,1982,0.0
563,Download Music Video,Units,1983,0.0
564,Download Music Video,Units,1984,0.0
565,Download Music Video,Units,1985,0.0
566,Download Music Video,Units,1986,0.0
567,Download Music Video,Units,1987,0.0
568,Download Music Video,Units,1988,0.0
569,Download Music Video,Units,1989,0.0
570,Download Music Video,Units,1990,0.0
571,Download Music Video,Units,1991,0.0
572,Download Music Video,Units,1992,0.0
573,Download Music Video,Units,1993,0.0
574,Download Music Video,Units,1994,0.0
575,Download Music Video,Units,1995,0.0
576,Download Music Video,Units,1996,0.0
577,Download Music Video,Units,1997,0.0
578,Download Music Video,Units,1998,0.0
579,Download Music Video,Units,1999,0.0
580,Download Music Video,Units,2000,0.0
581,Download Music Video,Units,2001,0.0
582,Download Music Video,Units,2002,0.0
583,Download Music Video,Units,2003,0.0
584,Download Music Video,Units,2004,0.0
585,Download Music Video,Units,2005,1.9
586,Download Music Video,Units,2006,9.9
587,Download Music Video,Units,2007,14.2
588,Download Music Video,Units,2008,20.8
589,Download Music Video,Units,2009,20.5
590,Download Music Video,Units,2010,18.4
591,Download Music Video,Units,2011,16.3
592,Download Music Video,Units,2012,10.473489
593,Download Music Video,Units,2013,8.412464
594,Download Music Video,Units,2014,6.82264392
595,Download Music Video,Units,2015,3.223325002
596,Download Music Video,Units,2016,2.145427196
597,Download Music Video,Units,2017,1.399889693
598,Download Music Video,Units,2018,1.115985226
599,Download Music Video,Units,2019,0.93412583
600,Ringtones & Ringbacks,Units,1980,0.0
601,Ringtones & Ringbacks,Units,1981,0.0
602,Ringtones & Ringbacks,Units,1982,0.0
603,Ringtones & Ringbacks,Units,1983,0.0
604,Ringtones & Ringbacks,Units,1984,0.0
605,Ringtones & Ringbacks,Units,1985,0.0
606,Ringtones & Ringbacks,Units,1986,0.0
607,Ringtones & Ringbacks,Units,1987,0.0
608,Ringtones & Ringbacks,Units,1988,0.0
609,Ringtones & Ringbacks,Units,1989,0.0
610,Ringtones & Ringbacks,Units,1990,0.0
611,Ringtones & Ringbacks,Units,1991,0.0
612,Ringtones & Ringbacks,Units,1992,0.0
613,Ringtones & Ringbacks,Units,1993,0.0
614,Ringtones & Ringbacks,Units,1994,0.0
615,Ringtones & Ringbacks,Units,1995,0.0
616,Ringtones & Ringbacks,Units,1996,0.0
617,Ringtones & Ringbacks,Units,1997,0.0
618,Ringtones & Ringbacks,Units,1998,0.0
619,Ringtones & Ringbacks,Units,1999,0.0
620,Ringtones & Ringbacks,Units,2000,0.0
621,Ringtones & Ringbacks,Units,2001,0.0
622,Ringtones & Ringbacks,Units,2002,0.0
623,Ringtones & Ringbacks,Units,2003,0.0
624,Ringtones & Ringbacks,Units,2004,0.0
625,Ringtones & Ringbacks,Units,2005,170.0
626,Ringtones & Ringbacks,Units,2006,315.0
627,Ringtones & Ringbacks,Units,2007,433.8
628,Ringtones & Ringbacks,Units,2008,405.1
629,Ringtones & Ringbacks,Units,2009,294.3
630,Ringtones & Ringbacks,Units,2010,188.5
631,Ringtones & Ringbacks,Units,2011,115.4
632,Ringtones & Ringbacks,Units,2012,58.757403556
633,Ringtones & Ringbacks,Units,2013,39.366235778
634,Ringtones & Ringbacks,Units,2014,26.632323683
635,Ringtones & Ringbacks,Units,2015,21.924866054
636,Ringtones & Ringbacks,Units,2016,22.620785392
637,Ringtones & Ringbacks,Units,2017,14.262869941
638,Ringtones & Ringbacks,Units,2018,10.026286725
639,Ringtones & Ringbacks,Units,2019,8.605769716
640,Paid Subscriptions,Units,1980,0.0
641,Paid Subscriptions,Units,1981,0.0
642,Paid Subscriptions,Units,1982,0.0
643,Paid Subscriptions,Units,1983,0.0
644,Paid Subscriptions,Units,1984,0.0
645,Paid Subscriptions,Units,1985,0.0
646,Paid Subscriptions,Units,1986,0.0
647,Paid Subscriptions,Units,1987,0.0
648,Paid Subscriptions,Units,1988,0.0
649,Paid Subscriptions,Units,1989,0.0
650,Paid Subscriptions,Units,1990,0.0
651,Paid Subscriptions,Units,1991,0.0
652,Paid Subscriptions,Units,1992,0.0
653,Paid Subscriptions,Units,1993,0.0
654,Paid Subscriptions,Units,1994,0.0
655,Paid Subscriptions,Units,1995,0.0
656,Paid Subscriptions,Units,1996,0.0
657,Paid Subscriptions,Units,1997,0.0
658,Paid Subscriptions,Units,1998,0.0
659,Paid Subscriptions,Units,1999,0.0
660,Paid Subscriptions,Units,2000,0.0
661,Paid Subscriptions,Units,2001,0.0
662,Paid Subscriptions,Units,2002,0.0
663,Paid Subscriptions,Units,2003,0.0
664,Paid Subscriptions,Units,2004,0.0
665,Paid Subscriptions,Units,2005,1.3
666,Paid Subscriptions,Units,2006,1.7
667,Paid Subscriptions,Units,2007,1.8
668,Paid Subscriptions,Units,2008,1.6
669,Paid Subscriptions,Units,2009,1.2
670,Paid Subscriptions,Units,2010,1.5
671,Paid Subscriptions,Units,2011,1.8
672,Paid Subscriptions,Units,2012,3.36
673,Paid Subscriptions,Units,2013,6.16
674,Paid Subscriptions,Units,2014,7.73
675,Paid Subscriptions,Units,2015,10.84
676,Paid Subscriptions,Units,2016,22.68
677,Paid Subscriptions,Units,2017,35.273501216
678,Paid Subscriptions,Units,2018,46.91132324
679,Paid Subscriptions,Units,2019,60.381947607
680,Paid Subscriptions,Units,1980,0.0
681,Paid Subscriptions,Units,1981,0.0
682,Paid Subscriptions,Units,1982,0.0
683,Paid Subscriptions,Units,1983,0.0
684,Paid Subscriptions,Units,1984,0.0
685,Paid Subscriptions,Units,1985,0.0
686,Paid Subscriptions,Units,1986,0.0
687,Paid Subscriptions,Units,1987,0.0
688,Paid Subscriptions,Units,1988,0.0
689,Paid Subscriptions,Units,1989,0.0
690,Paid Subscriptions,Units,1990,0.0
691,Paid Subscriptions,Units,1991,0.0
692,Paid Subscriptions,Units,1992,0.0
693,Paid Subscriptions,Units,1993,0.0
694,Paid Subscriptions,Units,1994,0.0
695,Paid Subscriptions,Units,1995,0.0
696,Paid Subscriptions,Units,1996,0.0
697,Paid Subscriptions,Units,1997,0.0
698,Paid Subscriptions,Units,1998,0.0
699,Paid Subscriptions,Units,1999,0.0
700,Paid Subscriptions,Units,2000,0.0
701,Paid Subscriptions,Units,2001,0.0
702,Paid Subscriptions,Units,2002,0.0
703,Paid Subscriptions,Units,2003,0.0
704,Paid Subscriptions,Units,2004,0.0
705,Paid Subscriptions,Units,2005,1.3
706,Paid Subscriptions,Units,2006,1.7
707,Paid Subscriptions,Units,2007,1.8
708,Paid Subscriptions,Units,2008,1.6
709,Paid Subscriptions,Units,2009,1.2
710,Paid Subscriptions,Units,2010,1.5
711,Paid Subscriptions,Units,2011,1.8
712,Paid Subscriptions,Units,2012,3.4
713,Paid Subscriptions,Units,2013,6.2
714,Paid Subscriptions,Units,2014,7.7
715,Paid Subscriptions,Units,2015,10.8
716,Paid Subscriptions,Units,2016,22.7
717,Paid Subscriptions,Units,2017,35.3
718,Paid Subscriptions,Units,2018,50.2
719,Paid Subscriptions,Units,2019,0.0
720,CD,Value,1980,0.0
721,CD,Value,1981,0.0
722,CD,Value,1982,0.0
723,CD,Value,1983,17.2
724,CD,Value,1984,103.3
725,CD,Value,1985,389.5
726,CD,Value,1986,930.1
727,CD,Value,1987,1593.6
728,CD,Value,1988,2089.9
729,CD,Value,1989,2587.7
730,CD,Value,1990,3451.6
731,CD,Value,1991,4337.7
732,CD,Value,1992,5326.5
733,CD,Value,1993,6511.4
734,CD,Value,1994,8464.5
735,CD,Value,1995,9377.4
736,CD,Value,1996,9934.7
737,CD,Value,1997,9915.1
738,CD,Value,1998,11416.0
739,CD,Value,1999,12816.3
740,CD,Value,2000,13214.5
741,CD,Value,2001,12909.4
742,CD,Value,2002,12044.1
743,CD,Value,2003,11232.9
744,CD,Value,2004,11446.5
745,CD,Value,2005,10520.2
746,CD,Value,2006,9372.6
747,CD,Value,2007,7452.3
748,CD,Value,2008,5471.3
749,CD,Value,2009,4318.8
750,CD,Value,2010,3389.4
751,CD,Value,2011,3100.7
752,CD,Value,2012,2485.614699086
753,CD,Value,2013,2140.917718167
754,CD,Value,2014,1776.249323795
755,CD,Value,2015,1444.993193529
756,CD,Value,2016,1130.764650638
757,CD,Value,2017,1057.323090205
758,CD,Value,2018,698.386637244
759,CD,Value,2019,614.509779894
760,CD Single,Value,1980,0.0
761,CD Single,Value,1981,0.0
762,CD Single,Value,1982,0.0
763,CD Single,Value,1983,0.0
764,CD Single,Value,1984,0.0
765,CD Single,Value,1985,0.0
766,CD Single,Value,1986,0.0
767,CD Single,Value,1987,0.0
768,CD Single,Value,1988,9.8
769,CD Single,Value,1989,-0.7
770,CD Single,Value,1990,6.0
771,CD Single,Value,1991,35.1
772,CD Single,Value,1992,45.1
773,CD Single,Value,1993,45.8
774,CD Single,Value,1994,56.1
775,CD Single,Value,1995,110.9
776,CD Single,Value,1996,184.1
777,CD Single,Value,1997,272.7
778,CD Single,Value,1998,213.2
779,CD Single,Value,1999,222.4
780,CD Single,Value,2000,142.7
781,CD Single,Value,2001,79.4
782,CD Single,Value,2002,19.6
783,CD Single,Value,2003,36.0
784,CD Single,Value,2004,15.0
785,CD Single,Value,2005,10.9
786,CD Single,Value,2006,7.7
787,CD Single,Value,2007,12.2
788,CD Single,Value,2008,3.5
789,CD Single,Value,2009,3.1
790,CD Single,Value,2010,2.9
791,CD Single,Value,2011,3.5
792,CD Single,Value,2012,3.225092945
793,CD Single,Value,2013,2.445737226
794,CD Single,Value,2014,3.616015547
795,CD Single,Value,2015,1.19694661
796,CD Single,Value,2016,0.263199082
797,CD Single,Value,2017,1.478694184
798,CD Single,Value,2018,0.15516984
799,CD Single,Value,2019,0.181678878
800,Cassette,Value,1980,705.0
801,Cassette,Value,1981,1062.8
802,Cassette,Value,1982,1384.5
803,Cassette,Value,1983,1810.9
804,Cassette,Value,1984,2383.9
805,Cassette,Value,1985,2411.5
806,Cassette,Value,1986,2499.5
807,Cassette,Value,1987,2959.7
808,Cassette,Value,1988,3385.1
809,Cassette,Value,1989,3345.8
810,Cassette,Value,1990,3472.4
811,Cassette,Value,1991,3019.6
812,Cassette,Value,1992,3116.3
813,Cassette,Value,1993,2915.8
814,Cassette,Value,1994,2976.4
815,Cassette,Value,1995,2303.6
816,Cassette,Value,1996,1905.3
817,Cassette,Value,1997,1522.7
818,Cassette,Value,1998,1419.9
819,Cassette,Value,1999,1061.6
820,Cassette,Value,2000,626.0
821,Cassette,Value,2001,363.4
822,Cassette,Value,2002,209.8
823,Cassette,Value,2003,108.1
824,Cassette,Value,2004,23.7
825,Cassette,Value,2005,13.1
826,Cassette,Value,2006,3.7
827,Cassette,Value,2007,3.0
828,Cassette,Value,2008,0.9
829,Cassette,Value,2009,0.0
830,Cassette,Value,2010,0.0
831,Cassette,Value,2011,0.0
832,Cassette,Value,2012,0.0
833,Cassette,Value,2013,0.0
834,Cassette,Value,2014,0.0
835,Cassette,Value,2015,0.0
