,format,metric,year,value_actual
1482,SACD,Value,1982,0.0
1483,SACD,Value,1983,0.0
1484,SACD,Value,1984,0.0
1485,SACD,Value,1985,0.0
1486,SACD,Value,1986,0.0
1487,SACD,Value,1987,0.0
1488,SACD,Value,1988,0.0
1489,SACD,Value,1989,0.0
1490,SACD,Value,1990,0.0
1491,SACD,Value,1991,0.0
1492,SACD,Value,1992,0.0
1493,SACD,Value,1993,0.0
1494,SACD,Value,1994,0.0
1495,SACD,Value,1995,0.0
1496,SACD,Value,1996,0.0
1497,SACD,Value,1997,0.0
1498,SACD,Value,1998,0.0
1499,SACD,Value,1999,0.0
1500,SACD,Value,2000,0.0
1501,SACD,Value,2001,0.0
1502,SACD,Value,2002,0.0
1503,SACD,Value,2003,26.3
1504,SACD,Value,2004,16.6
1505,SACD,Value,2005,10.0
1506,SACD,Value,2006,5.5
1507,SACD,Value,2007,3.6
1508,SACD,Value,2008,3.1
1509,SACD,Value,2009,2.4
1510,SACD,Value,2010,1.7
1511,SACD,Value,2011,1.5
1512,SACD,Value,2012,1.3425
1513,SACD,Value,2013,0.9783826
1514,SACD,Value,2014,0.76344539
1515,SACD,Value,2015,1.04346656
1516,SACD,Value,2016,1.20686148
1517,SACD,Value,2017,0.85057856
1518,SACD,Value,2018,0.85969971
1519,SACD,Value,2019,0.433302292
1520,SoundExchange Distributions,Value,1980,0.0
1521,SoundExchange Distributions,Value,1981,0.0
1522,SoundExchange Distributions,Value,1982,0.0
1523,SoundExchange Distributions,Value,1983,0.0
1524,SoundExchange Distributions,Value,1984,0.0
1525,SoundExchange Distributions,Value,1985,0.0
1526,SoundExchange Distributions,Value,1986,0.0
1527,SoundExchange Distributions,Value,1987,0.0
1528,SoundExchange Distributions,Value,1988,0.0
1529,SoundExchange Distributions,Value,1989,0.0
1530,SoundExchange Distributions,Value,1990,0.0
1531,SoundExchange Distributions,Value,1991,0.0
1532,SoundExchange Distributions,Value,1992,0.0
1533,SoundExchange Distributions,Value,1993,0.0
1534,SoundExchange Distributions,Value,1994,0.0
1535,SoundExchange Distributions,Value,1995,0.0
1536,SoundExchange Distributions,Value,1996,0.0
1537,SoundExchange Distributions,Value,1997,0.0
1538,SoundExchange Distributions,Value,1998,0.0
1539,SoundExchange Distributions,Value,1999,0.0
1540,SoundExchange Distributions,Value,2000,0.0
1541,SoundExchange Distributions,Value,2001,0.0
1542,SoundExchange Distributions,Value,2002,0.0
1543,SoundExchange Distributions,Value,2003,0.0
1544,SoundExchange Distributions,Value,2004,6.9
1545,SoundExchange Distributions,Value,2005,20.4
1546,SoundExchange Distributions,Value,2006,32.8
1547,SoundExchange Distributions,Value,2007,36.2
1548,SoundExchange Distributions,Value,2008,100.0
1549,SoundExchange Distributions,Value,2009,155.5
1550,SoundExchange Distributions,Value,2010,249.2
1551,SoundExchange Distributions,Value,2011,292.0
1552,SoundExchange Distributions,Value,2012,462.0
1553,SoundExchange Distributions,Value,2013,590.4
1554,SoundExchange Distributions,Value,2014,773.4
1555,SoundExchange Distributions,Value,2015,802.6
1556,SoundExchange Distributions,Value,2016,883.9
1557,SoundExchange Distributions,Value,2017,652.0
1558,SoundExchange Distributions,Value,2018,952.8
1559,SoundExchange Distributions,Value,2019,908.2
1560,Synchronization,Value,1980,0.0
1561,Synchronization,Value,1981,0.0
1562,Synchronization,Value,1982,0.0
1563,Synchronization,Value,1983,0.0
1564,Synchronization,Value,1984,0.0
1565,Synchronization,Value,1985,0.0
1566,Synchronization,Value,1986,0.0
1567,Synchronization,Value,1987,0.0
1568,Synchronization,Value,1988,0.0
1569,Synchronization,Value,1989,0.0
1570,Synchronization,Value,1990,0.0
1571,Synchronization,Value,1991,0.0
1572,Synchronization,Value,1992,0.0
1573,Synchronization,Value,1993,0.0
1574,Synchronization,Value,1994,0.0
1575,Synchronization,Value,1995,0.0
1576,Synchronization,Value,1996,0.0
1577,Synchronization,Value,1997,0.0
1578,Synchronization,Value,1998,0.0
1579,Synchronization,Value,1999,0.0
1580,Synchronization,Value,2000,0.0
1581,Synchronization,Value,2001,0.0
1582,Synchronization,Value,2002,0.0
1583,Synchronization,Value,2003,0.0
1584,Synchronization,Value,2004,0.0
1585,Synchronization,Value,2005,0.0
1586,Synchronization,Value,2006,0.0
1587,Synchronization,Value,2007,0.0
1588,Synchronization,Value,2008,0.0
1589,Synchronization,Value,2009,201.2
1590,Synchronization,Value,2010,188.7
1591,Synchronization,Value,2011,196.5
1592,Synchronization,Value,2012,190.597753
1593,Synchronization,Value,2013,189.679434
1594,Synchronization,Value,2014,189.713099
1595,Synchronization,Value,2015,202.934888
1596,Synchronization,Value,2016,214.83897654
1597,Synchronization,Value,2017,232.086522899
1598,Synchronization,Value,2018,285.51349134
1599,Synchronization,Value,2019,276.262360199
1600,Vinyl Single,Value,1980,250.0
1601,Vinyl Single,Value,1981,256.4
1602,Vinyl Single,Value,1982,283.0
1603,Vinyl Single,Value,1983,269.3
1604,Vinyl Single,Value,1984,298.7
1605,Vinyl Single,Value,1985,281.0
1606,Vinyl Single,Value,1986,228.1
1607,Vinyl Single,Value,1987,203.3
1608,Vinyl Single,Value,1988,180.4
1609,Vinyl Single,Value,1989,116.4
1610,Vinyl Single,Value,1990,94.4
1611,Vinyl Single,Value,1991,63.9
1612,Vinyl Single,Value,1992,66.4
1613,Vinyl Single,Value,1993,51.2
1614,Vinyl Single,Value,1994,47.2
1615,Vinyl Single,Value,1995,46.7
1616,Vinyl Single,Value,1996,47.5
1617,Vinyl Single,Value,1997,35.6
1618,Vinyl Single,Value,1998,25.7
1619,Vinyl Single,Value,1999,27.9
1620,Vinyl Single,Value,2000,26.3
1621,Vinyl Single,Value,2001,31.4
1622,Vinyl Single,Value,2002,24.9
1623,Vinyl Single,Value,2003,21.5
1624,Vinyl Single,Value,2004,19.9
1625,Vinyl Single,Value,2005,13.2
1626,Vinyl Single,Value,2006,9.9
1627,Vinyl Single,Value,2007,4.0
1628,Vinyl Single,Value,2008,2.9
1629,Vinyl Single,Value,2009,2.5
1630,Vinyl Single,Value,2010,2.3
1631,Vinyl Single,Value,2011,4.6
1632,Vinyl Single,Value,2012,4.743055893
1633,Vinyl Single,Value,2013,2.978937179
1634,Vinyl Single,Value,2014,5.49935429
1635,Vinyl Single,Value,2015,5.752954082
1636,Vinyl Single,Value,2016,4.880679689
1637,Vinyl Single,Value,2017,6.07838535
1638,Vinyl Single,Value,2018,5.290337079
1639,Vinyl Single,Value,2019,6.795945687
1640,8 - Track,Value (Adjusted),1980,1635.087851942
1641,8 - Track,Value (Adjusted),1981,880.315082508
1642,8 - Track,Value (Adjusted),1982,95.374632124
1643,8 - Track,Value (Adjusted),1983,0.0
1644,8 - Track,Value (Adjusted),1984,0.0
1645,8 - Track,Value (Adjusted),1985,0.0
1646,8 - Track,Value (Adjusted),1986,0.0
1647,8 - Track,Value (Adjusted),1987,0.0
1648,8 - Track,Value (Adjusted),1988,0.0
1649,8 - Track,Value (Adjusted),1989,0.0
1650,8 - Track,Value (Adjusted),1990,0.0
1651,8 - Track,Value (Adjusted),1991,0.0
1652,8 - Track,Value (Adjusted),1992,0.0
1653,8 - Track,Value (Adjusted),1993,0.0
1654,8 - Track,Value (Adjusted),1994,0.0
1655,8 - Track,Value (Adjusted),1995,0.0
1656,8 - Track,Value (Adjusted),1996,0.0
1657,8 - Track,Value (Adjusted),1997,0.0
1658,8 - Track,Value (Adjusted),1998,0.0
1659,8 - Track,Value (Adjusted),1999,0.0
1660,8 - Track,Value (Adjusted),2000,0.0
1661,8 - Track,Value (Adjusted),2001,0.0
1662,8 - Track,Value (Adjusted),2002,0.0
1663,8 - Track,Value (Adjusted),2003,0.0
1664,8 - Track,Value (Adjusted),2004,0.0
1665,8 - Track,Value (Adjusted),2005,0.0
1666,8 - Track,Value (Adjusted),2006,0.0
1667,8 - Track,Value (Adjusted),2007,0.0
1668,8 - Track,Value (Adjusted),2008,0.0
1669,8 - Track,Value (Adjusted),2009,0.0
1670,8 - Track,Value (Adjusted),2010,0.0
1671,8 - Track,Value (Adjusted),2011,0.0
1672,8 - Track,Value (Adjusted),2012,0.0
1673,8 - Track,Value (Adjusted),2013,0.0
1674,8 - Track,Value (Adjusted),2014,0.0
1675,8 - Track,Value (Adjusted),2015,0.0
1676,8 - Track,Value (Adjusted),2016,0.0
1677,8 - Track,Value (Adjusted),2017,0.0
1678,8 - Track,Value (Adjusted),2018,0.0
1679,8 - Track,Value (Adjusted),2019,0.0
1680,CD,Value (Adjusted),1980,0.0
1681,CD,Value (Adjusted),1981,0.0
1682,CD,Value (Adjusted),1982,0.0
1683,CD,Value (Adjusted),1983,44.14960241
1684,CD,Value (Adjusted),1984,254.180636189
1685,CD,Value (Adjusted),1985,925.449828067
1686,CD,Value (Adjusted),1986,2169.585544708
1687,CD,Value (Adjusted),1987,3586.399605634
1688,CD,Value (Adjusted),1988,4516.462927303
1689,CD,Value (Adjusted),1989,5335.190475
1690,CD,Value (Adjusted),1990,6751.53558684
1691,CD,Value (Adjusted),1991,8142.168640969
1692,CD,Value (Adjusted),1992,9706.037138275
1693,CD,Value (Adjusted),1993,11520.311348097
1694,CD,Value (Adjusted),1994,14601.947884615
1695,CD,Value (Adjusted),1995,15730.957688976
1696,CD,Value (Adjusted),1996,16187.862319312
1697,CD,Value (Adjusted),1997,15793.549661682
1698,CD,Value (Adjusted),1998,17905.400687117
1699,CD,Value (Adjusted),1999,19667.327785714
1700,CD,Value (Adjusted),2000,19618.928144599
1701,CD,Value (Adjusted),2001,18635.67744664
1702,CD,Value (Adjusted),2002,17115.944823235
1703,CD,Value (Adjusted),2003,15607.443017935
1704,CD,Value (Adjusted),2004,15491.677345156
1705,CD,Value (Adjusted),2005,13771.442761905
1706,CD,Value (Adjusted),2006,11885.767848214
1707,CD,Value (Adjusted),2007,9190.702658466
1708,CD,Value (Adjusted),2008,6496.779627316
1709,CD,Value (Adjusted),2009,5146.578220074
1710,CD,Value (Adjusted),2010,3973.859172873
1711,CD,Value (Adjusted),2011,3524.136143132
1712,CD,Value (Adjusted),2012,2767.776148872
1713,CD,Value (Adjusted),2013,2349.534897314
1714,CD,Value (Adjusted),2014,1918.215114615
1715,CD,Value (Adjusted),2015,1558.633451938
1716,CD,Value (Adjusted),2016,1204.497778348
1717,CD,Value (Adjusted),2017,1102.77435245
1718,CD,Value (Adjusted),2018,711.041239463
1719,CD,Value (Adjusted),2019,614.509779894
1720,CD Single,Value (Adjusted),1980,0.0
1721,CD Single,Value (Adjusted),1981,0.0
1722,CD Single,Value (Adjusted),1982,0.0
1723,CD Single,Value (Adjusted),1983,0.0
1724,CD Single,Value (Adjusted),1984,0.0
1725,CD Single,Value (Adjusted),1985,0.0
1726,CD Single,Value (Adjusted),1986,0.0
1727,CD Single,Value (Adjusted),1987,0.0
1728,CD Single,Value (Adjusted),1988,21.178686391
1729,CD Single,Value (Adjusted),1989,-1.443225
1730,CD Single,Value (Adjusted),1990,11.736358072
1731,CD Single,Value (Adjusted),1991,65.885174009
1732,CD Single,Value (Adjusted),1992,82.181972202
1733,CD Single,Value (Adjusted),1993,81.031768858
1734,CD Single,Value (Adjusted),1994,96.77704251
1735,CD Single,Value (Adjusted),1995,186.039116142
1736,CD Single,Value (Adjusted),1996,299.977397706
1737,CD Single,Value (Adjusted),1997,434.377968224
1738,CD Single,Value (Adjusted),1998,334.393082209
1739,CD Single,Value (Adjusted),1999,341.285214886
1740,CD Single,Value (Adjusted),2000,211.859778746
1741,CD Single,Value (Adjusted),2001,114.619795596
1742,CD Single,Value (Adjusted),2002,27.853680934
1743,CD Single,Value (Adjusted),2003,50.019847826
1744,CD Single,Value (Adjusted),2004,20.300979354
1745,CD Single,Value (Adjusted),2005,14.268619048
1746,CD Single,Value (Adjusted),2006,9.764677083
1747,CD Single,Value (Adjusted),2007,15.045901592
1748,CD Single,Value (Adjusted),2008,4.156001078
1749,CD Single,Value (Adjusted),2009,3.694172567
1750,CD Single,Value (Adjusted),2010,3.400068331
1751,CD Single,Value (Adjusted),2011,3.977965137
1752,CD Single,Value (Adjusted),2012,3.59119832
1753,CD Single,Value (Adjusted),2013,2.684056894
1754,CD Single,Value (Adjusted),2014,3.905023683
1755,CD Single,Value (Adjusted),2015,1.291079457
1756,CD Single,Value (Adjusted),2016,0.280361354
1757,CD Single,Value (Adjusted),2017,1.542258972
1758,CD Single,Value (Adjusted),2018,0.157981482
1759,CD Single,Value (Adjusted),2019,0.181678878
1760,Cassette,Value (Adjusted),1980,2187.356614078
1761,Cassette,Value (Adjusted),1981,2989.133768977
1762,Cassette,Value (Adjusted),1982,3667.949393782
1763,Cassette,Value (Adjusted),1983,4648.285756024
1764,Cassette,Value (Adjusted),1984,5865.839483157
1765,Cassette,Value (Adjusted),1985,5729.710552974
1766,Cassette,Value (Adjusted),1986,5830.425834854
1767,Cassette,Value (Adjusted),1987,6660.810060739
1768,Cassette,Value (Adjusted),1988,7315.507275571
1769,Cassette,Value (Adjusted),1989,6898.20315
1770,Cassette,Value (Adjusted),1990,6792.221628156
1771,Cassette,Value (Adjusted),1991,5668.002035242
1772,Cassette,Value (Adjusted),1992,5678.573835353
1773,Cassette,Value (Adjusted),1993,5158.786716955
1774,Cassette,Value (Adjusted),1994,5134.531004049
1775,Cassette,Value (Adjusted),1995,3864.379692913
1776,Cassette,Value (Adjusted),1996,3104.54609369
1777,Cassette,Value (Adjusted),1997,2425.476099065
1778,Cassette,Value (Adjusted),1998,2227.039106135
1779,Cassette,Value (Adjusted),1999,1629.084460984
1780,Cassette,Value (Adjusted),2000,929.391881533
1781,Cassette,Value (Adjusted),2001,524.594883117
1782,Cassette,Value (Adjusted),2002,298.148074486
1783,Cassette,Value (Adjusted),2003,150.1984875
1784,Cassette,Value (Adjusted),2004,32.07554738
1785,Cassette,Value (Adjusted),2005,17.14852381
1786,Cassette,Value (Adjusted),2006,4.69211756
1787,Cassette,Value (Adjusted),2007,3.699811867
1788,Cassette,Value (Adjusted),2008,1.068685991
1789,Cassette,Value (Adjusted),2009,0.0
1790,Cassette,Value (Adjusted),2010,0.0
1791,Cassette,Value (Adjusted),2011,0.0
1792,Cassette,Value (Adjusted),2012,0.0
1793,Cassette,Value (Adjusted),2013,0.0
1794,Cassette,Value (Adjusted),2014,0.0
1795,Cassette,Value (Adjusted),2015,0.0
1796,Cassette,Value (Adjusted),2016,0.0
1797,Cassette,Value (Adjusted),2017,0.0
1798,Cassette,Value (Adjusted),2018,0.0
1799,Cassette,Value (Adjusted),2019,0.0
1800,Cassette Single,Value (Adjusted),1980,0.0
1801,Cassette Single,Value (Adjusted),1981,0.0
1802,Cassette Single,Value (Adjusted),1982,0.0
1803,Cassette Single,Value (Adjusted),1983,0.0
1804,Cassette Single,Value (Adjusted),1984,0.0
1805,Cassette Single,Value (Adjusted),1985,0.0
1806,Cassette Single,Value (Adjusted),1986,0.0
1807,Cassette Single,Value (Adjusted),1987,32.182175176
1808,Cassette Single,Value (Adjusted),1988,123.830482671
1809,Cassette Single,Value (Adjusted),1989,401.21655
1810,Cassette Single,Value (Adjusted),1990,504.467791125
1811,Cassette Single,Value (Adjusted),1991,432.477039648
1812,Cassette Single,Value (Adjusted),1992,544.47834355
1813,Cassette Single,Value (Adjusted),1993,528.121899654
1814,Cassette Single,Value (Adjusted),1994,474.224759109
1815,Cassette Single,Value (Adjusted),1995,396.40255315
1816,Cassette Single,Value (Adjusted),1996,308.450414914
1817,Cassette Single,Value (Adjusted),1997,212.649280374
1818,Cassette Single,Value (Adjusted),1998,148.061477301
1819,Cassette Single,Value (Adjusted),1999,73.658679472
1820,Cassette Single,Value (Adjusted),2000,6.829397213
1821,Cassette Single,Value (Adjusted),2001,-7.650943535
1822,Cassette Single,Value (Adjusted),2002,-2.273769872
1823,Cassette Single,Value (Adjusted),2003,0.0
1824,Cassette Single,Value (Adjusted),2004,0.0
1825,Cassette Single,Value (Adjusted),2005,0.0
1826,Cassette Single,Value (Adjusted),2006,0.0
1827,Cassette Single,Value (Adjusted),2007,0.0
1828,Cassette Single,Value (Adjusted),2008,0.0
1829,Cassette Single,Value (Adjusted),2009,0.0
1830,Cassette Single,Value (Adjusted),2010,0.0
1831,Cassette Single,Value (Adjusted),2011,0.0
1832,Cassette Single,Value (Adjusted),2012,0.0
1833,Cassette Single,Value (Adjusted),2013,0.0
1834,Cassette Single,Value (Adjusted),2014,0.0
1835,Cassette Single,Value (Adjusted),2015,0.0
1836,Cassette Single,Value (Adjusted),2016,0.0
1837,Cassette Single,Value (Adjusted),2017,0.0
1838,Cassette Single,Value (Adjusted),2018,0.0
1839,Cassette Single,Value (Adjusted),2019,0.0
1840,DVD Audio,Value (Adjusted),1980,0.0
1841,DVD Audio,Value (Adjusted),1981,0.0
1842,DVD Audio,Value (Adjusted),1982,0.0
1843,DVD Audio,Value (Adjusted),1983,0.0
1844,DVD Audio,Value (Adjusted),1984,0.0
1845,DVD Audio,Value (Adjusted),1985,0.0
1846,DVD Audio,Value (Adjusted),1986,0.0
1847,DVD Audio,Value (Adjusted),1987,0.0
1848,DVD Audio,Value (Adjusted),1988,0.0
1849,DVD Audio,Value (Adjusted),1989,0.0
1850,DVD Audio,Value (Adjusted),1990,0.0
1851,DVD Audio,Value (Adjusted),1991,0.0
1852,DVD Audio,Value (Adjusted),1992,0.0
1853,DVD Audio,Value (Adjusted),1993,0.0
1854,DVD Audio,Value (Adjusted),1994,0.0
1855,DVD Audio,Value (Adjusted),1995,0.0
1856,DVD Audio,Value (Adjusted),1996,0.0
1857,DVD Audio,Value (Adjusted),1997,0.0
1858,DVD Audio,Value (Adjusted),1998,0.0
1859,DVD Audio,Value (Adjusted),1999,0.0
1860,DVD Audio,Value (Adjusted),2000,0.0
1861,DVD Audio,Value (Adjusted),2001,8.661445511
1862,DVD Audio,Value (Adjusted),2002,12.079402446
1863,DVD Audio,Value (Adjusted),2003,11.115521739
1864,DVD Audio,Value (Adjusted),2004,8.797091053
1865,DVD Audio,Value (Adjusted),2005,14.661333333
1866,DVD Audio,Value (Adjusted),2006,3.043535714
1867,DVD Audio,Value (Adjusted),2007,3.453157742
1868,DVD Audio,Value (Adjusted),2008,1.424914655
1869,DVD Audio,Value (Adjusted),2009,1.906669712
1870,DVD Audio,Value (Adjusted),2010,1.05519362
1871,DVD Audio,Value (Adjusted),2011,0.34096844
1872,DVD Audio,Value (Adjusted),2012,0.20389289
1873,DVD Audio,Value (Adjusted),2013,-0.544116778
1874,DVD Audio,Value (Adjusted),2014,2.310456232
1875,DVD Audio,Value (Adjusted),2015,5.842187676
1876,DVD Audio,Value (Adjusted),2016,3.020431045
1877,DVD Audio,Value (Adjusted),2017,2.718901189
1878,DVD Audio,Value (Adjusted),2018,3.377493968
1879,DVD Audio,Value (Adjusted),2019,1.067303184
1880,Download Album,Value (Adjusted),1980,0.0
1881,Download Album,Value (Adjusted),1981,0.0
1882,Download Album,Value (Adjusted),1982,0.0
1883,Download Album,Value (Adjusted),1983,0.0
1884,Download Album,Value (Adjusted),1984,0.0
1885,Download Album,Value (Adjusted),1985,0.0
1886,Download Album,Value (Adjusted),1986,0.0
1887,Download Album,Value (Adjusted),1987,0.0
1888,Download Album,Value (Adjusted),1988,0.0
1889,Download Album,Value (Adjusted),1989,0.0
1890,Download Album,Value (Adjusted),1990,0.0
1891,Download Album,Value (Adjusted),1991,0.0
1892,Download Album,Value (Adjusted),1992,0.0
1893,Download Album,Value (Adjusted),1993,0.0
1894,Download Album,Value (Adjusted),1994,0.0
1895,Download Album,Value (Adjusted),1995,0.0
1896,Download Album,Value (Adjusted),1996,0.0
1897,Download Album,Value (Adjusted),1997,0.0
1898,Download Album,Value (Adjusted),1998,0.0
1899,Download Album,Value (Adjusted),1999,0.0
1900,Download Album,Value (Adjusted),2000,0.0
1901,Download Album,Value (Adjusted),2001,0.0
1902,Download Album,Value (Adjusted),2002,0.0
1903,Download Album,Value (Adjusted),2003,0.0
1904,Download Album,Value (Adjusted),2004,61.579637374
1905,Download Album,Value (Adjusted),2005,177.637761905
1906,Download Album,Value (Adjusted),2006,349.879793155
1907,Download Album,Value (Adjusted),2007,613.428807525
1908,Download Album,Value (Adjusted),2008,754.37356702
1909,Download Album,Value (Adjusted),2009,886.958916644
1910,Download Album,Value (Adjusted),2010,1022.834348975
1911,Download Album,Value (Adjusted),2011,1217.030019694
1912,Download Album,Value (Adjusted),2012,1341.590982606
1913,Download Album,Value (Adjusted),2013,1352.2029528
1914,Download Album,Value (Adjusted),2014,1207.24757771
1915,Download Album,Value (Adjusted),2015,1148.145080643
1916,Download Album,Value (Adjusted),2016,925.232200992
1917,Download Album,Value (Adjusted),2017,697.237618181
1918,Download Album,Value (Adjusted),2018,508.704388424
1919,Download Album,Value (Adjusted),2019,394.533006158
1920,Download Music Video,Value (Adjusted),1980,0.0
1921,Download Music Video,Value (Adjusted),1981,0.0
1922,Download Music Video,Value (Adjusted),1982,0.0
1923,Download Music Video,Value (Adjusted),1983,0.0
1924,Download Music Video,Value (Adjusted),1984,0.0
1925,Download Music Video,Value (Adjusted),1985,0.0
1926,Download Music Video,Value (Adjusted),1986,0.0
1927,Download Music Video,Value (Adjusted),1987,0.0
1928,Download Music Video,Value (Adjusted),1988,0.0
1929,Download Music Video,Value (Adjusted),1989,0.0
1930,Download Music Video,Value (Adjusted),1990,0.0
1931,Download Music Video,Value (Adjusted),1991,0.0
1932,Download Music Video,Value (Adjusted),1992,0.0
1933,Download Music Video,Value (Adjusted),1993,0.0
1934,Download Music Video,Value (Adjusted),1994,0.0
1935,Download Music Video,Value (Adjusted),1995,0.0
1936,Download Music Video,Value (Adjusted),1996,0.0
1937,Download Music Video,Value (Adjusted),1997,0.0
1938,Download Music Video,Value (Adjusted),1998,0.0
1939,Download Music Video,Value (Adjusted),1999,0.0
1940,Download Music Video,Value (Adjusted),2000,0.0
1941,Download Music Video,Value (Adjusted),2001,0.0
1942,Download Music Video,Value (Adjusted),2002,0.0
1943,Download Music Video,Value (Adjusted),2003,0.0
1944,Download Music Video,Value (Adjusted),2004,0.0
1945,Download Music Video,Value (Adjusted),2005,4.84347619
1946,Download Music Video,Value (Adjusted),2006,24.982355655
1947,Download Music Video,Value (Adjusted),2007,34.778231548
1948,Download Music Video,Value (Adjusted),2008,49.040812715
1949,Download Music Video,Value (Adjusted),2009,48.739244513
1950,Download Music Video,Value (Adjusted),2010,42.911207213
1951,Download Music Video,Value (Adjusted),2011,36.824591556
1952,Download Music Video,Value (Adjusted),2012,23.208206935
1953,Download Music Video,Value (Adjusted),2013,18.372074986
1954,Download Music Video,Value (Adjusted),2014,14.662197203
1955,Download Music Video,Value (Adjusted),2015,6.918875516
1956,Download Music Video,Value (Adjusted),2016,4.547792467
1957,Download Music Video,Value (Adjusted),2017,2.905533136
1958,Download Music Video,Value (Adjusted),2018,2.261051168
1959,Download Music Video,Value (Adjusted),2019,1.858910402
1960,Download Single,Value (Adjusted),1980,0.0
1961,Download Single,Value (Adjusted),1981,0.0
1962,Download Single,Value (Adjusted),1982,0.0
1963,Download Single,Value (Adjusted),1983,0.0
1964,Download Single,Value (Adjusted),1984,0.0
1965,Download Single,Value (Adjusted),1985,0.0
1966,Download Single,Value (Adjusted),1986,0.0
1967,Download Single,Value (Adjusted),1987,0.0
1968,Download Single,Value (Adjusted),1988,0.0
1969,Download Single,Value (Adjusted),1989,0.0
1970,Download Single,Value (Adjusted),1990,0.0
1971,Download Single,Value (Adjusted),1991,0.0
1972,Download Single,Value (Adjusted),1992,0.0
1973,Download Single,Value (Adjusted),1993,0.0
1974,Download Single,Value (Adjusted),1994,0.0
1975,Download Single,Value (Adjusted),1995,0.0
1976,Download Single,Value (Adjusted),1996,0.0
1977,Download Single,Value (Adjusted),1997,0.0
1978,Download Single,Value (Adjusted),1998,0.0
1979,Download Single,Value (Adjusted),1999,0.0
1980,Download Single,Value (Adjusted),2000,0.0
1981,Download Single,Value (Adjusted),2001,0.0
1982,Download Single,Value (Adjusted),2002,0.0
1983,Download Single,Value (Adjusted),2003,0.0
1984,Download Single,Value (Adjusted),2004,186.769010058
1985,Download Single,Value (Adjusted),2005,475.577
1986,Download Single,Value (Adjusted),2006,736.282014881
1987,Download Single,Value (Adjusted),2007,1000.182474674
1988,Download Single,Value (Adjusted),2008,1225.664089214
1989,Download Single,Value (Adjusted),2009,1396.635564029
1990,Download Single,Value (Adjusted),2010,1566.845281946
1991,Download Single,Value (Adjusted),2011,1730.301178542
1992,Download Single,Value (Adjusted),2012,1831.258645554
1993,Download Single,Value (Adjusted),2013,1726.739156044
1994,Download Single,Value (Adjusted),2014,1463.655387096
1995,Download Single,Value (Adjusted),2015,1278.449595315
1996,Download Single,Value (Adjusted),2016,958.87910313
1997,Download Single,Value (Adjusted),2017,707.692711218
1998,Download Single,Value (Adjusted),2018,499.316974193
1999,Download Single,Value (Adjusted),2019,414.804250982
2000,Kiosk,Value (Adjusted),1980,0.0
2001,Kiosk,Value (Adjusted),1981,0.0
2002,Kiosk,Value (Adjusted),1982,0.0
2003,Kiosk,Value (Adjusted),1983,0.0
2004,Kiosk,Value (Adjusted),1984,0.0
2005,Kiosk,Value (Adjusted),1985,0.0
2006,Kiosk,Value (Adjusted),1986,0.0
2007,Kiosk,Value (Adjusted),1987,0.0
2008,Kiosk,Value (Adjusted),1988,0.0
2009,Kiosk,Value (Adjusted),1989,0.0
2010,Kiosk,Value (Adjusted),1990,0.0
2011,Kiosk,Value (Adjusted),1991,0.0
2012,Kiosk,Value (Adjusted),1992,0.0
2013,Kiosk,Value (Adjusted),1993,0.0
2014,Kiosk,Value (Adjusted),1994,0.0
2015,Kiosk,Value (Adjusted),1995,0.0
2016,Kiosk,Value (Adjusted),1996,0.0
2017,Kiosk,Value (Adjusted),1997,0.0
2018,Kiosk,Value (Adjusted),1998,0.0
2019,Kiosk,Value (Adjusted),1999,0.0
2020,Kiosk,Value (Adjusted),2000,0.0
2021,Kiosk,Value (Adjusted),2001,0.0
2022,Kiosk,Value (Adjusted),2002,0.0
2023,Kiosk,Value (Adjusted),2003,0.0
2024,Kiosk,Value (Adjusted),2004,0.0
2025,Kiosk,Value (Adjusted),2005,1.309047619
2026,Kiosk,Value (Adjusted),2006,2.409465774
2027,Kiosk,Value (Adjusted),2007,3.206503618
2028,Kiosk,Value (Adjusted),2008,3.087315086
2029,Kiosk,Value (Adjusted),2009,7.507511991
2030,Kiosk,Value (Adjusted),2010,7.503599075
2031,Kiosk,Value (Adjusted),2011,3.068715963
2032,Kiosk,Value (Adjusted),2012,4.068866328
2033,Kiosk,Value (Adjusted),2013,6.786152156
2034,Kiosk,Value (Adjusted),2014,2.789051821
2035,Kiosk,Value (Adjusted),2015,3.99147413
2036,Kiosk,Value (Adjusted),2016,3.13587911
2037,Kiosk,Value (Adjusted),2017,2.351668038
2038,Kiosk,Value (Adjusted),2018,2.000651969
2039,Kiosk,Value (Adjusted),2019,1.586470587
2040,LP/EP,Value (Adjusted),1980,6825.79368932
2041,LP/EP,Value (Adjusted),1981,6586.050570957
2042,LP/EP,Value (Adjusted),1982,5100.15845285
2043,LP/EP,Value (Adjusted),1983,4335.388283133
2044,LP/EP,Value (Adjusted),1984,3810.987118383
2045,LP/EP,Value (Adjusted),1985,3042.460859665
2046,LP/EP,Value (Adjusted),1986,2292.982034672
2047,LP/EP,Value (Adjusted),1987,1784.872946303
2048,LP/EP,Value (Adjusted),1988,1150.132336433
2049,LP/EP,Value (Adjusted),1989,454.203525
2050,LP/EP,Value (Adjusted),1990,169.199162204
2051,LP/EP,Value (Adjusted),1991,55.185872247
2052,LP/EP,Value (Adjusted),1992,24.59992516
2053,LP/EP,Value (Adjusted),1993,18.754077509
2054,LP/EP,Value (Adjusted),1994,30.706441296
