,Unnamed: 0,index,date,rank,song,artist,last-week,peak-rank,weeks-on-board,release_year,count,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
472,825,1194,2005,85,Outta Control (Remix),50 Cent Feat. Mobb Deep,66.0,6,19,2005,1,7BKi4ZcyMBXeAvJ1OPxhdV,0.77,0.587,8.0,-5.99,0.0,0.265,0.0268,0.0,0.0621,0.574,92.009,audio_features,7BKi4ZcyMBXeAvJ1OPxhdV,spotify:track:7BKi4ZcyMBXeAvJ1OPxhdV,https://api.spotify.com/v1/tracks/7BKi4ZcyMBXeAvJ1OPxhdV,https://api.spotify.com/v1/audio-analysis/7BKi4ZcyMBXeAvJ1OPxhdV,247973.0,4.0,
473,826,1196,2005,51,Mr. Brightside,The Killers,44.0,10,38,2005,1,003vvx7Niy0yvhvHt4a68B,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,audio_features,003vvx7Niy0yvhvHt4a68B,spotify:track:003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,222973.0,4.0,
474,827,1199,2005,50,Lonely No More,Rob Thomas,48.0,6,34,2005,1,4faFAhOflLzhfJECveRwva,0.551,0.896,9.0,-3.152,0.0,0.109,0.033,0.0,0.0899,0.858,171.79,audio_features,4faFAhOflLzhfJECveRwva,spotify:track:4faFAhOflLzhfJECveRwva,https://api.spotify.com/v1/tracks/4faFAhOflLzhfJECveRwva,https://api.spotify.com/v1/audio-analysis/4faFAhOflLzhfJECveRwva,226640.0,4.0,
475,832,1204,2005,37,Grind With Me,Pretty Ricky,30.0,7,22,2005,1,3B7i9OKRRmIsSBHEbJz58Y,0.7,0.538,1.0,-5.952,1.0,0.045,0.000204,0.0,0.105,0.189,136.518,audio_features,3B7i9OKRRmIsSBHEbJz58Y,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,https://api.spotify.com/v1/tracks/3B7i9OKRRmIsSBHEbJz58Y,https://api.spotify.com/v1/audio-analysis/3B7i9OKRRmIsSBHEbJz58Y,237733.0,4.0,
476,835,1208,2005,89,Inside Your Heaven,Bo Bice,66.0,2,7,2005,1,3w8xlZi49MQuQkyyB5bi5e,0.377,0.565,7.0,-4.74,1.0,0.0312,0.112,1.65e-06,0.204,0.14,134.542,audio_features,3w8xlZi49MQuQkyyB5bi5e,spotify:track:3w8xlZi49MQuQkyyB5bi5e,https://api.spotify.com/v1/tracks/3w8xlZi49MQuQkyyB5bi5e,https://api.spotify.com/v1/audio-analysis/3w8xlZi49MQuQkyyB5bi5e,225280.0,4.0,
470,823,1191,2005,43,Play,David Banner,36.0,7,20,2005,1,42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3.0,-2.777,0.0,0.06,0.0316,0.0,0.142,0.201,148.038,audio_features,42VsgItocQwOQC3XWZ8JNA,spotify:track:42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,191701.0,4.0,
478,839,1217,2005,64,1 Thing,Amerie,61.0,8,20,2005,1,1rXq0uoV4KTgRN64jXzIxo,0.613,0.914,7.0,-5.153,1.0,0.03,0.00522,2.21e-06,0.26,0.916,141.978,audio_features,1rXq0uoV4KTgRN64jXzIxo,spotify:track:1rXq0uoV4KTgRN64jXzIxo,https://api.spotify.com/v1/tracks/1rXq0uoV4KTgRN64jXzIxo,https://api.spotify.com/v1/audio-analysis/1rXq0uoV4KTgRN64jXzIxo,206865.0,4.0,
479,840,1219,2005,50,I Don't Want To Be,Gavin DeGraw,49.0,10,28,2005,1,41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,7.0,-8.461,1.0,0.0402,0.737,0.0,0.116,0.247,170.163,audio_features,41zXlQxzTi6cGAjpOXyLYH,spotify:track:41zXlQxzTi6cGAjpOXyLYH,https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH,https://api.spotify.com/v1/audio-analysis/41zXlQxzTi6cGAjpOXyLYH,203569.0,3.0,
480,841,1225,2005,41,My Boo,Usher And Alicia Keys,34.0,1,26,2005,1,6pcywuOeGGWeOQzdUyti6k,0.847,0.733,10.0,-6.439,0.0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,audio_features,6pcywuOeGGWeOQzdUyti6k,spotify:track:6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k,193591.0,4.0,
492,872,1272,2004,46,It's My Life,No Doubt,43.0,10,28,2004,1,0v1XpBHnsbkCn7iJ9Ucr1l,0.551,0.913,0.0,-4.063,0.0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,audio_features,0v1XpBHnsbkCn7iJ9Ucr1l,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,https://api.spotify.com/v1/tracks/0v1XpBHnsbkCn7iJ9Ucr1l,https://api.spotify.com/v1/audio-analysis/0v1XpBHnsbkCn7iJ9Ucr1l,224493.0,4.0,
491,867,1263,2004,95,My Band,D12,85.0,6,18,2004,1,4XHQyvbrBsQaaBUW1VvmsL,0.851,0.849,1.0,-3.383,0.0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,audio_features,4XHQyvbrBsQaaBUW1VvmsL,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/tracks/4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/audio-analysis/4XHQyvbrBsQaaBUW1VvmsL,298773.0,4.0,
487,857,1251,2004,89,On Fire,Lloyd Banks,57.0,8,20,2004,1,5ya0TmUQw2wHMkq36rPsnd,0.461,0.887,11.0,-4.871,0.0,0.0429,0.000219,0.0,0.104,0.411,95.964,audio_features,5ya0TmUQw2wHMkq36rPsnd,spotify:track:5ya0TmUQw2wHMkq36rPsnd,https://api.spotify.com/v1/tracks/5ya0TmUQw2wHMkq36rPsnd,https://api.spotify.com/v1/audio-analysis/5ya0TmUQw2wHMkq36rPsnd,189987.0,4.0,
493,878,1284,2004,35,Milkshake,Kelis,27.0,3,22,2004,1,2s0ouHqJebHfiQ6C1GUFJd,0.891,0.77,1.0,-6.124,1.0,0.0439,0.00862,0.0315,0.155,0.819,112.997,audio_features,2s0ouHqJebHfiQ6C1GUFJd,spotify:track:2s0ouHqJebHfiQ6C1GUFJd,https://api.spotify.com/v1/tracks/2s0ouHqJebHfiQ6C1GUFJd,https://api.spotify.com/v1/audio-analysis/2s0ouHqJebHfiQ6C1GUFJd,182627.0,4.0,
489,862,1257,2004,40,Overnight Celebrity,Twista,31.0,6,20,2004,1,2tOZtdbkAMQASWokLvSlzj,0.828,0.792,10.0,-5.435,0.0,0.179,0.182,0.0,0.281,0.777,134.199,audio_features,2tOZtdbkAMQASWokLvSlzj,spotify:track:2tOZtdbkAMQASWokLvSlzj,https://api.spotify.com/v1/tracks/2tOZtdbkAMQASWokLvSlzj,https://api.spotify.com/v1/audio-analysis/2tOZtdbkAMQASWokLvSlzj,233360.0,4.0,
490,863,1258,2004,48,Tipsy,J-Kwon,38.0,2,30,2004,1,0jSMveIWvnhDIvzqN74Uc7,0.925,0.744,0.0,-5.79,1.0,0.367,0.0644,0.0,0.0888,0.656,93.02,audio_features,0jSMveIWvnhDIvzqN74Uc7,spotify:track:0jSMveIWvnhDIvzqN74Uc7,https://api.spotify.com/v1/tracks/0jSMveIWvnhDIvzqN74Uc7,https://api.spotify.com/v1/audio-analysis/0jSMveIWvnhDIvzqN74Uc7,243227.0,4.0,
483,853,1241,2004,43,The Reason,Hoobastank,34.0,2,38,2004,1,77loZpT5Y5PRP1S451P9Yz,0.472,0.671,4.0,-4.649,1.0,0.029,0.0129,0.0,0.159,0.0681,82.952,audio_features,77loZpT5Y5PRP1S451P9Yz,spotify:track:77loZpT5Y5PRP1S451P9Yz,https://api.spotify.com/v1/tracks/77loZpT5Y5PRP1S451P9Yz,https://api.spotify.com/v1/audio-analysis/77loZpT5Y5PRP1S451P9Yz,232800.0,4.0,
488,858,1253,2004,98,I Believe,Fantasia,88.0,1,10,2004,1,3G7tRC24Uh09Hmp1KZ7LQ2,0.526,0.775,0.0,-6.05,1.0,0.0352,0.707,2.05e-05,0.217,0.962,80.106,audio_features,3G7tRC24Uh09Hmp1KZ7LQ2,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/tracks/3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/audio-analysis/3G7tRC24Uh09Hmp1KZ7LQ2,167373.0,4.0,
486,856,1250,2004,50,Freek-A-Leek,Petey Pablo,43.0,7,39,2004,1,4MeDnO5yA2Zi6IMlVApRci,0.756,0.691,2.0,-3.718,1.0,0.178,0.0744,0.0,0.364,0.632,104.999,audio_features,4MeDnO5yA2Zi6IMlVApRci,spotify:track:4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/tracks/4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/audio-analysis/4MeDnO5yA2Zi6IMlVApRci,235187.0,4.0,
485,855,1246,2004,50,Dip It Low,Christina Milian,47.0,5,30,2004,1,4L55p6txv9vuCWhpNnY6eY,0.754,0.718,11.0,-4.209,0.0,0.111,0.0122,0.000111,0.0923,0.576,169.116,audio_features,4L55p6txv9vuCWhpNnY6eY,spotify:track:4L55p6txv9vuCWhpNnY6eY,https://api.spotify.com/v1/tracks/4L55p6txv9vuCWhpNnY6eY,https://api.spotify.com/v1/audio-analysis/4L55p6txv9vuCWhpNnY6eY,201000.0,4.0,
484,854,1243,2004,48,Pieces Of Me,Ashlee Simpson,37.0,5,21,2004,1,7yXibbAYi4to5oQTeO738f,0.532,0.807,2.0,-4.301,1.0,0.057,0.0584,0.0,0.114,0.759,87.183,audio_features,7yXibbAYi4to5oQTeO738f,spotify:track:7yXibbAYi4to5oQTeO738f,https://api.spotify.com/v1/tracks/7yXibbAYi4to5oQTeO738f,https://api.spotify.com/v1/audio-analysis/7yXibbAYi4to5oQTeO738f,217440.0,4.0,
497,903,1321,2003,33,How You Gonna Act Like That,Tyrese,29.0,7,25,2003,1,3OUApyz3jDB3syGUNGqB1d,0.733,0.521,3.0,-3.657,0.0,0.0457,0.107,0.0,0.0692,0.525,112.913,audio_features,3OUApyz3jDB3syGUNGqB1d,spotify:track:3OUApyz3jDB3syGUNGqB1d,https://api.spotify.com/v1/tracks/3OUApyz3jDB3syGUNGqB1d,https://api.spotify.com/v1/audio-analysis/3OUApyz3jDB3syGUNGqB1d,294693.0,4.0,
496,902,1320,2003,94,God Bless The U.S.A.,American Idol Finalists,,4,8,2003,1,623lYBOJ7bLwh1bu3yeN5V,0.299,0.422,5.0,-9.977,1.0,0.0285,0.0873,0.0,0.182,0.168,67.797,audio_features,623lYBOJ7bLwh1bu3yeN5V,spotify:track:623lYBOJ7bLwh1bu3yeN5V,https://api.spotify.com/v1/tracks/623lYBOJ7bLwh1bu3yeN5V,https://api.spotify.com/v1/audio-analysis/623lYBOJ7bLwh1bu3yeN5V,191600.0,4.0,
495,894,1307,2003,47,"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,36.0,3,20,2003,1,3YE1DVMf46E45C3W9ybeWf,0.803,0.643,0.0,-5.612,1.0,0.34,0.0796,0.153,0.078,0.768,199.969,audio_features,3YE1DVMf46E45C3W9ybeWf,spotify:track:3YE1DVMf46E45C3W9ybeWf,https://api.spotify.com/v1/tracks/3YE1DVMf46E45C3W9ybeWf,https://api.spotify.com/v1/audio-analysis/3YE1DVMf46E45C3W9ybeWf,184733.0,4.0,
494,890,1299,2003,35,Right Thurr,Chingy,29.0,2,33,2003,1,0l3GEbH3CviUytD6iX4wzg,0.866,0.749,2.0,-3.977,1.0,0.253,0.15,0.0,0.0614,0.891,92.074,audio_features,0l3GEbH3CviUytD6iX4wzg,spotify:track:0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/tracks/0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/audio-analysis/0l3GEbH3CviUytD6iX4wzg,250747.0,4.0,
507,940,1388,2002,48,It's Been Awhile,Staind,46.0,5,46,2002,1,25CMmGsl22APKhfuj4Tp7j,0.509,0.774,6.0,-4.054,1.0,0.0338,0.00189,0.000549,0.143,0.0824,116.529,audio_features,25CMmGsl22APKhfuj4Tp7j,spotify:track:25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/tracks/25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/audio-analysis/25CMmGsl22APKhfuj4Tp7j,264707.0,4.0,
503,923,1364,2002,49,Blurry,Puddle Of Mudd,40.0,5,38,2002,1,6lSr3iZTC144PKhvbPFzMp,0.431,0.938,3.0,-4.507,0.0,0.0542,0.00805,0.0,0.138,0.523,157.462,audio_features,6lSr3iZTC144PKhvbPFzMp,spotify:track:6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/tracks/6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/audio-analysis/6lSr3iZTC144PKhvbPFzMp,304000.0,4.0,
505,927,1374,2002,92,Oops (Oh My),Tweet,74.0,7,20,2002,1,5Y0E3dOeynKuLDAXu0t0Bg,0.66,0.536,10.0,-8.786,0.0,0.29,0.233,0.00669,0.111,0.775,159.963,audio_features,5Y0E3dOeynKuLDAXu0t0Bg,spotify:track:5Y0E3dOeynKuLDAXu0t0Bg,https://api.spotify.com/v1/tracks/5Y0E3dOeynKuLDAXu0t0Bg,https://api.spotify.com/v1/audio-analysis/5Y0E3dOeynKuLDAXu0t0Bg,237800.0,4.0,
504,924,1365,2002,46,All You Wanted,Michelle Branch,43.0,6,28,2002,1,0kr6d8wHDQPlzuET33NVn6,0.499,0.72,8.0,-9.101,1.0,0.0286,0.00466,0.00303,0.122,0.652,96.103,audio_features,0kr6d8wHDQPlzuET33NVn6,spotify:track:0kr6d8wHDQPlzuET33NVn6,https://api.spotify.com/v1/tracks/0kr6d8wHDQPlzuET33NVn6,https://api.spotify.com/v1/audio-analysis/0kr6d8wHDQPlzuET33NVn6,217680.0,4.0,
506,939,1387,2002,54,7 Days,Craig David,42.0,10,20,2002,1,0fO1pBw5d9elBhAo0OleA0,0.445,0.786,4.0,-6.677,1.0,0.0431,0.36,0.0243,0.103,0.315,144.027,audio_features,0fO1pBw5d9elBhAo0OleA0,spotify:track:0fO1pBw5d9elBhAo0OleA0,https://api.spotify.com/v1/tracks/0fO1pBw5d9elBhAo0OleA0,https://api.spotify.com/v1/audio-analysis/0fO1pBw5d9elBhAo0OleA0,228000.0,4.0,
502,922,1362,2002,45,Wherever You Will Go,The Calling,42.0,5,45,2002,1,5QpaGzWp0hwB5faV8dkbAz,0.558,0.719,2.0,-5.113,1.0,0.0267,0.0367,0.0,0.115,0.371,112.027,audio_features,5QpaGzWp0hwB5faV8dkbAz,spotify:track:5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/audio-analysis/5QpaGzWp0hwB5faV8dkbAz,208600.0,4.0,
500,920,1357,2002,35,Nothin',N.O.R.E.,30.0,10,24,2002,1,0mEdbdeRFQwBhN4xfyIeUM,0.596,0.62,5.0,-6.133,0.0,0.039,0.0122,0.0,0.82,0.102,80.029,audio_features,0mEdbdeRFQwBhN4xfyIeUM,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,https://api.spotify.com/v1/tracks/0mEdbdeRFQwBhN4xfyIeUM,https://api.spotify.com/v1/audio-analysis/0mEdbdeRFQwBhN4xfyIeUM,271600.0,4.0,
499,919,1353,2002,46,A Thousand Miles,Vanessa Carlton,42.0,5,41,2002,1,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11.0,-3.862,1.0,0.0379,0.323,0.0,0.161,0.268,94.931,audio_features,4w1lzcaoZ1IC2K5TwjalRP,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/audio-analysis/4w1lzcaoZ1IC2K5TwjalRP,237493.0,4.0,
498,918,1351,2002,45,Gotta Get Thru This,Daniel Bedingfield,39.0,10,21,2002,1,747tpec1a0Hfqvj2za1pBs,0.837,0.765,7.0,-5.007,0.0,0.0631,0.0852,7.08e-05,0.1,0.912,133.57,audio_features,747tpec1a0Hfqvj2za1pBs,spotify:track:747tpec1a0Hfqvj2za1pBs,https://api.spotify.com/v1/tracks/747tpec1a0Hfqvj2za1pBs,https://api.spotify.com/v1/audio-analysis/747tpec1a0Hfqvj2za1pBs,161200.0,4.0,
501,921,1359,2002,49,The Middle,Jimmy Eat World,43.0,5,33,2002,1,6GG73Jik4jUlQCkKg9JuGO,0.643,0.849,2.0,-5.428,1.0,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853.0,4.0,
520,978,1435,2001,44,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",33.0,1,25,2001,1,3WkibOpDF7cQ5xntM1epyf,0.853,0.606,0.0,-4.596,1.0,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600.0,4.0,
524,992,1449,2001,36,Gotta Tell You,Samantha Mumba,29.0,4,22,2001,1,1rj0XawWJNisX7SGYexowJ,0.739,0.75,0.0,-4.513,0.0,0.0278,0.205,0.0,0.157,0.758,109.983,audio_features,1rj0XawWJNisX7SGYexowJ,spotify:track:1rj0XawWJNisX7SGYexowJ,https://api.spotify.com/v1/tracks/1rj0XawWJNisX7SGYexowJ,https://api.spotify.com/v1/audio-analysis/1rj0XawWJNisX7SGYexowJ,200160.0,4.0,
523,991,1448,2001,49,Dance With Me,Debelah Morgan,33.0,8,29,2001,1,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1.0,-8.824,1.0,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293.0,4.0,
522,984,1441,2001,35,Case Of The Ex (Whatcha Gonna Do),Mya,23.0,2,30,2001,1,1ak0S3NhwWrUgNlQhJ1412,0.774,0.684,1.0,-4.721,0.0,0.0408,0.0687,9.34e-05,0.0765,0.354,98.001,audio_features,1ak0S3NhwWrUgNlQhJ1412,spotify:track:1ak0S3NhwWrUgNlQhJ1412,https://api.spotify.com/v1/tracks/1ak0S3NhwWrUgNlQhJ1412,https://api.spotify.com/v1/audio-analysis/1ak0S3NhwWrUgNlQhJ1412,236827.0,4.0,
510,943,1393,2001,48,Drive,Incubus,50.0,9,39,2001,1,4pCbJC43j3gSqG6Fen6upD,0.583,0.351,0.0,-5.836,1.0,0.0306,0.494,0.0,0.368,0.462,79.014,audio_features,4pCbJC43j3gSqG6Fen6upD,spotify:track:4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/tracks/4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/audio-analysis/4pCbJC43j3gSqG6Fen6upD,227467.0,4.0,
521,979,1436,2001,46,He Loves U Not,Dream,38.0,2,28,2001,1,6xUeKifxyG3C9oFYlzPEGs,0.722,0.926,8.0,-5.849,1.0,0.209,0.0945,2.7e-06,0.128,0.605,155.898,audio_features,6xUeKifxyG3C9oFYlzPEGs,spotify:track:6xUeKifxyG3C9oFYlzPEGs,https://api.spotify.com/v1/tracks/6xUeKifxyG3C9oFYlzPEGs,https://api.spotify.com/v1/audio-analysis/6xUeKifxyG3C9oFYlzPEGs,226667.0,4.0,
518,965,1422,2001,50,Butterfly,Crazy Town,37.0,1,23,2001,1,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,audio_features,2cYqizR4lgvp4Qu6IQ3qGN,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,190557.0,4.0,
519,974,1431,2001,43,Stranger In My House,Tamia,40.0,10,21,2001,1,3byhGb1jyYOj8uNhA1UXoO,0.654,0.621,7.0,-8.608,1.0,0.027,0.0038,0.000435,0.167,0.626,111.901,audio_features,3byhGb1jyYOj8uNhA1UXoO,spotify:track:3byhGb1jyYOj8uNhA1UXoO,https://api.spotify.com/v1/tracks/3byhGb1jyYOj8uNhA1UXoO,https://api.spotify.com/v1/audio-analysis/3byhGb1jyYOj8uNhA1UXoO,253360.0,4.0,
517,962,1418,2001,98,Get Over Yourself,Eden's Crush,93.0,8,14,2001,1,0sr84SDJ9VN4EB7p2mWGur,0.523,0.787,9.0,-7.909,1.0,0.0778,0.0307,0.0,0.154,0.505,84.072,audio_features,0sr84SDJ9VN4EB7p2mWGur,spotify:track:0sr84SDJ9VN4EB7p2mWGur,https://api.spotify.com/v1/tracks/0sr84SDJ9VN4EB7p2mWGur,https://api.spotify.com/v1/audio-analysis/0sr84SDJ9VN4EB7p2mWGur,200067.0,4.0,
516,961,1415,2001,47,Missing You,Case,41.0,4,22,2001,1,1Qrdlkgg9I4J7r3P4kZNwr,0.552,0.552,11.0,-9.736,0.0,0.0364,0.052,0.0,0.046,0.593,208.571,audio_features,1Qrdlkgg9I4J7r3P4kZNwr,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,269760.0,4.0,
515,960,1414,2001,62,Never Had A Dream Come True,S Club 7,64.0,10,20,2001,1,0fIG0HBRIjLRNDHAogtwSB,0.639,0.534,5.0,-5.588,1.0,0.0281,0.508,0.0,0.0948,0.434,122.931,audio_features,0fIG0HBRIjLRNDHAogtwSB,spotify:track:0fIG0HBRIjLRNDHAogtwSB,https://api.spotify.com/v1/tracks/0fIG0HBRIjLRNDHAogtwSB,https://api.spotify.com/v1/audio-analysis/0fIG0HBRIjLRNDHAogtwSB,240492.0,4.0,
514,959,1413,2001,99,My Baby,Lil' Romeo,85.0,3,14,2001,1,2aBxt229cbLDOvtL7Xbb9x,0.65,0.531,4.0,-8.335,1.0,0.0364,0.457,0.0,0.249,0.487,78.946,audio_features,2aBxt229cbLDOvtL7Xbb9x,spotify:track:2aBxt229cbLDOvtL7Xbb9x,https://api.spotify.com/v1/tracks/2aBxt229cbLDOvtL7Xbb9x,https://api.spotify.com/v1/audio-analysis/2aBxt229cbLDOvtL7Xbb9x,258133.0,4.0,
511,952,1402,2001,50,Follow Me,Uncle Kracker,48.0,5,33,2001,1,4KoecuyOpZaNFZ0UqVsllc,0.817,0.585,5.0,-4.688,1.0,0.0301,0.439,0.0,0.147,0.916,105.014,audio_features,4KoecuyOpZaNFZ0UqVsllc,spotify:track:4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc,218440.0,4.0,
512,953,1403,2001,50,Thank You,Dido,47.0,3,39,2001,1,1hz7SRTGUNAtIQ46qiNv2p,0.518,0.492,10.0,-8.436,0.0,0.193,0.216,0.0012,0.146,0.471,78.848,audio_features,1hz7SRTGUNAtIQ46qiNv2p,spotify:track:1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/tracks/1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/audio-analysis/1hz7SRTGUNAtIQ46qiNv2p,375387.0,4.0,
513,958,1408,2001,43,What Would You Do?,City High,35.0,8,28,2001,1,4ewmHD3aRBmLyTsbGreNLw,0.79,0.613,9.0,-5.911,1.0,0.0698,0.288,0.0,0.0912,0.729,105.02,audio_features,4ewmHD3aRBmLyTsbGreNLw,spotify:track:4ewmHD3aRBmLyTsbGreNLw,https://api.spotify.com/v1/tracks/4ewmHD3aRBmLyTsbGreNLw,https://api.spotify.com/v1/audio-analysis/4ewmHD3aRBmLyTsbGreNLw,166947.0,4.0,
508,941,1390,2001,46,Hit 'Em Up Style (Oops!),Blu Cantrell,41.0,2,34,2001,1,4zYTZvtcww7OWKie7fxA9E,0.667,0.773,5.0,-4.983,0.0,0.0586,0.201,0.0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707.0,4.0,
509,942,1391,2001,46,Where The Party At,Jagged Edge With Nelly,37.0,3,29,2001,1,5mNV8Mz59bzyuQ53gTw0c0,0.596,0.661,5.0,-6.239,0.0,0.226,0.31,0.0,0.0847,0.86,129.491,audio_features,5mNV8Mz59bzyuQ53gTw0c0,spotify:track:5mNV8Mz59bzyuQ53gTw0c0,https://api.spotify.com/v1/tracks/5mNV8Mz59bzyuQ53gTw0c0,https://api.spotify.com/v1/audio-analysis/5mNV8Mz59bzyuQ53gTw0c0,232573.0,5.0,
535,1033,1492,2000,88,Blue (Da Ba Dee),Eiffel 65,76.0,6,20,2000,1,2yAVzRiEQooPEJ9SYx11L3,0.822,0.969,7.0,-11.471,0.0,0.0582,0.259,0.000153,0.39,0.765,128.007,audio_features,2yAVzRiEQooPEJ9SYx11L3,spotify:track:2yAVzRiEQooPEJ9SYx11L3,https://api.spotify.com/v1/tracks/2yAVzRiEQooPEJ9SYx11L3,https://api.spotify.com/v1/audio-analysis/2yAVzRiEQooPEJ9SYx11L3,283748.0,4.0,
540,1053,1515,2000,42,Mambo No. 5 (A Little Bit Of...),Lou Bega,32.0,3,22,2000,1,6x4tKaOzfNJpEJHySoiJcs,0.622,0.807,5.0,-6.752,0.0,0.408,0.103,0.0,0.306,0.892,174.06,audio_features,6x4tKaOzfNJpEJHySoiJcs,spotify:track:6x4tKaOzfNJpEJHySoiJcs,https://api.spotify.com/v1/tracks/6x4tKaOzfNJpEJHySoiJcs,https://api.spotify.com/v1/audio-analysis/6x4tKaOzfNJpEJHySoiJcs,220293.0,4.0,
539,1052,1514,2000,39,Steal My Sunshine,Len,30.0,9,25,2000,1,4agp6oHofabdUedr0B1krj,0.412,0.829,4.0,-11.112,1.0,0.529,0.394,0.0,0.108,0.677,191.476,audio_features,4agp6oHofabdUedr0B1krj,spotify:track:4agp6oHofabdUedr0B1krj,https://api.spotify.com/v1/tracks/4agp6oHofabdUedr0B1krj,https://api.spotify.com/v1/audio-analysis/4agp6oHofabdUedr0B1krj,265533.0,4.0,
