,Unnamed: 0,index,date,rank,song,artist,last-week,peak-rank,weeks-on-board,release_year,count,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
64,2241,2824,1986,82,Separate Lives,Phil Collins and Marilyn Martin,65.0,1,21,1986,1,6DEFVerhYVJ6ZkPJiPl5Sm,0.32,0.308,4.0,-9.118,1.0,0.0318,0.237,0.0,0.319,0.193,93.173,audio_features,6DEFVerhYVJ6ZkPJiPl5Sm,spotify:track:6DEFVerhYVJ6ZkPJiPl5Sm,https://api.spotify.com/v1/tracks/6DEFVerhYVJ6ZkPJiPl5Sm,https://api.spotify.com/v1/audio-analysis/6DEFVerhYVJ6ZkPJiPl5Sm,248907.0,4.0,
65,2248,2831,1986,89,Election Day,Arcadia,67.0,6,16,1986,1,4u2TjVvixbPrcMZntDIQE6,0.601,0.174,8.0,-17.695,0.0,0.0399,0.974,0.736,0.111,0.454,103.814,audio_features,4u2TjVvixbPrcMZntDIQE6,spotify:track:4u2TjVvixbPrcMZntDIQE6,https://api.spotify.com/v1/tracks/4u2TjVvixbPrcMZntDIQE6,https://api.spotify.com/v1/audio-analysis/4u2TjVvixbPrcMZntDIQE6,144187.0,4.0,
66,2267,2850,1986,100,Miami Vice Theme,Jan Hammer,97.0,1,22,1986,1,1biP5gM7Le8S3E7GJEKgXC,0.571,0.924,7.0,-9.887,1.0,0.0385,0.547,0.896,0.432,0.854,115.431,audio_features,1biP5gM7Le8S3E7GJEKgXC,spotify:track:1biP5gM7Le8S3E7GJEKgXC,https://api.spotify.com/v1/tracks/1biP5gM7Le8S3E7GJEKgXC,https://api.spotify.com/v1/audio-analysis/1biP5gM7Le8S3E7GJEKgXC,147600.0,4.0,
57,2189,2771,1986,98,Your Love,The Outfield,81.0,6,22,1986,1,2e3Ea0o24lReQFR4FA7yXH,0.677,0.638,8.0,-8.631,1.0,0.333,0.589,0.0,0.193,0.435,82.81,audio_features,2e3Ea0o24lReQFR4FA7yXH,spotify:track:2e3Ea0o24lReQFR4FA7yXH,https://api.spotify.com/v1/tracks/2e3Ea0o24lReQFR4FA7yXH,https://api.spotify.com/v1/audio-analysis/2e3Ea0o24lReQFR4FA7yXH,211497.0,4.0,
58,2190,2772,1986,95,Let's Go All The Way,Sly Fox,75.0,7,25,1986,1,6eLDMmVI7HF7W56cOrJj00,0.633,0.714,5.0,-13.574,1.0,0.0325,0.193,0.000307,0.296,0.865,98.149,audio_features,6eLDMmVI7HF7W56cOrJj00,spotify:track:6eLDMmVI7HF7W56cOrJj00,https://api.spotify.com/v1/tracks/6eLDMmVI7HF7W56cOrJj00,https://api.spotify.com/v1/audio-analysis/6eLDMmVI7HF7W56cOrJj00,239107.0,4.0,
56,2179,2761,1986,93,If You Leave,Orchestral Manoeuvres In The Dark,70.0,4,20,1986,1,0KMGxYKeUzK9wc5DZCt3HT,0.434,0.563,11.0,-6.784,1.0,0.0268,0.0197,0.000824,0.128,0.275,104.183,audio_features,0KMGxYKeUzK9wc5DZCt3HT,spotify:track:0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/tracks/0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/audio-analysis/0KMGxYKeUzK9wc5DZCt3HT,235373.0,4.0,
54,2177,2759,1986,100,Something About You,Level 42,92.0,7,27,1986,1,6RiiSy9GzSwiyDEJDiMuKe,0.648,0.781,9.0,-8.736,0.0,0.0271,0.0332,0.013,0.305,0.822,133.417,audio_features,6RiiSy9GzSwiyDEJDiMuKe,spotify:track:6RiiSy9GzSwiyDEJDiMuKe,https://api.spotify.com/v1/tracks/6RiiSy9GzSwiyDEJDiMuKe,https://api.spotify.com/v1/audio-analysis/6RiiSy9GzSwiyDEJDiMuKe,153313.0,4.0,
53,2176,2758,1986,96,Tuff Enuff,The Fabulous Thunderbirds,82.0,10,19,1986,1,5A6NxpltFMv6jCsuA1qRHQ,0.58,0.663,6.0,-11.48,0.0,0.0385,0.0735,0.00211,0.645,0.718,116.305,audio_features,5A6NxpltFMv6jCsuA1qRHQ,spotify:track:5A6NxpltFMv6jCsuA1qRHQ,https://api.spotify.com/v1/tracks/5A6NxpltFMv6jCsuA1qRHQ,https://api.spotify.com/v1/audio-analysis/5A6NxpltFMv6jCsuA1qRHQ,202400.0,4.0,
52,2169,2750,1986,98,We Don't Have To Take Our Clothes Off,Jermaine Stewart,89.0,5,22,1986,1,48wSJ6NhMFYYB6LjdnPNjM,0.572,0.231,0.0,-6.316,0.0,0.0334,0.953,3.88e-06,0.111,0.332,96.729,audio_features,48wSJ6NhMFYYB6LjdnPNjM,spotify:track:48wSJ6NhMFYYB6LjdnPNjM,https://api.spotify.com/v1/tracks/48wSJ6NhMFYYB6LjdnPNjM,https://api.spotify.com/v1/audio-analysis/48wSJ6NhMFYYB6LjdnPNjM,230711.0,3.0,
51,2168,2749,1986,88,Rumors,Timex Social Club,68.0,8,19,1986,1,0P2P1AxcRYhiZvoF5MyRmM,0.688,0.842,2.0,-4.211,1.0,0.264,0.0499,0.0,0.241,0.416,159.897,audio_features,0P2P1AxcRYhiZvoF5MyRmM,spotify:track:0P2P1AxcRYhiZvoF5MyRmM,https://api.spotify.com/v1/tracks/0P2P1AxcRYhiZvoF5MyRmM,https://api.spotify.com/v1/audio-analysis/0P2P1AxcRYhiZvoF5MyRmM,185856.0,4.0,
50,2165,2746,1986,96,Baby Love,Regina,71.0,10,20,1986,1,46pF1zFimM582ss1PrMy68,0.325,0.759,8.0,-7.146,1.0,0.053,0.395,0.000362,0.0773,0.36,126.627,audio_features,46pF1zFimM582ss1PrMy68,spotify:track:46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/tracks/46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/audio-analysis/46pF1zFimM582ss1PrMy68,166453.0,4.0,
49,2164,2745,1986,91,Dreamtime,Daryl Hall,61.0,5,15,1986,1,75aq1o4kjHR4OE9FVvnKji,0.443,0.00333,11.0,-37.155,0.0,0.0468,0.988,0.91,0.209,0.327,139.707,audio_features,75aq1o4kjHR4OE9FVvnKji,spotify:track:75aq1o4kjHR4OE9FVvnKji,https://api.spotify.com/v1/tracks/75aq1o4kjHR4OE9FVvnKji,https://api.spotify.com/v1/audio-analysis/75aq1o4kjHR4OE9FVvnKji,119143.0,3.0,
48,2163,2744,1986,89,Walk This Way,Run-D.M.C.,57.0,4,16,1986,1,4JfuiOWlWCkjP6OKurHjSn,0.653,0.73,5.0,-10.613,1.0,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,audio_features,4JfuiOWlWCkjP6OKurHjSn,spotify:track:4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/tracks/4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/audio-analysis/4JfuiOWlWCkjP6OKurHjSn,220311.0,4.0,
47,2152,2732,1986,100,Heartbeat,Don Johnson,71.0,5,15,1986,1,0zo4aX57COch7Wh3NRImTM,0.8,0.545,1.0,-7.002,0.0,0.127,0.00369,0.000461,0.0445,0.294,119.954,audio_features,0zo4aX57COch7Wh3NRImTM,spotify:track:0zo4aX57COch7Wh3NRImTM,https://api.spotify.com/v1/tracks/0zo4aX57COch7Wh3NRImTM,https://api.spotify.com/v1/audio-analysis/0zo4aX57COch7Wh3NRImTM,269840.0,4.0,
46,2151,2731,1986,93,Two Of Hearts,Stacey Q,71.0,3,22,1986,1,2dURQIBrw3XcHyVZlfdpC1,0.824,0.506,5.0,-7.12,0.0,0.0291,0.124,0.0,0.113,0.654,130.717,audio_features,2dURQIBrw3XcHyVZlfdpC1,spotify:track:2dURQIBrw3XcHyVZlfdpC1,https://api.spotify.com/v1/tracks/2dURQIBrw3XcHyVZlfdpC1,https://api.spotify.com/v1/audio-analysis/2dURQIBrw3XcHyVZlfdpC1,239693.0,4.0,
55,2178,2760,1986,85,I Can't Wait,Nu Shooz,70.0,3,23,1986,1,0qxtQ8rf3W1nId3D2r0xH4,0.689,0.533,6.0,-14.205,1.0,0.0544,0.321,7.37e-05,0.0958,0.898,98.801,audio_features,0qxtQ8rf3W1nId3D2r0xH4,spotify:track:0qxtQ8rf3W1nId3D2r0xH4,https://api.spotify.com/v1/tracks/0qxtQ8rf3W1nId3D2r0xH4,https://api.spotify.com/v1/audio-analysis/0qxtQ8rf3W1nId3D2r0xH4,170880.0,4.0,
71,2287,2871,1985,92,In My House,Mary Jane Girls,64.0,7,22,1985,1,2xQtvPCGfZWXccWCp9LYK4,0.714,0.61,7.0,-6.27,1.0,0.0307,0.0461,0.0,0.162,0.421,128.03,audio_features,2xQtvPCGfZWXccWCp9LYK4,spotify:track:2xQtvPCGfZWXccWCp9LYK4,https://api.spotify.com/v1/tracks/2xQtvPCGfZWXccWCp9LYK4,https://api.spotify.com/v1/audio-analysis/2xQtvPCGfZWXccWCp9LYK4,210653.0,4.0,
76,2319,2903,1985,76,Relax,Frankie Goes To Hollywood,69.0,10,23,1985,1,1gwLjpvAbu6IVmVdAfPJ0G,0.165,0.266,8.0,-38.151,1.0,0.135,0.815,0.901,0.0992,0.0267,76.211,audio_features,1gwLjpvAbu6IVmVdAfPJ0G,spotify:track:1gwLjpvAbu6IVmVdAfPJ0G,https://api.spotify.com/v1/tracks/1gwLjpvAbu6IVmVdAfPJ0G,https://api.spotify.com/v1/audio-analysis/1gwLjpvAbu6IVmVdAfPJ0G,179470.0,4.0,
80,2330,2914,1985,99,I Feel For You,Chaka Khan,96.0,3,26,1985,1,5yR9u8QiOt8hJaddv32oo7,0.698,0.912,11.0,-8.993,1.0,0.0675,0.0145,0.0225,0.279,0.797,124.917,audio_features,5yR9u8QiOt8hJaddv32oo7,spotify:track:5yR9u8QiOt8hJaddv32oo7,https://api.spotify.com/v1/tracks/5yR9u8QiOt8hJaddv32oo7,https://api.spotify.com/v1/audio-analysis/5yR9u8QiOt8hJaddv32oo7,343400.0,4.0,
68,2269,2853,1985,99,St. Elmo's Fire (Man In Motion),John Parr,92.0,1,22,1985,1,1A2PWRltFrX8iB8IP3CUgo,0.612,0.6,9.0,-10.945,1.0,0.0327,0.15,3.04e-06,0.222,0.471,111.203,audio_features,1A2PWRltFrX8iB8IP3CUgo,spotify:track:1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/tracks/1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/audio-analysis/1A2PWRltFrX8iB8IP3CUgo,251800.0,4.0,
78,2328,2912,1985,98,The Old Man Down The Road,John Fogerty,91.0,10,18,1985,1,2Qh1VTOuNG3K9ORtkfYg02,0.768,0.81,9.0,-5.816,1.0,0.0289,0.0274,0.000611,0.0584,0.737,133.836,audio_features,2Qh1VTOuNG3K9ORtkfYg02,spotify:track:2Qh1VTOuNG3K9ORtkfYg02,https://api.spotify.com/v1/tracks/2Qh1VTOuNG3K9ORtkfYg02,https://api.spotify.com/v1/audio-analysis/2Qh1VTOuNG3K9ORtkfYg02,214093.0,4.0,
77,2327,2911,1985,97,Easy Lover,Philip Bailey With Phil Collins,83.0,2,23,1985,1,5LYJ631w9ps5h9tdvac7yP,0.74,0.923,1.0,-5.082,1.0,0.0369,0.105,0.000163,0.0825,0.93,128.871,audio_features,5LYJ631w9ps5h9tdvac7yP,spotify:track:5LYJ631w9ps5h9tdvac7yP,https://api.spotify.com/v1/tracks/5LYJ631w9ps5h9tdvac7yP,https://api.spotify.com/v1/audio-analysis/5LYJ631w9ps5h9tdvac7yP,305867.0,4.0,
82,2332,2916,1985,99,Desert Moon,Dennis DeYoung,96.0,10,22,1985,1,0eLVt8CGVdNnyMcfP38kDi,0.56,0.282,0.0,-13.241,1.0,0.0287,0.868,0.529,0.11,0.158,112.009,audio_features,0eLVt8CGVdNnyMcfP38kDi,spotify:track:0eLVt8CGVdNnyMcfP38kDi,https://api.spotify.com/v1/tracks/0eLVt8CGVdNnyMcfP38kDi,https://api.spotify.com/v1/audio-analysis/0eLVt8CGVdNnyMcfP38kDi,224698.0,1.0,
75,2312,2896,1985,92,Lover Girl,Teena Marie,67.0,4,24,1985,1,6dBUzqjtbnIa1TwYbyw5CM,0.559,0.871,5.0,-5.338,0.0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,audio_features,6dBUzqjtbnIa1TwYbyw5CM,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920.0,4.0,
74,2290,2874,1985,87,One Night In Bangkok,Murray Head,79.0,3,20,1985,1,6erBowZaW6Ur3vNOWhS2zM,0.892,0.578,10.0,-5.025,1.0,0.15,0.112,0.000315,0.0897,0.621,108.703,audio_features,6erBowZaW6Ur3vNOWhS2zM,spotify:track:6erBowZaW6Ur3vNOWhS2zM,https://api.spotify.com/v1/tracks/6erBowZaW6Ur3vNOWhS2zM,https://api.spotify.com/v1/audio-analysis/6erBowZaW6Ur3vNOWhS2zM,236067.0,4.0,
73,2289,2873,1985,100,We Are The World,USA For Africa,92.0,1,18,1985,1,7ccI9cStQbQdystvc6TvxD,0.268,0.459,7.0,-6.948,0.0,0.0346,0.378,0.0,0.119,0.172,64.223,audio_features,7ccI9cStQbQdystvc6TvxD,spotify:track:7ccI9cStQbQdystvc6TvxD,https://api.spotify.com/v1/tracks/7ccI9cStQbQdystvc6TvxD,https://api.spotify.com/v1/audio-analysis/7ccI9cStQbQdystvc6TvxD,179200.0,4.0,
72,2288,2872,1985,95,Axel F,Harold Faltermeyer,92.0,3,19,1985,1,0Bo5fjMtTfCD8vHGebivqc,0.86,0.907,2.0,-3.321,1.0,0.0407,0.279,0.693,0.0648,0.786,138.045,audio_features,0Bo5fjMtTfCD8vHGebivqc,spotify:track:0Bo5fjMtTfCD8vHGebivqc,https://api.spotify.com/v1/tracks/0Bo5fjMtTfCD8vHGebivqc,https://api.spotify.com/v1/audio-analysis/0Bo5fjMtTfCD8vHGebivqc,168880.0,4.0,
81,2331,2915,1985,89,Sea Of Love,The Honeydrippers,82.0,3,20,1985,1,33kKcOJoyNduHwXhEnga8X,0.585,0.0859,6.0,-11.478,0.0,0.0484,0.94,0.0,0.16,0.12,78.54,audio_features,33kKcOJoyNduHwXhEnga8X,spotify:track:33kKcOJoyNduHwXhEnga8X,https://api.spotify.com/v1/tracks/33kKcOJoyNduHwXhEnga8X,https://api.spotify.com/v1/audio-analysis/33kKcOJoyNduHwXhEnga8X,139467.0,4.0,
79,2329,2913,1985,94,All I Need,Jack Wagner,76.0,2,22,1985,1,5Qv2Nby1xTr9pQyjkrc94J,0.67,0.478,4.0,-8.689,0.0,0.0355,0.531,0.428,0.138,0.0997,88.014,audio_features,5Qv2Nby1xTr9pQyjkrc94J,spotify:track:5Qv2Nby1xTr9pQyjkrc94J,https://api.spotify.com/v1/tracks/5Qv2Nby1xTr9pQyjkrc94J,https://api.spotify.com/v1/audio-analysis/5Qv2Nby1xTr9pQyjkrc94J,228747.0,4.0,
70,2286,2870,1985,95,Walking On Sunshine,Katrina And The Waves,87.0,9,21,1985,1,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10.0,-11.97,1.0,0.037,0.0116,0.173,0.0678,0.944,109.902,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733.0,4.0,
69,2282,2866,1985,73,Voices Carry,'Til Tuesday,62.0,8,21,1985,1,0ZYf6N5eBeXStMri0mf3DZ,0.583,0.574,0.0,-9.044,1.0,0.0239,0.0282,2.14e-06,0.114,0.578,104.995,audio_features,0ZYf6N5eBeXStMri0mf3DZ,spotify:track:0ZYf6N5eBeXStMri0mf3DZ,https://api.spotify.com/v1/tracks/0ZYf6N5eBeXStMri0mf3DZ,https://api.spotify.com/v1/audio-analysis/0ZYf6N5eBeXStMri0mf3DZ,263573.0,4.0,
90,2358,2944,1984,97,To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,91.0,5,21,1984,1,0uBwcaTkY1BPpIZhxuhS67,0.551,0.572,6.0,-7.244,1.0,0.0328,0.521,1.86e-05,0.0859,0.337,82.22,audio_features,0uBwcaTkY1BPpIZhxuhS67,spotify:track:0uBwcaTkY1BPpIZhxuhS67,https://api.spotify.com/v1/tracks/0uBwcaTkY1BPpIZhxuhS67,https://api.spotify.com/v1/audio-analysis/0uBwcaTkY1BPpIZhxuhS67,212667.0,4.0,
102,2410,2996,1984,100,Crumblin' Down,John Cougar Mellencamp,71.0,9,16,1984,1,4uqmzWlYa0eLKmbcHNgLej,0.782,0.905,7.0,-3.56,1.0,0.0789,0.0165,1.37e-06,0.0797,0.667,126.748,audio_features,4uqmzWlYa0eLKmbcHNgLej,spotify:track:4uqmzWlYa0eLKmbcHNgLej,https://api.spotify.com/v1/tracks/4uqmzWlYa0eLKmbcHNgLej,https://api.spotify.com/v1/audio-analysis/4uqmzWlYa0eLKmbcHNgLej,214133.0,4.0,
101,2407,2993,1984,73,Cum On Feel The Noize,Quiet Riot,65.0,5,21,1984,1,3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11.0,-5.439,0.0,0.12,0.00719,0.00105,0.0823,0.37,145.085,audio_features,3vV3cr2TpPqFk07zxYUbla,spotify:track:3vV3cr2TpPqFk07zxYUbla,https://api.spotify.com/v1/tracks/3vV3cr2TpPqFk07zxYUbla,https://api.spotify.com/v1/audio-analysis/3vV3cr2TpPqFk07zxYUbla,290960.0,4.0,
100,2406,2992,1984,97,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,72.0,1,25,1984,1,4mnOVRRXsaqg9Nb041xR8u,0.592,0.473,8.0,-9.834,1.0,0.0354,0.681,0.0,0.0732,0.741,203.989,audio_features,4mnOVRRXsaqg9Nb041xR8u,spotify:track:4mnOVRRXsaqg9Nb041xR8u,https://api.spotify.com/v1/tracks/4mnOVRRXsaqg9Nb041xR8u,https://api.spotify.com/v1/audio-analysis/4mnOVRRXsaqg9Nb041xR8u,249360.0,4.0,
99,2393,2979,1984,99,Say Say Say,Paul McCartney And Michael Jackson,76.0,1,22,1984,1,4NioO5R9sHEZh4cGzMHyNt,0.626,0.547,4.0,-8.285,1.0,0.0342,0.0656,1.67e-05,0.149,0.192,109.946,audio_features,4NioO5R9sHEZh4cGzMHyNt,spotify:track:4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/tracks/4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/audio-analysis/4NioO5R9sHEZh4cGzMHyNt,279833.0,4.0,
98,2388,2974,1984,95,Break My Stride,Matthew Wilder,91.0,5,29,1984,1,1mCsF9Tw4AkIZOjvZbZZdT,0.917,0.588,10.0,-11.047,1.0,0.0607,0.195,0.0,0.0914,0.828,110.077,audio_features,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,184480.0,4.0,
97,2387,2973,1984,94,Talking In Your Sleep,The Romantics,82.0,3,26,1984,1,7fRvtXvJMpGfTLdF0M09a1,0.72,0.967,9.0,-4.434,0.0,0.0343,0.0289,0.000345,0.142,0.977,129.766,audio_features,7fRvtXvJMpGfTLdF0M09a1,spotify:track:7fRvtXvJMpGfTLdF0M09a1,https://api.spotify.com/v1/tracks/7fRvtXvJMpGfTLdF0M09a1,https://api.spotify.com/v1/audio-analysis/7fRvtXvJMpGfTLdF0M09a1,235093.0,4.0,
96,2386,2972,1984,97,Owner Of A Lonely Heart,Yes,79.0,1,23,1984,1,0GTK6TesV108Jj5D3MHsYb,0.744,0.798,7.0,-5.981,1.0,0.0364,0.175,0.00367,0.26,0.89,125.061,audio_features,0GTK6TesV108Jj5D3MHsYb,spotify:track:0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/tracks/0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/audio-analysis/0GTK6TesV108Jj5D3MHsYb,268507.0,4.0,
95,2374,2960,1984,91,Let The Music Play,Shannon,76.0,8,24,1984,1,6b9hm8mvZ2KH7Fl7LLA5ct,0.709,0.687,10.0,-10.462,0.0,0.0519,0.000893,0.000151,0.092,0.765,114.717,audio_features,6b9hm8mvZ2KH7Fl7LLA5ct,spotify:track:6b9hm8mvZ2KH7Fl7LLA5ct,https://api.spotify.com/v1/tracks/6b9hm8mvZ2KH7Fl7LLA5ct,https://api.spotify.com/v1/audio-analysis/6b9hm8mvZ2KH7Fl7LLA5ct,214379.0,4.0,
91,2364,2950,1984,98,They Don't Know,Tracey Ullman,77.0,8,17,1984,1,0b5w1gamS9f239Sms9guAB,0.699,0.388,6.0,-10.722,1.0,0.0531,0.588,1.98e-06,0.0658,0.566,125.858,audio_features,0b5w1gamS9f239Sms9guAB,spotify:track:0b5w1gamS9f239Sms9guAB,https://api.spotify.com/v1/tracks/0b5w1gamS9f239Sms9guAB,https://api.spotify.com/v1/audio-analysis/0b5w1gamS9f239Sms9guAB,274667.0,4.0,
93,2372,2958,1984,93,Got A Hold On Me,Christine McVie,83.0,10,16,1984,1,6EAlFsajDK1PVgfhdJbS5Y,0.471,0.585,1.0,-6.105,1.0,0.0822,0.786,0.0,0.811,0.655,150.719,audio_features,6EAlFsajDK1PVgfhdJbS5Y,spotify:track:6EAlFsajDK1PVgfhdJbS5Y,https://api.spotify.com/v1/tracks/6EAlFsajDK1PVgfhdJbS5Y,https://api.spotify.com/v1/audio-analysis/6EAlFsajDK1PVgfhdJbS5Y,169747.0,4.0,
92,2371,2957,1984,89,Somebody's Watching Me,Rockwell,65.0,2,19,1984,1,2QN9zL3SzXdGqqmXO68gFp,0.788,0.576,1.0,-6.996,0.0,0.0327,0.0372,0.000211,0.0634,0.889,124.115,audio_features,2QN9zL3SzXdGqqmXO68gFp,spotify:track:2QN9zL3SzXdGqqmXO68gFp,https://api.spotify.com/v1/tracks/2QN9zL3SzXdGqqmXO68gFp,https://api.spotify.com/v1/audio-analysis/2QN9zL3SzXdGqqmXO68gFp,238787.0,4.0,
83,2338,2923,1984,100,The Glamorous Life,Sheila E.,91.0,7,26,1984,1,179SfVFJ0ZN41toTxnpgRD,0.759,0.675,3.0,-14.366,0.0,0.0422,0.0261,0.0341,0.431,0.866,127.522,audio_features,179SfVFJ0ZN41toTxnpgRD,spotify:track:179SfVFJ0ZN41toTxnpgRD,https://api.spotify.com/v1/tracks/179SfVFJ0ZN41toTxnpgRD,https://api.spotify.com/v1/audio-analysis/179SfVFJ0ZN41toTxnpgRD,543560.0,4.0,
84,2339,2924,1984,96,Missing You,John Waite,84.0,1,24,1984,1,1Qrdlkgg9I4J7r3P4kZNwr,0.552,0.552,11.0,-9.736,0.0,0.0364,0.052,0.0,0.046,0.593,208.571,audio_features,1Qrdlkgg9I4J7r3P4kZNwr,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,269760.0,4.0,
85,2342,2928,1984,100,If Ever You're In My Arms Again,Peabo Bryson,94.0,10,25,1984,1,4TIkesxpN5caX6XpsiirnH,0.599,0.442,3.0,-9.755,0.0,0.0239,0.667,0.0,0.143,0.415,96.213,audio_features,4TIkesxpN5caX6XpsiirnH,spotify:track:4TIkesxpN5caX6XpsiirnH,https://api.spotify.com/v1/tracks/4TIkesxpN5caX6XpsiirnH,https://api.spotify.com/v1/audio-analysis/4TIkesxpN5caX6XpsiirnH,255720.0,4.0,
86,2343,2929,1984,95,I Can Dream About You,Dan Hartman,74.0,6,25,1984,1,37nxLdGbmgEYQYrqe14xOp,0.743,0.5,9.0,-14.105,1.0,0.0513,0.0515,0.0,0.0373,0.903,112.989,audio_features,37nxLdGbmgEYQYrqe14xOp,spotify:track:37nxLdGbmgEYQYrqe14xOp,https://api.spotify.com/v1/tracks/37nxLdGbmgEYQYrqe14xOp,https://api.spotify.com/v1/audio-analysis/37nxLdGbmgEYQYrqe14xOp,249560.0,4.0,
87,2350,2936,1984,100,Breakin'...there's No Stopping Us,Ollie And Jerry,91.0,9,18,1984,1,2BtIXTKrTGQJeFcIukMR9E,0.742,0.801,1.0,-10.373,1.0,0.0531,0.0168,0.00482,0.0494,0.853,116.6,audio_features,2BtIXTKrTGQJeFcIukMR9E,spotify:track:2BtIXTKrTGQJeFcIukMR9E,https://api.spotify.com/v1/tracks/2BtIXTKrTGQJeFcIukMR9E,https://api.spotify.com/v1/audio-analysis/2BtIXTKrTGQJeFcIukMR9E,276773.0,4.0,
88,2351,2937,1984,100,Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,95.0,7,20,1984,1,3HI7oXJcgIXOhhPBvONWFo,0.598,0.333,8.0,-11.055,1.0,0.0313,0.553,3.33e-06,0.0773,0.0763,129.048,audio_features,3HI7oXJcgIXOhhPBvONWFo,spotify:track:3HI7oXJcgIXOhhPBvONWFo,https://api.spotify.com/v1/tracks/3HI7oXJcgIXOhhPBvONWFo,https://api.spotify.com/v1/audio-analysis/3HI7oXJcgIXOhhPBvONWFo,228667.0,4.0,
89,2352,2938,1984,98,"Oh, Sherrie",Steve Perry,75.0,3,20,1984,1,4zEi4tr3lEhiAvTRxEzbEz,0.333,0.695,5.0,-5.116,1.0,0.0465,0.372,7.13e-06,0.107,0.317,203.753,audio_features,4zEi4tr3lEhiAvTRxEzbEz,spotify:track:4zEi4tr3lEhiAvTRxEzbEz,https://api.spotify.com/v1/tracks/4zEi4tr3lEhiAvTRxEzbEz,https://api.spotify.com/v1/audio-analysis/4zEi4tr3lEhiAvTRxEzbEz,229347.0,4.0,
94,2373,2959,1984,98,99 Luftballons,Nena,94.0,2,23,1984,1,2IJftBfq7pJ43tfnOR0RB3,0.636,0.467,4.0,-10.1,1.0,0.0421,0.0915,1.7e-06,0.117,0.58,96.639,audio_features,2IJftBfq7pJ43tfnOR0RB3,spotify:track:2IJftBfq7pJ43tfnOR0RB3,https://api.spotify.com/v1/tracks/2IJftBfq7pJ43tfnOR0RB3,https://api.spotify.com/v1/audio-analysis/2IJftBfq7pJ43tfnOR0RB3,231467.0,4.0,
125,2475,3065,1983,96,Mickey,Toni Basil,88.0,1,27,1983,1,3RKjTYlQrtLXCq5ncswBPp,0.912,0.507,2.0,-11.952,1.0,0.0587,0.579,0.0,0.167,0.725,134.978,audio_features,3RKjTYlQrtLXCq5ncswBPp,spotify:track:3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/tracks/3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/audio-analysis/3RKjTYlQrtLXCq5ncswBPp,115556.0,4.0,
119,2455,3042,1983,92,We've Got Tonight,Kenny Rogers And Sheena Easton,84.0,6,18,1983,1,3kOYftnm2pC6T5sAGqocMm,0.711,0.391,10.0,-9.292,1.0,0.0343,0.501,3.77e-06,0.1,0.639,99.13,audio_features,3kOYftnm2pC6T5sAGqocMm,spotify:track:3kOYftnm2pC6T5sAGqocMm,https://api.spotify.com/v1/tracks/3kOYftnm2pC6T5sAGqocMm,https://api.spotify.com/v1/audio-analysis/3kOYftnm2pC6T5sAGqocMm,160120.0,4.0,
